row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,caption_pre,dedup_key
2094,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_B.bmp,Colore della Pasta,Alone centrale giallo verde con macchie scure,Alone centrale giallo verde con macchie scure,TG_28,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,Alone centrale giallo verde con macchie scure,Colore della Pasta::alone centrale giallo verde con macchie scure
2095,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Profumo,"Sedano. Troppo vegetale cotto, abbasso voto. Altrimenti molto intenso","Sedano. Troppo vegetale cotto, abbasso voto. Altrimenti molto intenso",TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,"Sedano. Troppo vegetale cotto, abbasso voto. Altrimenti molto intenso",Profumo::sedano troppo vegetale cotto abbasso voto altrimenti molto intenso
2096,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Profumo,Mela e pesca forti!,Mela e pesca forti!,TG_24,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,Mela e pesca forti!,Profumo::mela e pesca forti
2097,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Sapore,Acido su tutti,Acido su tutti,TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,Acido su tutti,Sapore::acido su tutti
2098,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Texture,Strano!,Strano!,TG_24,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,Strano!,Texture::strano
2099,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Struttura della Pasta,Frattura irregolare. Pasta !molto legata e compatta,Frattura irregolare. Pasta !molto legata e compatta,Q_10,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,Frattura irregolare. Pasta !molto legata e compatta,Struttura della Pasta::frattura irregolare pasta molto legata e compatta
2100,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Struttura della Pasta,Cuore diverso dalla periferia,Cuore diverso dalla periferia,TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,Cuore diverso dalla periferia,Struttura della Pasta::cuore diverso dalla periferia
2101,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Struttura della Pasta,Peccato per poca regolarità  ma grana ben presente!,Peccato per poca regolarità ma grana ben presente!,TG_24,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,Peccato per poca regolarità ma grana ben presente!,Struttura della Pasta::peccato per poca regolarità ma grana ben presente
2102,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P6_TN338_211_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P6_TN338_211_FETTA_A.bmp,Colore della Pasta,Alone leggero,Alone leggero,TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_338,C0R,Alone leggero,Colore della Pasta::alone leggero
2103,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Profumo,Profumo anomalo alla prima occasione fa diminuire i voto,Profumo anomalo alla prima occasione fa diminuire i voto,TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Profumo anomalo alla prima occasione fa diminuire i voto,Profumo::profumo anomalo alla prima occasione fa diminuire i voto
2104,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Sapore,Nostrano,Nostrano,Q_10,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Nostrano,Sapore::nostrano
2105,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Sapore,Il piccante persiste in bocca,Il piccante persiste in bocca,TG_28,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Il piccante persiste in bocca,Sapore::il piccante persiste in bocca
2106,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Sapore,Grasso,Grasso,TG_35,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Grasso,Sapore::grasso
2107,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Aroma,"A proposito della fessure aggiungo : grasso, intuisco e abbasso di mezzo punto il voto","A proposito della fessure aggiungo : grasso, intuisco e abbasso di mezzo punto il voto",TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,"A proposito della fessure aggiungo : grasso, intuisco e abbasso di mezzo punto il voto",Aroma::a proposito della fessure aggiungo grasso intuisco e abbasso di mezzo punto il voto
2108,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Spessore della Crosta,Difficile da misurare...Comunque c e crosts,Difficile da misurare...Comunque c e crosts,Q_02,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Difficile da misurare...Comunque c e crosta,Spessore della Crosta::difficile da misurare comunque c e crosta
2109,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Spessore della Crosta,Te poi sottocrosta,Te poi sottocrosta,TG_24,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Te poi sottocrosta,Spessore della Crosta::te poi sottocrosta
2110,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Struttura della Pasta,Fascia stirata sotto un piatto,Fascia stirata sotto un piatto,Q_02,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Fascia stirata sotto un piatto,Struttura della Pasta::fascia stirata sotto un piatto
2111,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Struttura della Pasta,Sotto un piatto superficie ondulato con scaglie. Microocchiatura 1 o 2 mm,Sotto un piatto superficie ondulato con scaglie. Microocchiatura 1 o 2 mm,Q_09,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Sotto un piatto superficie ondulato con scaglie. Microocchiatura 1 o 2 mm,Struttura della Pasta::sotto un piatto superficie ondulato con scaglie microocchiatura 1 o 2 mm
2112,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Struttura della Pasta,Ottima struttura con bel!a grana e spaccatura netta e pulita. Gravemente compromessa da importante presenza di microcchiatura,Ottima struttura con bel!a grana e spaccatura netta e pulita. Gravemente compromessa da importante presenza di microcchiatura,Q_10,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Ottima struttura con bel!a grana e spaccatura netta e pulita. Gravemente compromessa da importante presenza di microocchiatura,Struttura della Pasta::ottima struttura con bel a grana e spaccatura netta e pulita gravemente compromessa da importante presenza di microocchiatura
2113,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Struttura della Pasta,"Microcchiatura  su tutta la superficie, non spugnosa","Microcchiatura su tutta la superficie, non spugnosa",TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,"Microocchiatura su tutta la superficie, non spugnosa",Struttura della Pasta::microocchiatura su tutta la superficie non spugnosa
2114,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Struttura della Pasta,Peccato per troppe microocchiature,Peccato per troppe microocchiature,TG_24,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Peccato per troppe microocchiature,Struttura della Pasta::peccato per troppe microocchiature
2115,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Struttura della Pasta,Su tutta la superficie occhi piccoli di circa 1-2 mm e una piccola fessura,Su tutta la superficie occhi piccoli di circa 1-2 mm e una piccola fessura,TG_35,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Su tutta la superficie occhi piccoli di circa 1-2 mm e una piccola fessura,Struttura della Pasta::su tutta la superficie occhi piccoli di circa 1 2 mm e una piccola fessura
2116,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P3_TN307_156_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P3_TN307_156_FETTA_A.bmp,Colore della Pasta,Bel colore!,Bel colore!,TG_24,2021-02-10,2020-2021_Trentingrana,21,IV,Fetta,,,TN_307,C0E,Bel colore!,Colore della Pasta::bel colore
2117,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Profumo,All'inizio stalla...ma lo cala,All'inizio stalla...ma lo cala,TG_24,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,All'inizio stalla...ma lo cala,Profumo::all'inizio stalla ma lo cala
2118,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Spessore della Crosta,1 scalzo brutto,1 scalzo brutto,TG_04,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,1 scalzo brutto,Spessore della Crosta::1 scalzo brutto
2119,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Struttura della Pasta,Area centrale con struttura ruvida,Area centrale con struttura ruvida,Q_02,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,Area centrale con struttura ruvida,Struttura della Pasta::area centrale con struttura ruvida
2120,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Struttura della Pasta,"Nel complesso bella struttura con grana omogenea e frattura netta. Presenza di microocchiatura diffusa molto fine, a colpo d'occhio trascurabile","Nel complesso bella struttura con grana omogenea e frattura netta. Presenza di microocchiatura diffusa molto fine, a colpo d'occhio trascurabile",Q_10,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,"Nel complesso bella struttura con grana omogenea e frattura netta. Presenza di microocchiatura diffusa molto fine, a colpo d'occhio trascurabile",Struttura della Pasta::nel complesso bella struttura con grana omogenea e frattura netta presenza di microocchiatura diffusa molto fine a colpo d'occhio trascurabile
2121,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Struttura della Pasta,Microocchiatura diffusa,Microocchiatura diffusa,TG_14,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,Microocchiatura diffusa,Struttura della Pasta::microocchiatura diffusa
2123,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Struttura della Pasta,Grande e diffusa area spagnola centrale,Grande e diffusa area spagnola centrale,TG_35,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,Grande e diffusa area spagnola centrale,Struttura della Pasta::grande e diffusa area spagnola centrale
2124,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Colore della Pasta,Una macchia grigia,Una macchia grigia,Q_09,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,Una macchia grigia,Colore della Pasta::una macchia grigia
2125,data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__P5_TN323_892_GRANA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/21°Seduta_10-02-2021/P5_TN323_892_GRANA_A.bmp,Colore della Pasta,Alone centrale giallo verde con macchie scure,Alone centrale giallo verde con macchie scure,TG_28,2021-02-10,2020-2021_Trentingrana,21,IV,Grana,,,TN_323,C0N,Alone centrale giallo verde con macchie scure,Colore della Pasta::alone centrale giallo verde con macchie scure
2126,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,Profumo,Lettiera note animali,Lettiera note animali,TG_20,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Lettiera note animali,Profumo::lettiera note animali
2127,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,Profumo,Difettato? Odori strani...,Difettato? Odori strani...,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Difettato? Odori strani...,Profumo::difettato odori strani
2128,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,Sapore,"Incompleto, scarno","Incompleto, scarno",TG_04,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,"Incompleto, scarno",Sapore::incompleto scarno
2129,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,Sapore,Anonimo però!,Anonimo però!,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Anonimo però!,Sapore::anonimo però
2130,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,Aroma,Non piacevole,Non piacevole,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Non piacevole,Aroma::non piacevole
2131,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,Texture,Non ok,Non ok,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Non ok,Texture::non ok
2133,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,Colore della Pasta,Appena più  ossidato al centro,Appena più ossidato al centro,TG_04,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Appena più ossidato al centro,Colore della Pasta::appena più ossidato al centro
2135,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,Sapore,Solo salato e acido,Solo salato e acido,TG_04,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Solo salato e acido,Sapore::solo salato e acido
2136,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,Sapore,Allappante,Allappante,TG_19,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Allappante,Sapore::allappante
2137,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,Sapore,Medio,Medio,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Medio,Sapore::medio
2138,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,Texture,Leggermente  poco solubile e faticoso?,Leggermente poco solubile e faticoso?,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Leggermente poco solubile e faticoso?,Texture::leggermente poco solubile e faticoso
2139,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,Struttura della Pasta,Innumerevoli spacchi,Innumerevoli spacchi,TG_13,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Innumerevoli spacchi,Struttura della Pasta::innumerevoli spacchi
2140,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,Struttura della Pasta,Presenti piccolissime fessure sul lato destro,Presenti piccolissime fessure sul lato destro,TG_35,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Presenti piccolissime fessure sul lato destro,Struttura della Pasta::presenti piccolissime fessure sul lato destro
2141,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,Colore della Pasta,Leggero alone arancio dato dalla crosta,Leggero alone arancio dato dalla crosta,TG_28,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Leggero alone arancio dato dalla crosta,Colore della Pasta::leggero alone arancio dato dalla crosta
2142,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,Profumo,Lettiera note animali,Lettiera note animali,TG_20,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Lettiera note animali,Profumo::lettiera note animali
2143,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,Profumo,Difettato? Odori strani...,Difettato? Odori strani...,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Difettato? Odori strani...,Profumo::difettato odori strani
2144,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,Sapore,"Incompleto, scarno","Incompleto, scarno",TG_04,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,"Incompleto, scarno",Sapore::incompleto scarno
2145,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,Sapore,Anonimo però!,Anonimo però!,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Anonimo però!,Sapore::anonimo però
2146,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,Aroma,Non piacevole,Non piacevole,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Non piacevole,Aroma::non piacevole
2147,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,Texture,Non ok,Non ok,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Non ok,Texture::non ok
2149,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,Colore della Pasta,Appena più  ossidato al centro,Appena più ossidato al centro,TG_04,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_302,C0A,Appena più ossidato al centro,Colore della Pasta::appena più ossidato al centro
2151,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,Sapore,Solo salato e acido,Solo salato e acido,TG_04,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Solo salato e acido,Sapore::solo salato e acido
2152,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,Sapore,Allappante,Allappante,TG_19,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Allappante,Sapore::allappante
2153,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,Sapore,Medio,Medio,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Medio,Sapore::medio
2154,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,Texture,Leggermente  poco solubile e faticoso?,Leggermente poco solubile e faticoso?,TG_24,2021-02-03,2020-2021_Trentingrana,20,IV,Fetta,,,TN_326,C0O,Leggermente poco solubile e faticoso?,Texture::leggermente poco solubile e faticoso
