dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Texture::moderatamente duro pastoso e asciutto granuloso,Texture,"moderatamente duro, pastoso e asciutto, granuloso","Texture moderatamente dura, pastosa e asciutta, granulosa.",4,25619,
Texture::friabile ma senza microstruttura pochi cristalli,Texture,"friabile ma senza microstruttura , pochi cristalli","Texture friabile, con poca microstruttura e pochi cristalli.",4,42876,
Texture::morbido un pocchetto pastoso pochi microcristalli,Texture,"morbido, un pocchetto pastoso, pochi microcristalli","Texture morbido pastoso, pochi microcristalli.",2,46918,
Texture::umida poco granulosa poco solubile,Texture,"umida, poco granulosa, poco solubile","Texture umida, poco granulosa e poco solubile.",8,7801,
Texture::benr friabile in una microstruttura fine tende a liquefarsi nel finale di bocca cristalli presenti,Texture,"Benr friabile in una microstruttura fine, tende a liquefarsi nel finale di bocca. cristalli presenti","Texture friabile con microstruttura fine, cristalli presenti, tende a liquefarsi nel finale di bocca.",4,30639,
Texture::granuli di tirosina non percpibili in tutti i cubetti friabilità solubilità scarsa,Texture,granuli di tirosina non percpibili in tutti i cubetti;friabilità solubilità scarsa,"Texture con granuli di tirosina non percettibili in alcuni cubetti, friabilità e solubilità scarsa.",4,30735,
Texture::differente solubilità tra le 4 porzioni una da struttura stirata,Texture,"differente solubilità tra le 4 porzioni, una da struttura stirata.","Texture con differente solubilità tra le porzioni, una con struttura stirata.",4,14215,
Texture::molto compatto poco friabile,Texture,"Molto compatto, poco friabile,",Texture molto compatta e poco friabile.,4,12956,
Texture::moderatamente duro friabile grossolano abbastanza solubile parecchi cristalli,Texture,"moderatamente duro, friabile, grossolano, abbastanza solubile, parecchi cristalli","Texture moderatamente dura, friabile, grossolana, abbastanza solubile, con parecchi cristalli.",4,42459,
Texture::pasta stirata,Texture,Pasta stirata,Texture a pasta stirata.,4,1785,
Texture::durezza elevata buona presenza di granuli umidità' a posto,Texture,"durezza elevata, buona presenza di granuli, umidità' a posto...","Texture dura, buona presenza di granuli e umidità equilibrata.",4,25621,
Texture::poco granulosa ancora umida legata poco solubile,Texture,"poco granulosa, ancora umida, legata, poco solubile","Texture poco granulosa, ancora umida, legata e poco solubile.",4,41501,
Texture::pasta poco coesa cedevole solubile,Texture,"pasta poco coesa, cedevole, solubile","Texture poco coesa, cedevole e solubile.",4,42740,
Texture::friabile appena asciutto,Texture,"Friabile, appena asciutto","Texture friabile, leggermente asciutta.",8,15509,
Texture::granulosa ma un poco legata,Texture,granulosa ma un poco legata,Texture granulosa ma poco legata.,4,21835,
Texture::leggermente farinoso,Texture,leggermente farinoso,Texture leggermente farinosa.,4,21836,
Texture::abbastanza cedevole granuloso microstruttura abbastanza grossolana leggermente asciutto,Texture,"abbastanza cedevole, granuloso, microstruttura abbastanza grossolana, leggermente asciutto","Texture abbastanza cedevole, granulosa, con microstruttura grossolana e leggermente asciutta.",4,30837,
Texture::asciutto morbibo poco granuloso e poco sol,Texture,asciutto morbibo poco granuloso e poco sol,"Texture asciutta, morbida e poco solubile.",8,29183,
Texture::abbastanza duro pastoso asciutto con struttura abbastanza grossolana e poco solubile,Texture,"abbastanza duro, pastoso, asciutto, con struttura abbastanza grossolana e poco solubile.","Texture abbastanza dura, pastosa e asciutta, con struttura grossolana e poco solubile.",4,11416,
Texture::friabile con cristalli ma lascia residuo sabbioso alla fine,Texture,friabile con cristalli ma lascia residuo sabbioso alla fine,"Texture friabile con cristalli, lascia residuo sabbioso in finale.",4,18287,
Texture::umido e pastoso quasi liquefabile,Texture,"umido e pastoso, quasi liquefabile","Texture umida, pastosa e quasi liquefabile.",4,37259,
Texture::sabbioso e granuloso con cristalli,Texture,sabbioso-e granuloso con cristalli,Texture sabbioso-granulosa con cristalli.,4,41110,
Texture::moderatamente duro asciutto microstruttura fine solubile pochi cristalli,Texture,"moderatamente duro, asciutto, microstruttura fine, solubile, pochi cristalli","Texture moderatamente dura, asciutta, con microstruttura fine, solubile e pochi cristalli.",4,21846,
Texture::leggermente poco solubile e faticoso,Texture,Leggermente poco solubile e faticoso?,Texture leggermente poco solubile e faticosa.,10,2138,
Texture::la boca rimane abbastanza pulia,Texture,la boca rimane abbastanza pulia,Texture che lascia bocca pulita.,4,42882,
Texture::molto adesiva,Texture,molto adesiva,Texture molto adesiva.,8,33711,
Texture::pochi cristalli peccato,Texture,Pochi cristalli..peccato,Texture con pochi cristalli.,8,49750,
Texture::duro ma friabile microstruttura sottile solubile ma asciutto,Texture,"duro ma friabile, microstruttura sottile, solubile ma asciutto","Texture dura ma friabile, con microstruttura sottile, solubile ma asciutta.",4,16908,
Texture::cedevole e un poco adesivo,Texture,cedevole e un poco- adesivo,Texture cedevole e leggermente adesiva.,4,13867,
Texture::morbida cristalli umida,Texture,"morbida, cristalli, umida","Texture morbida, umida, con cristalli.",4,7965,
Texture::morbido friabile grana fine e solubile pochi cristalli tende a impastare,Texture,"morbido, friabile, grana fine e solubile, pochi cristalli, tende a impastare","Texture morbida, friabile, a grana fine e solubile, con pochi cristalli e che tende a impastare.",4,27661,
Texture::si frantuma bene sotto il molare buona microstruttura umido cristalli ce n'è,Texture,"si frantuma bene sotto il molare, buona microstruttura. umido. cristalli ce n'è","Texture friabile, buona microstruttura, umida, con cristalli presenti.",4,42454,
Texture::morbido con cristalli ben evidenti asciutto all'inizio tende un poco ad impastrare e lascia un poco di residuo,Texture,morbido con cristalli ben evidenti asciutto all'inizio tende un poco ad impastrare e lascia un poco di residuo,"Texture morbida con cristalli ben evidenti, leggermente asciutta all'inizio, tende a impastarsi lievemente e lascia un piccolo residuo.",4,40270,
Texture::friabile buoni i cristalli abbastanza solubile,Texture,"friabile, buoni i cristalli, abbastanza solubile","Texture friabile, buoni cristalli e abbastanza solubile.",4,23902,
Texture::equilibrato,Texture,Equilibrato,NON_DESCRITTO,4,3843,
Texture::molle e cedevole non da grana,Texture,molle e cedevole. non da grana,"Texture molle e cedevole, non granulosa.",4,20450,
Texture::grana e cristalli evidenti abbastanza sol,Texture,grana e cristalli evidenti abbastanza sol,Texture granulosa con cristalli evidenti e abbastanza solubile.,4,27382,
Texture::pastoso deformabile poco friabile poca grana cedevole,Texture,"pastoso, deformabile, poco friabile, poca grana, cedevole","Texture pastosa, deformabile, poco friabile e cedevole, con poca grana.",4,24255,
Texture::morbido grana molto fine e solubile umido cristalli presenti,Texture,"morbido, grana molto fine e solubile, umido, cristalli presenti","Texture morbida, grana molto fine e solubile, umida, con cristalli presenti.",4,34397,
Texture::molle e cedevole,Texture,molle e cedevole.,Texture molle e cedevole.,4,23903,
Texture::durezza buona struttura e microstrutture ottimali permane in bocca con struttura e non si impasta,Texture,"durezza buona struttura e microstrutture ottimali, permane in bocca con struttura e non si impasta","Texture con durezza buona, struttura ottimale e non si impasta in bocca.",4,40273,
Texture::grana assente molto tenero,Texture,grana assente molto tenero,"Texture molto tenera, grana assente.",4,5499,
Texture::si scioglie,Texture,si scioglie,Texture che si scioglie in bocca.,8,14289,
Texture::buona solubile granulosa,Texture,"buona, solubile, granulosa","Texture buona, solubile e granulosa.",4,37503,
Texture::umido e pastoso assenza di granuli,Texture,umido e pastoso. assenza di granuli,"Texture umida, pastosa e con assenza di granuli.",4,22291,
Texture::friabile cedevole poco consistente granulosa asciutta quasi sabbiosa,Texture,"friabile, cedevole, poco consistente, granulosa, asciutta, quasi sabbiosa","Texture friabile, cedevole, granulosa e leggermente sabbioso, poco consistente, asciutta.",4,18294,
Texture::orbido pastoso con cristalli lascia sabbietta finale,Texture,orbido pastoso con cristalli lascia sabbietta finale,"Texture torbida pastosa con cristalli, lascia sabbietta finale.",4,36920,
Texture::granuloso con cristalli poco sol lascia residuo farinoso,Texture,granuloso con cristalli poco sol lascia residuo farinoso,"Texture granulosa con cristalli poco solubili, lascia residuo farinoso.",4,23829,
Texture::molto asciutto quasi secco,Texture,Molto asciutto. Quasi secco,Texture molto asciutta.,4,4491,
Texture::granulosa mediamente umida solubile,Texture,"granulosa, mediamente umida, solubile","Texture granulosa, mediamente umida e solubile.",4,36915,
Texture::leggermente gommoso e asciutto,Texture,leggermente gommoso e asciutto,Texture leggermente gommosa e asciutta.,4,44227,
Texture::ingozza nel finale,Texture,ingozza nel finale,Texture che ingozza nel finale.,4,811,
Texture::morbido poca grana,Texture,morbido poca grana,Texture morbida con poca grana.,4,7957,
Texture::pastoso e tanti cristalli,Texture,pastoso e tanti cristalli,Texture pastosa con cristalli abbondanti.,4,14146,
Texture::morbido non friabile sembra giovane non riuscito,Texture,"morbido, non friabile, sembra giovane, non riuscito",Texture morbida e poco friabile.,4,26159,
Texture::assenza di cristalli pastoso,Texture,assenza di cristalli;pastoso,Texture pastosa con assenza di cristalli.,4,9949,
Texture::solo un poco’ tenero,Texture,solo un poco’ tenero,Texture leggermente tenera.,4,825,
Texture::molto solubile umido manca di consistenza,Texture,"molto solubile, umido, manca di consistenza","Texture molto solubile, umida e poco consistente.",4,34402,
Texture::un poco' pastoso,Texture,un poco' pastoso,Texture poco pastosa.,4,5958,
Texture::adesivo,Texture,adesivo,Texture adesiva.,4,7344,
Texture::indeformabile plastico,Texture,Indeformabile plastico,Texture indeformabile e plastica.,4,50450,
Texture::friabile non asciutto qulache microcristallo buona microstruttura,Texture,"Friabile, non asciutto. qulache microcristallo. buona microstruttura","Texture friabile, non asciutta, con qualche microcristallo e buona microstruttura.",4,22389,
Texture::grnuloso molto asciutto poco solubile,Texture,"grnuloso, molto asciutto, poco solubile.","Texture granulosa, molto asciutta e poco solubile.",4,14282,
Texture::poco solubile no tirosina,Texture,"poco solubile, no tirosina",Texture poco solubile.,4,47381,
Texture::umida morbida solubile,Texture,"umida , morbida, solubile","Texture umida, morbida e solubile.",4,7349,
Texture::pochi cristalli molto pastoso,Texture,pochi cristalli;molto pastoso,Texture con pochi cristalli e molto pastosa.,4,5578,
Texture::grana assente tenerissimo,Texture,grana assente tenerissimo,"Texture tenerissima, priva di grana.",4,5576,
Texture::morbido al morso del molare pastoso,Texture,"morbido al morso del molare, pastoso","Texture morbida al morso del molare, pastosa.",4,6036,
Texture::cristalli poca grana,Texture,cristalli poca grana,Texture con cristalli e poca grana.,4,42601,
Texture::asciutto con cristalli e granuloso poi sol,Texture,asciutto con cristalli e granuloso poi sol,"Texture asciutta, granulosa con cristalli e solubile.",4,11481,
Texture::buona con equilibrio tra umidità' e friabilità,Texture,"buona, con equilibrio tra umidità' e friabilità",Texture con buon equilibrio tra umidità e friabilità.,4,22295,
Texture::buona friabilità' microstruttura assente,Texture,"buona friabilità', microstruttura assente",Texture con buona friabilità e microstruttura assente.,4,42666,
Texture::granuloso leggermente pastoso,Texture,granuloso leggermente pastoso,Texture granulosa leggermente pastosa.,4,40278,
Texture::cedevole ai denti ma non morbido friabile microstruttura apprezzabile anche umido,Texture,"cedevole ai denti, ma non morbido. friabile . microstruttura apprezzabile. anche umido","Texture cedevole ai denti, friabile, con microstruttura apprezzabile e umida.",4,33861,
Texture::solubilità da formaggio tendenzialmente grasso,Texture,solubilità da formaggio tendenzialmente grasso,"Texture solubile, tendente al grasso.",4,30833,
Texture::troppo umido,Texture,troppo umido,Texture troppo umida.,4,40342,
Texture::buona friabilità che lascia però una struttura grossolana lascia la bocca disidratata cristalli presenti anche grossi,Texture,buona friabilità che lascia però una struttura grossolana. lascia la bocca disidratata. cristalli presenti anche grossi,"Texture friabile con struttura grossolana, lascia bocca disidratata e cristalli grossi presenti.",4,23830,
Texture::friabile asciutto ma non troppo microstruttura abbastanza fine cristalli non numerosissimi presenti impasta e ingozza nel finale,Texture,"friabile, asciutto ma non troppo. Microstruttura abbastanza fine. cristalli non numerosissimi, presenti. impasta e ingozza nel finale","Texture friabile, asciutta ma non eccessiva, con microstruttura abbastanza fine e cristalli presenti non abbondanti; impasta e ingozza nel finale.",4,40271,
Texture::sento le perle,Texture,Sento le perle,Texture con cristalli percepibili.,8,50492,
Texture::morbido asciutto con qualche crist,Texture,morbido asciutto con qualche crist,"Texture morbida, asciutta e con qualche cristallo.",4,33780,
Texture::un poco cedevole presenza di tiosina,Texture,"un poco- cedevole, presenza di tiosina","Texture poco cedevole, con tirosina presente.",4,47437,
Texture::umido pastoso,Texture,"umido, pastoso",Texture umida e pastosa.,4,18753,
Texture::grana fine leggermente farinoso,Texture,"grana fine, leggermente farinoso","Texture a grana fine, leggermente farinosa.",4,6039,
Texture::la bocca non rimane pulita,Texture,la bocca non rimane pulita,Texture che lascia bocca non pulita.,4,24257,
Texture::no cristalli,Texture,No cristalli,Texture priva di cristalli.,16,48867,
Texture::patoso e burroso/unto bei granuli,Texture,"patoso e burroso/unto, bei granuli","Texture pastosa e untuosa, con bei granuli.",4,22204,
Texture::secco,Texture,secco,Texture secca.,28,13729,
Texture::troppo fondente nel finale impasta la bocca troppo morbido,Texture,"troppo fondente nel finale, impasta la bocca, troppo morbido","Texture troppo morbida, che impasta la bocca e risulta eccessivamente fondente nel finale.",4,26082,
Texture::molto umido solubile poco granuloso,Texture,"molto umido, solubile, poco granuloso","Texture molto umida, solubile e poco granulosa.",8,15569,
Texture::duro ma da pasta stirata,Texture,duro ma da pasta stirata,Texture dura ma cedevole.,4,25699,
Texture::manca di cristalli,Texture,Manca di cristalli,Texture con cristalli assenti.,4,48476,
Texture::percepibile presenza granuli di tirosina e grana della pasta,Texture,percepibile presenza granuli di tirosina e grana della pasta,Texture con percepibile presenza di granuli di tirosina e grana della pasta.,2,46663,
Texture::sabbioso finissimo,Texture,sabbioso finissimo,Texture sabbioso finissimo.,4,9453,
Texture::cedevole ancora umida poco granulosa,Texture,"cedevole, ancora umida, poco granulosa","Texture cedevole, ancora umida e poco granulosa.",4,32323,
Texture::cristalli molto presenti consistenza ok,Texture,"cristalli molto presenti, consistenza OK",Texture con cristalli molto presenti e consistenza adeguata.,4,31862,
Texture::friabile e morbido pochi cristalli impasta la bocca,Texture,Friabile e morbido. pochi cristalli. impasta la bocca,"Texture friabile e morbido, pochi cristalli, impasta la bocca.",8,15957,
Texture::la bocca è abbastanza polita,Texture,la bocca è abbastanza polita,Texture abbastanza pulita in bocca.,4,41166,
Texture::pastoso e poco solubile consistenza molle sotto i denti,Texture,pastoso e poco solubile. consistenza molle sotto i denti;,"Texture pastosa, poco solubile e molle sotto i denti.",4,25616,
Texture::morbido anche se presenti cristalli,Texture,morbido anche se presenti cristalli,Texture morbida con cristalli presenti.,4,7808,
Texture::contiene perle piuttosto dure non piacevoli alla masticazione,Texture,"Contiene perle piuttosto dure, non piacevoli alla masticazione",Texture con cristalli piuttosto duri.,4,4916,
Texture::friabilità e granulosità elevate,Texture,Friabilità e granulosità elevate,Texture molto friabile e granulosa.,4,49659,
Texture::morbido poco granuloso cristalli,Texture,morbido poco granuloso cristalli,"Texture morbida, poco granulosa, con cristalli presenti.",4,44142,
Texture::granulosa ma non molto solubile ancora umida,Texture,"granulosa ma non molto solubile, ancora umida","Texture granulosa, umida ma poco solubile.",4,7416,
Texture::molto friabile solubile,Texture,"molto friabile, solubile",Texture molto friabile e solubile.,4,31937,
Texture::asciutto pastoso e poco solubile,Texture,"asciutto, pastoso e poco solubile","Texture asciutta, pastosa e poco solubile.",4,37344,
Texture::granuloso impasta cristalli piccoli poco solub,Texture,granuloso impasta cristalli piccoli poco solub,"Texture granulosa, con cristalli piccoli, poco solubile e che impasta la bocca.",4,9947,
Texture::leggermente umido ma con cristalli,Texture,leggermente umido ma con cristalli,Texture leggermente umida con cristalli percettibili.,4,7346,
Texture::friabile e solubile buoni i cristalli,Texture,"friabile e solubile, buoni i cristalli","Texture friabile, solubile, con cristalli ben percettibili.",4,47546,
Texture::sabbioso e granuloso pochi cristalli,Texture,"sabbioso e granuloso, pochi cristalli",Texture sabbioso-granulosa con pochi cristalli.,4,23907,
Texture::non granuloso aggiungere residuo a faticoso sabbioso,Texture,"Non granuloso, aggiungere residuo a faticoso sabbioso ,,...","Texture non granulosa, con residuo sabbioso faticoso.",4,50080,
Texture::morbido poca granaimpasta non sol lascvia sensazione di farina,Texture,morbido poca granaimpasta non sol lascvia sensazione di farina,"Texture morbida, poco granulosa, che impasta la bocca, poco solubile, con sensazione farinosa.",4,7803,
Texture::asciutto granuloso tende ad impastare verso la fine con qualche cristallo poco sol,Texture,asciutto granuloso tende ad impastare verso la fine con qualche cristallo poco sol,"Texture asciutta e granulosa, tende a impastare verso il finale con qualche cristallo e poco solubile.",4,20193,
Texture::troppo tenero no grana,Texture,troppo tenero no grana,"Texture tenera, poca grana.",4,18835,
Texture::morbido microstruttura assente qualche cristallo,Texture,"morbido, microstruttura assente, qualche cristallo","Texture morbida, microstruttura assente, con qualche cristallo.",4,18367,
Texture::lascia la bocca pulita,Texture,lascia la bocca pulita,Texture che lascia la bocca pulita.,8,15510,
Texture::molta tirosina adesivo,Texture,"molta tirosina, adesivo",Texture con tirosina abbondante e adesiva.,4,9281,
Texture::moderata durezza friabile granuloso solubile cristalli percepibili,Texture,"moderata durezza, friabile, granuloso, solubile, cristalli percepibili","Texture moderatamente dura, friabile, granulosa e solubile, con cristalli percepibili.",4,5801,
Texture::pastoso persistente in bocca,Texture,"pastoso, persistente in bocca",Texture pastosa e persistente in bocca.,8,15954,
Texture::umido pastoso non friabile non solubile / molto diversi i pezzi fra loro,Texture,"umido, pastoso, non friabile, non solubile / molto diversi i pezzi fra loro","Texture umida e pastosa, poco friabile e poco solubile.",4,22300,
Texture::solubilità friabilità tirosina intensità leggera (positiva),Texture,solubilità friabilità tirosina intensità leggera (positiva),"Texture solubile e friabile, con tirosina percepibile a intensità leggera.",4,16901,
Texture::non troppo solubile,Texture,Non troppo solubile,Texture poco solubile.,8,9282,
Texture::friabile microstruttura non finissima buona cristalli percepibili umido il giusto,Texture,"friabile. microstruttura non finissima, buona. cristalli percepibili. umido il giusto","Texture friabile con microstruttura buona, cristalli percepibili e giusta umidità.",4,47152,
Texture::morbido umido microstruttura sottile solubile,Texture,"morbido, umido, microstruttura sottile, solubile","Texture morbida, umida, a microstruttura sottile e solubile.",4,22301,
Texture::friabile un p secco pochi cristalli,Texture,"friabile, un p; secco, pochi cristalli","Texture friabile, leggermente secco, pochi cristalli.",4,16982,
Texture::asciutto,Texture,asciutto,Texture asciutta.,124,15508,
Texture::polveroso poco solubile alla fine granellini di tirosina rimangono a lungo,Texture,"polveroso poco solubile alla fine, granellini di tirosina rimangono a lungo","Texture polverosa, poco solubile, con granuli di tirosina percettibili al residuo finale.",4,20136,
Texture::troppo morbido astrutturato sembra la pasta dell emmental,Texture,troppo morbido astrutturato. sembra la pasta dell emmental,Texture troppo morbida e poco strutturata.,4,25697,
Texture::difetta di friabilità' morbido,Texture,"difetta di friabilità', morbido",Texture poco friabile e morbida.,4,20195,
Texture::asciutto granuloso qualche cristallo poco sol,Texture,asciutto granuloso qualche cristallo poco sol,"Texture asciutta, granulosa, con qualche cristallo e poco solubile.",4,9359,
Texture::non friabile ma cedevole solubile in bocca ma non alla deglutizione poca grana un poco' untuoso,Texture,"non friabile ma cedevole, solubile in bocca ma non alla deglutizione, poca grana, un poco' untuoso","Texture cedevole, solubile in bocca, poco friabile, con poca grana e leggermente untuosa.",4,26079,
Texture::compatto e duro ma con grana quasi assente asciutto,Texture,"compatto e duro ma con grana quasi assente, asciutto","Texture compatta e dura, con grana quasi assente, asciutta.",4,6032,
Texture::molti cristalli,Texture,molti cristalli,Texture con cristalli abbondanti.,8,11209,
Texture::molti cristalli molto pastoso e asciutto per,Texture,"molti cristalli, molto pastoso e asciutto per;...","Texture molto pastosa, asciutta e con cristalli abbondanti.",4,31785,
Texture::quasi troppi cristalli,Texture,Quasi troppi cristalli...,Texture con cristalli abbondanti.,4,25,
Texture::duro asciutto praticamnte privo di grana,Texture,"duro, asciutto, praticamnte privo di grana,","Texture dura, asciutta e praticamente priva di grana.",4,33704,
Texture::abbastanza dura e compatta ma firabile con grana percepibile e cristalli,Texture,"abbastanza dura e compatta ma firabile, con grana percepibile e cristalli","Texture abbastanza dura e compatta ma friabile, con grana percepibile e cristalli.",4,11556,
Texture::leggera sabbiosità finale ma friabile mediamente umido pochi cristalli presenti,Texture,"Leggera sabbiosità finale, ma friabile, mediamente umido, pochi cristalli presenti","Texture leggermente sabbiosa al finale, friabile, mediamente umida, con pochi cristalli.",4,11417,
Texture::cedevole poco consistente disaggregata ma solubile,Texture,"cedevole, poco consistente, disaggregata, ma solubile","Texture cedevole, poco consistente, disaggregata ma solubile.",4,41333,
Texture::microstruttura scarsa,Texture,MICROSTRUTTURa scarsa,Texture con microstruttura scarsa.,4,11344,
Texture::morbida poco granulosa poco solubile buona presenza di microcristalli leggermente adesiva,Texture,"morbida, poco granulosa, poco solubile, buona presenza di microcristalli, leggermente adesiva","Texture morbida, poco granulosa, poco solubile, con buona presenza di microcristalli e leggermente adesiva.",4,5491,
Texture::un poco di sabbiosita finale ma,Texture,"un poco di sabbiosita finale, ma",Texture leggermente sabbiosa in finale.,2,46922,
Texture::poco solubile,Texture,poco solubile,Texture poco solubile.,12,20451,
Texture::compatto non molto friabile e né solubile rimangono scagliette strane sotto i denti,Texture,"compatto, non molto friabile e né solubile, rimangono scagliette strane sotto i denti","Texture compatta, poco friabile e poco solubile, con scagliette che rimangono sotto i denti.",4,44232,
Texture::comnpatta grana abbastanza fine piuttosto solubile pochissimi cristalli,Texture,"comnpatta, grana abbastanza fine, piuttosto solubile, pochissimi cristalli","Texture compatta, grana abbastanza fine, piuttosto solubile, con pochissimi cristalli.",4,42739,
Texture::ben friabile lascia un struttura fine si scioglie bene in bocca non asciutto,Texture,"Ben friabile, lascia un struttura fine. Si scioglie bene in bocca, non asciutto","Texture friabile, con struttura fine, molto solubile e non asciutta.",8,15397,
Texture::morbido si sentono i cristalli poco granuloso molto sol,Texture,morbido si sentono i cristalli poco granuloso molto sol,"Texture morbida, cristalli percepibili, poco granulosa e molto solubile.",8,15563,
Texture::equilibrato scarsa la solubilità,Texture,"equilibrato, scarsa la solubilità",Texture equilibrata ma scarsa solubilità.,4,30738,
Texture::umida ancora elastica poco granulosa poco solubile,Texture,"umida, ancora elastica, poco granulosa, poco solubile","Texture umida, ancora elastica, poco granulosa e poco solubile.",2,46239,
Texture::troppo friabile asciutto,Texture,"troppo friabile, asciutto...",Texture molto friabile e asciutta.,4,44813,
Texture::secco e farinoso buoni i cristalli media solubilità,Texture,"secco e farinoso, buoni i cristalli, media solubilità","Texture asciutta, farinosa, con buoni cristalli e media solubilità.",4,27389,
Texture::qualche cristallo ma positiva,Texture,qualche cristallo ma positiva,"Texture con qualche cristallo, positiva.",4,27873,
Texture::piuttosto morbido assenza di cristalli,Texture,"piuttosto morbido, assenza di cristalli","Texture piuttosto morbida, assenza di cristalli.",4,42806,
Texture::pastoso in bocca poco solubile,Texture,"pastoso in bocca, poco solubile","Texture pastosa in bocca, poco solubile.",4,25693,
Texture::presenza di porzioni pastose scarsamente frabili da formaggio a pasta compatta= struttura stirata,Texture,presenza di porzioni pastose scarsamente frabili da formaggio a pasta compatta= struttura stirata,Texture con porzioni pastose scarsamente friabili e struttura compatta.,4,13795,
Texture::compatto poco friabile poco solubile pochi cristalli,Texture,"compatto, poco friabile, poco solubile, pochi cristalli","Texture compatta, poco friabile, poco solubile, con pochi cristalli.",4,6037,
Texture::poco friabile molto morbido assenza di critalli microstruttura finissima,Texture,"poco friabile, molto morbido, assenza di critalli, microstruttura finissima","Texture poco friabile, molto morbido, senza cristalli e con microstruttura finissima.",4,30787,
Texture::forse pastoso,Texture,Forse pastoso,Texture leggermente pastosa.,4,3543,
Texture::troppo morbido,Texture,troppo morbido,Texture troppo morbida.,4,20196,
Texture::pochissimi cristalli,Texture,pochissimi cristalli,Texture con cristalli scarsi.,4,13720,
Texture::cristallisi sente una grana leggera comunque pastoso,Texture,cristallisi sente una grana leggera comunque pastoso,"Texture con cristalli percettibili, grana leggera e morbido pastoso.",4,9284,
Texture::pastoso e poco solubile,Texture,pastoso e poco solubile,Texture pastosa e poco solubile.,12,13794,
Texture::pastoso con granuli e cristalli,Texture,pastoso con granuli e cristalli,Texture pastosa con granuli e cristalli.,4,22293,
Texture::poco friabile asciutto pochi granuli,Texture,"poco friabile, asciutto, pochi granuli...","Texture poco friabile, asciutta e con pochi granuli.",4,44225,
Texture::gommoso no grana,Texture,gommoso no grana,"Texture non gommosa, con grana.",4,42671,
Texture::microstruttura assente,Texture,microstruttura assente,Texture con microstruttura assente.,4,5962,
Texture::si sbriciola in bocca granuloso cristalloso,Texture,"si sbriciola in bocca, granuloso, cristalloso","Texture friabile, granulosa e cristallosa.",4,13722,
Texture::ingrossa un pochetto,Texture,Ingrossa un pochetto,Texture che ingozza leggermente.,4,726,
Texture::asciutto friabile,Texture,"asciutto, friabile,",Texture asciutta e friabile.,2,46334,
Texture::granuli di tirosina inrensità medio alta solubilità alta friabilità medio alta,Texture,granuli di tirosina inrensità medio alta;solubilità alta;friabilità medio alta,"Texture con granuli di tirosina a intensità medio-alta, alta solubilità e media friabilità.",4,9190,
Texture::si intende no cristalli,Texture,Si intende no cristalli,Texture senza cristalli.,4,49921,
Texture::cristalli medio grossi la bocca nel complesso rimane pulita,Texture,"cristalli medio grossi, la bocca nel complesso rimane pulita","Texture con cristalli medio grossi, bocca pulita nel complesso.",8,15566,
Texture::cristalli quasi assenti compatto,Texture,"Cristalli quasi assenti, compatto",Texture compatta con cristalli quasi assenti.,4,50007,
Texture::presenza di cristalli buona solubilità,Texture,"presenza di cristalli, buona solubilità",Texture con cristalli presenti e buona solubilità.,4,5577,
Texture::morbido cedevole al dente non molto friabile cristalli quasi assenti,Texture,"morbido, cedevole al dente, non molto friabile. cristalli quasi assenti","Texture morbida e cedevole al dente, poco friabile, con cristalli quasi assenti.",4,18442,
Texture::morbido grana fine cristaali ben percepibili solubile,Texture,"morbido, grana fine, cristaali ben percepibili, solubile","Texture morbida, grana fine, cristalli ben percepibili e solubile.",4,33781,
Texture::pastoso poca grana granuli,Texture,pastoso poca grana granuli,Texture pastosa con poca grana e granuli percettibili.,4,37255,
Texture::non ok,Texture,Non ok,NON_DESCRITTO,14,2131,
Texture::morbido buona microstruttura manca di cristalli,Texture,"morbido, buona microstruttura, manca di cristalli","Texture morbida, buona microstruttura, pochi cristalli.",4,16828,
Texture::morbido asciutto granuloso tende ad impastare e cristalli evidenti,Texture,morbido asciutto granuloso tende ad impastare e cristalli evidenti,"Texture morbida, asciutta, granulosa, tende a impastare e con cristalli evidenti.",4,27732,
Texture::morbido con qualche cristallo asciutto tende ad impastare poca grana si scioglie,Texture,morbido con qualche cristallo asciutto tende ad impastare poca grana si scioglie,"Texture morbida con qualche cristallo, asciutta, tende ad impastare, poca grana e si scioglie in bocca.",4,5956,
Texture::molto morbido umidità' e pastosita molto buone pochi granuli,Texture,"molto morbido .. umidità' e pastosita molto buone, pochi granuli","Texture molto morbida, umida e pastosa, con pochi granuli.",4,7345,
Texture::un poco umido,Texture,Un poco umido,Texture leggermente umida.,4,1794,
Texture::seppur morbido è friabile in una moicrostruttura di discreta finezza cristalli presenti finale di bocca un poco' impastata,Texture,seppur morbido è friabile in una moicrostruttura di discreta finezza. Cristalli presenti. finale di bocca un poco' impastata,"Texture morbida e friabile con microstruttura di discreta finezza, cristalli presenti e finale leggermente impastato in bocca.",4,9444,
Texture::granuloso umido con cristalli solub,Texture,granuloso umido con cristalli solub,"Texture granulosa, umida, con cristalli solubili.",4,20445,
Texture::potrebbe essere più solubile,Texture,potrebbe essere più solubile,Texture poco solubile.,12,11487,
Texture::abbondanti cristalli il formaggio si scioglio rapidamente,Texture,"abbondanti cristalli, il formaggio si scioglio rapidamente","Texture con cristalli abbondanti, si scioglie rapidamente in bocca.",4,41334,
Texture::lascia pochi frammenti,Texture,lascia pochi frammenti,Texture che lascia pochi frammenti.,4,5800,
