row_id,image_path_flat,image_path,year_folder,session_date,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,panelist,attribute,caption_raw,caption_pre,caption
32892,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3a_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3a_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,a,TN_306,C0D,TG_13,Colore della Pasta,Pasta dal colore bruno,Pasta dal colore bruno,Pasta di colore bruno.
32893,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3a_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3a_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,a,TN_306,C0D,TG_14,Colore della Pasta,Alone centrale più carico con macchie rosate,Alone centrale più carico con macchie rosate,Pasta con alone centrale più carico e macchie rosate.
32894,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3a_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3a_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,a,TN_306,C0D,TG_19,Colore della Pasta,Grande alone centrale con striscia nocciola,Grande alone centrale con striscia nocciola,Pasta con grande alone centrale e striscia nocciola.
32895,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3a_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3a_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,a,TN_306,C0D,TG_20,Colore della Pasta,Macchie  rosa visibili,Macchie rosa visibili,Pasta con macchie rosa visibili.
32896,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3a_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3a_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,a,TN_306,C0D,TG_24,Colore della Pasta,Giallo piuttosto carico omogeneo,Giallo piuttosto carico omogeneo,Pasta di colore giallo carico e omogeneo.
32897,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3a_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3a_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,a,TN_306,C0D,TG_26,Colore della Pasta,Alone carico centrale,Alone carico centrale,Pasta con alone carico centrale.
32900,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_04,Profumo,"debole. fieno, pane. poco fresco","debole. fieno, pane. poco fresco","Profumo debole di fieno e pane, poco fresco."
32903,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_13,Profumo,leggero poco percettibile,leggero poco percettibile,Profumo leggero e poco percettibile.
32905,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_19,Profumo,"Molto variegati all'apertura e nei singoli pezzi. Frutta matura e panna, ma anche negativi e volatili, tipo ammoniaca e fermentato, quasi marcio","Molto variegati all'apertura e nei singoli pezzi. Frutta matura e panna, ma anche negativi e volatili, tipo ammoniaca e fermentato, quasi marcio","Profumo variegato all'apertura e nei singoli pezzi, con frutta matura e panna, ma anche note di ammoniaca e fermentato."
32906,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_20,Profumo,"poco intenso e complesso, nota quasi floreale, burro sciolto","poco intenso e complesso, nota quasi floreale, burro sciolto","Profumo poco intenso e complesso, con nota quasi floreale e burro sciolto."
32907,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_24,Profumo,intensit' media con note da frutta matura e un p; di emmenthal non troppo tipico,intensità' media con note da frutta matura e un p; di emmenthal non troppo tipico,Profumo di intensità moderata con note di frutta matura e un poco di emmenthal.
32909,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_02,Sapore,TENDENTE ALL'AMARO ACIDO,TENDENTE ALL'AMARO ACIDO,Sapore tendente all'amaro e acido.
32910,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_09,Sapore,salato,salato,Sapore salato.
32911,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_04,Sapore,"salato, dolce assente","salato, dolce assente",Sapore salato con assenza di dolcezza.
32912,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_11,Sapore,salato,salato,Sapore salato.
32913,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_12,Sapore,salato,salato,Sapore salato.
32914,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_13,Sapore,legg acido e piccante,leggermente acido e piccante,Sapore leggermente acido e piccante.
32915,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_14,Sapore,leggermente troppo salato,leggermente troppo salato,Sapore leggermente eccessivamente salato.
32916,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_19,Sapore,"salato, leggermente piccante","salato, leggermente piccante",Sapore salato e leggermente piccante.
32917,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_20,Sapore,"abbastanza equilibrato, buon umami con sapidit' contenuta","abbastanza equilibrato, buon umami con sapidità' contenuta",Sapore abbastanza equilibrato con buon umami e sapidità contenuta.
32918,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_24,Sapore,leggermente piccante e salato,leggermente piccante e salato,Sapore leggermente piccante e salato.
32926,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_14,Aroma,crosta e ossidato,crosta e ossidato,Aroma di crosta e ossidato.
32927,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_19,Aroma,"inizialmente non troppo positivi, poi crosta di formaggio grana,","inizialmente non troppo positivi, poi crosta di formaggio grana,","Aroma inizialmente poco positivo, poi di crosta di formaggio grana."
32928,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_20,Aroma,"lattico e glutammato, equilibrato ma un po scarico, lievi note di formaggio svizzero e di crosta di formaggio","lattico e glutammato, equilibrato ma un poco scarico, lievi note di formaggio svizzero e di crosta di formaggio","Aroma lattico e glutammato, equilibrato ma poco scarico, con lievi note di formaggio svizzero e di crosta."
32929,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_24,Aroma,"burro, emmenthal, umami","burro, emmenthal, umami",Aroma di burro e emmenthal con note umami.
32932,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_09,Texture,morbido poco granuloso pochi cristalli,morbido poco granuloso pochi cristalli,"Texture morbida, poco granulosa e con pochi cristalli."
32933,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_04,Texture,"cedevole, morbido, ingozza","cedevole, morbido, ingozza","Texture cedevole, morbida e che ingozza."
32936,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_13,Texture,"molle, cedevole","molle, cedevole",Texture molle e cedevole.
32937,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_14,Texture,"morbido e friabile, grana abbastanza sottile, solubile, pochicristalli","morbido e friabile, grana abbastanza sottile, solubile, pochicristalli","Texture morbida, friabile, con grana abbastanza sottile, solubile e pochi cristalli."
32939,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_20,Texture,"leggermente cedevole ma granulosa, ancora un po umida","leggermente cedevole ma granulosa, ancora un poco umida","Texture leggermente cedevole, granulosa e ancora poco umida."
32940,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_24,Texture,"cristalli molto presenti, consistenza OK","cristalli molto presenti, consistenza OK",Texture con cristalli molto presenti e consistenza adeguata.
32942,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_02,Spessore della Crosta,Sfumata  Spigoli accentuati  Media 7mm,Sfumata Spigoli accentuati Media 7mm,Crosta sfumata con spigoli accentuati e spessore molto sottile.
32944,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_04,Spessore della Crosta,"1 piatto molto buono, l'altro disastroso","1 piatto molto buono, l'altro disastroso",Crosta con spessore disomogeneo tra i due lati.
32947,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_13,Spessore della Crosta,"0,6",Molto sottile,Crosta molto sottile.
32949,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_19,Spessore della Crosta,7 molto chiaro,7 molto chiaro,"Crosta molto sottile, di colore molto chiaro."
32950,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_20,Spessore della Crosta,Meno spessa su una faccia,Meno spessa su una faccia,Crosta con spessore variabile tra le facce.
32951,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_24,Spessore della Crosta,Media 10 mm,Media,Crosta mediamente spessa.
32953,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_02,Struttura della Pasta,Regolare omogenea non setata leggermente grossa,Regolare omogenea non setata leggermente grossa,"Pasta regolare, omogenea, non setata, con grana leggermente grossolana."
32954,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_09,Struttura della Pasta,Frattura abbastanza regolare e grana grossa in centro più fina verso i piatti,Frattura abbastanza regolare e grana grossa in centro più fina verso i piatti,"Pasta con frattura abbastanza regolare, grana grossa al centro e più fine verso i piatti."
32955,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_04,Struttura della Pasta,"Frattura molto buona, grana presente ed omogenea, anche se non finissima","Frattura molto buona, grana presente ed omogenea, anche se non finissima","Pasta con frattura buona, grana omogenea e non particolarmente fine."
32957,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_12,Struttura della Pasta,Granulosa regolare,Granulosa regolare,Pasta granulosa e regolare.
32958,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_13,Struttura della Pasta,Regolare e granulosa,Regolare e granulosa,Pasta regolare e granulosa.
32959,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_14,Struttura della Pasta,"Granulosa, frattura regolare","Granulosa, frattura regolare",Pasta granulosa con frattura regolare.
32960,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_19,Struttura della Pasta,"Frattura regolare, bella grana","Frattura regolare, bella grana",Pasta con frattura regolare e bella grana.
32961,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_20,Struttura della Pasta,"Frattura  regolare, grana  un po' grossolana ma ok","Frattura regolare, grana un poco' grossolana ma ok",Pasta con frattura regolare e grana leggermente grossolana.
32962,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_24,Struttura della Pasta,Omogenea con grana sia grossa che fine!,Omogenea con grana sia grossa che fine!,Pasta omogenea con grana sia grossolana che fine.
32964,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_02,Colore della Pasta,Chiaro e Leggermente alonato al centro,Chiaro e Leggermente alonato al centro,Pasta di colore chiaro con leggermente alone centrale.
32965,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,Q_09,Colore della Pasta,Chiaro a con leggero alone,Chiaro a con leggero alone,Pasta con leggero alone e colore chiaro.
32966,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_04,Colore della Pasta,"Base paglierino, appena più  carico al centro.","Base paglierino, appena più carico al centro.","Pasta di colore paglierino, appena più carico al centro."
32968,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_12,Colore della Pasta,"Chiaro,omogeneo","Chiaro,omogeneo",Pasta di colore chiaro e omogeneo.
32969,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_13,Colore della Pasta,Colore chiaro ed omogeneo,Colore chiaro ed omogeneo,Pasta di colore chiaro e omogeneo.
32971,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_19,Colore della Pasta,Chiaro abbastanza omogeneo,Chiaro abbastanza omogeneo,Pasta di colore chiaro abbastanza omogeneo.
32972,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_20,Colore della Pasta,"Abbastanza  omogeneo, non molto  carico","Abbastanza omogeneo, non molto carico","Pasta di colore abbastanza omogeneo, non molto carico."
32973,data/images_flat/2018-2019_Trentingrana__2018-12-05__P6a_330_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P6a_330_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,6,a,TN_330,C0Q,TG_24,Colore della Pasta,Omogeneo  tendente al giallo chiaro,Omogeneo tendente al giallo chiaro,Pasta di colore omogeneo tendente al giallo chiaro.
32976,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_09,Profumo,cotto,cotto,Profumo cotto.
32977,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_04,Profumo,"poca panna, latte e burro non crudi. un fondo animale\stalla. fieno","poca panna, latte e burro non crudi. un fondo animale\stalla. fieno","Profumo di panna e latte con burro cotto, fondo animale di stalla e note di fieno."
32979,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_12,Profumo,brodo,brodo,Profumo di brodo.
32981,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_14,Profumo,"sentori di cotto, affumicato, lessato","sentori di cotto, affumicato, lessato","Profumo di cotto, affumicato e lessato."
32982,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_19,Profumo,"Erbaceo all'apertura, poi classici","Erbaceo all'apertura, poi classici","Profumo erbaceo all'apertura, poi note classiche."
32983,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_20,Profumo,"nota blievemente bruciata, per iol resto caratteristico","nota blievemente bruciata, per iol resto caratteristico",Profumo leggermente bruciato con carattere gradevole nel complesso.
32984,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_24,Profumo,"fieno, tostato, nocciola","fieno, tostato, nocciola","Profumo di fieno, tostato e nocciola."
32987,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_09,Sapore,leggero amaro,leggero amaro,Sapore leggermente amaro.
32988,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_04,Sapore,nessun eccesso. amaro ma leggero. non dolce netto,nessun eccesso. amaro ma leggero. non dolce netto,"Sapore leggermente amaro, non dolce."
32993,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_19,Sapore,"umami, poco dolce","umami, poco dolce",Sapore umami con poco dolce.
32994,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_20,Sapore,"dolcezza importante, sapidit' e umami contenuti, lieve nota rinfrescante, poco piccante","dolcezza importante, sapidità' e umami contenuti, lieve nota rinfrescante, poco piccante","Sapore con importante dolcezza, sapidità e umami contenuti, lieve nota rinfrescante e poco piccante."
32995,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_24,Sapore,"equilibrato, umami...","equilibrato, umami...",Sapore equilibrato con nota di umami.
32998,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_09,Aroma,panna,panna,Aroma di panna.
33002,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_13,Aroma,leggero sentore di ossidato e forse fermentato,leggero sentore di ossidato e forse fermentato,Aroma leggero con sentore di ossidato e fermentato.
33003,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_14,Aroma,leggero affumicato,leggero affumicato,Aroma leggero affumicato.
33005,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_20,Aroma,"note lattiche cotte prevalenti, lieve nota di bruciato, caramella mou, comunque presenti le note caratteristiche","note lattiche cotte prevalenti, lieve nota di bruciato, caramella mou, comunque presenti le note caratteristiche","Aroma di note lattiche cotte prevalenti con lieve nota di bruciato e caramella mou, caratteristiche del formaggio presenti."
33006,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_24,Aroma,"grasso, brodo, burro","grasso, brodo, burro","Aroma di grasso, brodo e burro."
