dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Colore della Pasta::colore leggermente rosato ma unif,Colore della Pasta,Colore leggermente rosato ma unif,Pasta di colore leggermente rosato e uniforme.,4,20157,
Colore della Pasta::a causa della frattura e del la pasta al centro con un aspetto bagnato pastoso non sono sicura delle macchie,Colore della Pasta,A causa della frattura e del la pasta al centro con un aspetto bagnato pastoso non sono sicura delle macchie,NON_DESCRITTO,4,50552,
Colore della Pasta::alone centrale te ne all 'arancio,Colore della Pasta,Alone centrale te ne all...'arancio,Pasta con alone centrale tendente all'arancio.,4,4220,
Colore della Pasta::non del tutto uniforme alcune zone tendente al grigio,Colore della Pasta,Non del tutto uniforme alcune zone tendente al grigio,"Pasta con colore non del tutto uniforme, alcune zone tendente al grigio.",4,5918,
Colore della Pasta::tende al chiaro con un alone centrale poco più carico,Colore della Pasta,Tende al chiaro con un alone centrale poco più carico,Pasta che tende al chiaro con alone centrale poco più carico.,4,6064,
Colore della Pasta::non paglierino forse appena più oxidato in centro,Colore della Pasta,Non paglierino. Forse appena più oxidato in centro,"Pasta non paglierina, tendente all'ossidazione nel centro.",4,3301,
Colore della Pasta::alone centrale scuro colore tendenzialmente carico,Colore della Pasta,Alone centrale scuro colore tendenzialmente carico,Pasta con alone centrale di colore scuro e tendenzialmente carico.,4,9404,
Colore della Pasta::abbastanza uniforme,Colore della Pasta,Abbastanza uniforme,Pasta di colore abbastanza uniforme.,8,33966,
Colore della Pasta::tendenzialmente carico più chiaro verso scalzi,Colore della Pasta,Tendenzialmente carico.. Più chiaro verso scalzi,"Pasta di colore tendenzialmente carico, più chiara verso gli scalzi.",4,21786,
Colore della Pasta::abbastamza omogeneo,Colore della Pasta,abbastamza omogeneo,Pasta di colore abbastanza omogeneo.,4,49662,
Colore della Pasta::pressoché omogenea,Colore della Pasta,Pressoché omogenea,Pasta di colore omogeneo.,4,15586,
Colore della Pasta::bel colore di fondo ma con evidenti alone più scuri,Colore della Pasta,Bel colore di fondo ma con evidenti Alone più scuri,Pasta con colore di fondo uniforme e alone più scuro.,4,36960,
Colore della Pasta::alone e verde appena accennati,Colore della Pasta,Alone e verde appena accennati!,Pasta con alone e sfumature verdi appena accennate.,4,49639,
Colore della Pasta::lieve alone nel centro,Colore della Pasta,lieve alone nel centro,Pasta con lieve alone centrale.,4,2361,
Colore della Pasta::macchia alone centrale rosato,Colore della Pasta,Macchia alone centrale rosato,Pasta con macchia e alone centrale rosato.,4,7,
Colore della Pasta::scuro non uniforme,Colore della Pasta,Scuro non uniforme,Pasta di colore scuro non uniforme.,8,20416,
Colore della Pasta::colore giallo carico omogeneo,Colore della Pasta,Colore giallo carico omogeneo,Pasta di colore giallo carico omogeneo.,4,41467,
Colore della Pasta::omogenea tendente al chiaro,Colore della Pasta,Omogenea tendente al chiaro,Pasta omogenea tendente al chiaro.,4,42701,
Colore della Pasta::al centro macchia grande rosa grigio,Colore della Pasta,Al centro macchia grande rosa grigio,Pasta con macchia grande rosata e grigiastra al centro.,4,51136,
Colore della Pasta::tendente all' aranciata ma unif,Colore della Pasta,Tendente all' aranciata ma unif,"Pasta di colore tendente all'aranciato, uniforme.",4,35610,
Colore della Pasta::disomogeneo e macchie rosa alone centrale,Colore della Pasta,"Disomogeneo e macchie rosa, alone centrale",Pasta disomogenea con macchie rosa e alone centrale.,4,7919,
Colore della Pasta::giallo tendente al carico nocciola,Colore della Pasta,Giallo tendente al carico nocciola,Pasta di colore giallo tendente al carico nocciola.,4,21794,
Colore della Pasta::zona un poco' rosa ma generalmente uniforme,Colore della Pasta,Zona un poco' rosa ma generalmente uniforme,Pasta di colore uniforme con leggerissima zona rosata.,4,16942,
Colore della Pasta::evidente alone scuro,Colore della Pasta,Evidente alone scuro,Pasta con evidente alone scuro.,4,25723,
Colore della Pasta::chiaro e abbastanza omogeneo,Colore della Pasta,Chiaro e abbastanza omogeneo,Pasta di colore chiaro e abbastanza omogeneo.,12,29540,
Colore della Pasta::degradante x intensità alone,Colore della Pasta,"Degradante x intensità, alone",Pasta con alone e degradazione di intensità.,4,34435,
Colore della Pasta::alone centrale lievissimo,Colore della Pasta,Alone centrale lievissimo,Pasta con alone centrale leggerissimo.,4,1277,
Colore della Pasta::tende al giallo carico nocciola,Colore della Pasta,"Tende al giallo carico, nocciola",Pasta tendente al giallo carico con tonalità nocciola.,4,13828,
Colore della Pasta::più carico al centro è ulteriormente più carico in certe zone sembra quasi virare al rosa talmente intenso é il giallo,Colore della Pasta,Più carico al centro è ulteriormente più carico in certe zone. Sembra quasi virare al rosa talmente intenso é il giallo,"Pasta di colore giallo carico al centro, ancora più intenso in alcune zone, con tendenza al rosa.",4,31811,
Colore della Pasta::evidente presenza di alone centrale più scuro,Colore della Pasta,Evidente presenza di alone centrale più scuro,Pasta con evidente alone centrale più scuro.,4,32279,
Colore della Pasta::intenso e grande alone centrale,Colore della Pasta,Intenso e grande alone centrale,Pasta con grande alone centrale intenso.,4,32355,
Colore della Pasta::omogeneo,Colore della Pasta,Omogeneo,Pasta di colore omogeneo.,74,5911,
Colore della Pasta::giallo vs carico poco uniforme,Colore della Pasta,Giallo vs carico poco uniforme,Pasta di colore giallo carico poco uniforme.,4,32358,
Colore della Pasta::leggermente alone centrale,Colore della Pasta,Leggermente alone centrale,Pasta con leggermente alone centrale.,4,32352,
Colore della Pasta::non paglierino appena più satura,Colore della Pasta,Non paglierino. Appena più satura,"Pasta non paglierina, con colorazione appena più satura.",4,5071,
Colore della Pasta::tende al rosa vicino al piatto,Colore della Pasta,Tende al rosa vicino al piatto,Pasta tendente al rosa vicino al piatto.,4,13826,
Colore della Pasta::zone più chiaro verso i bordi,Colore della Pasta,Zone più Chiaro verso i bordi,Pasta con zone più chiare verso i bordi.,4,11652,
Colore della Pasta::giallo troppo carico centro e più chiaro ai lati,Colore della Pasta,Giallo troppo carico centro e più chiaro ai lati,Pasta di colore giallo carico al centro e più chiara ai lati.,4,33741,
Colore della Pasta::un poco' grigio nel sottocrosta,Colore della Pasta,Un poco' grigio nel sottocrosta,Pasta con leggero grigio nella zona sottocrosca.,4,33972,
Colore della Pasta::paglierino carica omogeneamente distribuito presenza di cristalli bianchi,Colore della Pasta,Paglierino carica omogeneamente distribuito. Presenza di cristalli bianchi,Pasta di colore paglierino carico omogeneamente distribuito con presenza di cristalli bianchi.,4,47518,
Colore della Pasta::macchie arancio chiaro e rosate,Colore della Pasta,Macchie arancio chiaro e rosate,Pasta con macchie arancio chiaro e rosate.,2,46363,
Colore della Pasta::più scura al centro qualche macchia rosa,Colore della Pasta,Più scura al centro. Qualche macchia rosa,Pasta più scura al centro con qualche macchia rosata.,4,7916,
Colore della Pasta::un poco carico ma uniforme,Colore della Pasta,Un Poco carico ma uniforme,Pasta di colore leggermente carico ma uniforme.,4,47455,
Colore della Pasta::netto alone ad anello rosato,Colore della Pasta,Netto alone ad anello rosato,Pasta con netto alone ad anello rosato.,8,29087,
Colore della Pasta::giallo intenso uniforme,Colore della Pasta,Giallo intenso uniforme,Pasta di colore giallo intenso e uniforme.,8,5838,
Colore della Pasta::carico fascia rosa centrale,Colore della Pasta,Carico fascia rosa centrale,Pasta con fascia rosa centrale carica.,4,33811,
Colore della Pasta::carico quasi nocciola ma abbastanza omogeneo,Colore della Pasta,Carico quasi nocciola ma abbastanza omogeneo,"Pasta di colore carico, quasi nocciola, abbastanza omogenea.",4,32433,
Colore della Pasta::relativamente omogeneo ma carico,Colore della Pasta,Relativamente omogeneo ma carico,Pasta di colore omogeneo ma carico.,4,9480,
Colore della Pasta::immatricolata conferisce quasi un colore rosato ma solo pochi cm dopo la crosta l'amore è spostato verso uno dei due piatti,Colore della Pasta,"Immatricolata conferisce quasi un colore rosato, ma solo pochi cm dopo la crosta. L'amore è spostato verso uno dei due piatti",Pasta con leggero colore rosato vicino alla crosta.,4,4756,
Colore della Pasta::disomogenea a fasce più chiara centro quasi rosato,Colore della Pasta,"Disomogenea, a fasce più chiara, centro quasi rosato",Pasta disomogenea con fasce più chiare e centro quasi rosato.,4,35796,
Colore della Pasta::una macchia poco visibile,Colore della Pasta,Una macchia poco visibile,Pasta con una macchia poco visibile.,10,2163,
Colore della Pasta::fascia bianca sotto un piatto centro con aloni rosati,Colore della Pasta,Fascia bianca sotto un piatto centro con aloni rosati,"Pasta con fascia bianca, centro piatto e aloni rosati.",4,33889,
Colore della Pasta::carico con alone e macchia diffusa rosata,Colore della Pasta,Carico con alone e macchia diffusa rosata,Pasta di colore carico con alone e macchia diffusa rosata.,4,41184,
Colore della Pasta::colorazione accentuata verso l'interno,Colore della Pasta,Colorazione accentuata verso l'interno,Pasta con colorazione accentuata verso l'interno.,4,7917,
Colore della Pasta::poi scusa al centro trend è a chuaro,Colore della Pasta,Poi scusa al centro trend è a chuaro,NON_DESCRITTO,4,37046,
Colore della Pasta::alone leggero centrale,Colore della Pasta,Alone leggero centrale,Pasta con leggero alone centrale.,4,11377,
Colore della Pasta::verso il giallo carico con aree vergognose o nocciola carico,Colore della Pasta,"Verso il giallo carico, con aree vergognose o nocciola carico","Pasta tendente al giallo carico, con aree di colore nocciola carico.",4,9907,
Colore della Pasta::giallo chiaro omogeneo verso paglierino,Colore della Pasta,Giallo chiaro omogeneo verso paglierino,"Pasta di colore giallo chiaro omogeneo, tendente al paglierino.",4,31972,
Colore della Pasta::giallo intenso al centro tendente al grigio rosa,Colore della Pasta,Giallo intenso al centro tendente al grigio rosa,"Pasta di colore giallo intenso al centro, tendente al grigio rosato.",4,12988,
Colore della Pasta::a parte le zone gessate omogeneo e bello,Colore della Pasta,"A parte le zone gessate, omogeneo e bello","Pasta omogenea e di colore bello, salvo le zone gessate.",4,7381,
Colore della Pasta::evidente alone rosato,Colore della Pasta,Evidente alone rosato,Pasta con evidente alone rosato.,4,44176,
Colore della Pasta::leggermente carico ma omogeneo,Colore della Pasta,Leggermente carico ma omogeneo,Pasta di colore leggermente carico e omogeneo.,8,18941,
Colore della Pasta::chiaro leggero alone,Colore della Pasta,Chiaro leggero alone,Pasta con leggero alone di colore chiaro.,4,42833,
Colore della Pasta::omogeneo e abbastanza chiaro,Colore della Pasta,Omogeneo e abbastanza chiaro,Pasta di colore omogeneo e abbastanza chiaro.,4,24215,
Colore della Pasta::fasce chiare nette,Colore della Pasta,Fasce chiare nette,Pasta con fasce di colore chiaro nette.,4,13756,
Colore della Pasta::rosa ai piatti,Colore della Pasta,Rosa ai piatti,Pasta con colorazione rosata ai bordi.,16,9397,
Colore della Pasta::colore omogeneo,Colore della Pasta,Colore omogeneo,Pasta di colore omogeneo.,8,13890,
Colore della Pasta::il colore è carico ma abbastanza omogeneo,Colore della Pasta,"Il colore è carico, ma abbastanza omogeneo","Pasta di colore carico, abbastanza omogenea.",4,20411,
Colore della Pasta::scuro non del tutto uniforme,Colore della Pasta,Scuro non del tutto uniforme,Pasta di colore scuro non del tutto uniforme.,4,20479,
Colore della Pasta::giallo paglierino marcato,Colore della Pasta,Giallo paglierino marcato,Pasta di colore giallo paglierino marcato.,4,37372,
Colore della Pasta::più scuro al centro e chiazza rosa,Colore della Pasta,Più scuro al centro e chiazza rosa,Pasta più scura al centro con chiazza rosata.,4,35490,
Colore della Pasta::omogeneo ma intenso nocciola,Colore della Pasta,Omogeneo ma intenso nocciola,"Pasta di colore omogeneo, intenso nocciola.",4,15592,
Colore della Pasta::paglierino carico omogeneo il sottocrosta ha una tonalità leggermente ambrata ma solo il sottocrosta,Colore della Pasta,"Paglierino carico omogeneo, il sottocrosta ha una tonalità leggermente ambrata, ma solo il sottocrosta","Pasta di colore paglierino carico omogeneo, con tonalità leggermente ambrata nel sottocrosta.",4,17021,
Colore della Pasta::disomogeneità,Colore della Pasta,Disomogeneità,Pasta di colore disomogeneo.,4,35851,
Colore della Pasta::le differenze di colore sono minime,Colore della Pasta,Le differenze di colore sono minime,Pasta di colore uniforme.,4,49501,
Colore della Pasta::forse troppo carico il giallo,Colore della Pasta,Forse troppo carico il giallo..,Pasta di colore giallo troppo carico.,4,35498,
Colore della Pasta::carico per lo più 1 piatto e due scalzi più chiari,Colore della Pasta,Carico per lo più. 1 piatto e due scalzi più chiari,"Pasta di colore carico per lo più, con un'area piatta e due scalzi più chiari.",4,25570,
Colore della Pasta::omogeneo chiaro a tratti nettamente paglierino,Colore della Pasta,"Omogeneo, chiaro, a tratti nettamente paglierino","Pasta di colore omogeneo, chiaro, con tratti nettamente paglierini.",4,17398,
Colore della Pasta::giallo chiaro con leggeren sfumature grigiastro verso gli scalzi,Colore della Pasta,Giallo chiaro con leggeren sfumature grigiastro verso gli scalzi,Pasta di colore giallo chiaro con leggere sfumature grigiastre verso gli scalzi.,4,33971,
Colore della Pasta::chiara e uniforme,Colore della Pasta,Chiara e uniforme,Pasta di colore chiaro e uniforme.,4,16781,
Colore della Pasta::due fasce rosate e leggero alone centrale,Colore della Pasta,Due fasce rosate e leggero alone centrale,Pasta con due fasce rosate e leggero alone centrale.,4,42908,
Colore della Pasta::alone centrale non carico ma evidentemente,Colore della Pasta,Alone centrale non carico ma evidentemente,Pasta con alone centrale non carico.,4,25645,
Colore della Pasta::colore leggermente carico ma omogeneo,Colore della Pasta,Colore leggermente carico ma omogeneo,Pasta di colore leggermente carico e omogeneo.,4,35733,
Colore della Pasta::carico omogeneo,Colore della Pasta,Carico omogeneo,Pasta di colore carico omogeneo.,22,13820,
Colore della Pasta::colore più scuro al centro,Colore della Pasta,Colore più scuro al centro,Pasta di colore più scuro al centro.,4,32276,
Colore della Pasta::più scuro verso un piatto,Colore della Pasta,Più scuro verso un piatto,Pasta più scura verso il piatto.,4,17016,
Colore della Pasta::chiara ma non paglierino,Colore della Pasta,Chiara ma non paglierino,Pasta di colore chiaro ma non paglierina.,4,1719,
Colore della Pasta::chiaro ma con macchie rosa,Colore della Pasta,Chiaro ma con macchie rosa,Pasta di colore chiaro con macchie rosate.,4,16788,
Colore della Pasta::piú chiaro verso un piatto,Colore della Pasta,Piú chiaro verso un piatto,Pasta più chiara verso la zona del piatto.,4,7918,
Colore della Pasta::giallo uniforme non carico,Colore della Pasta,Giallo uniforme non carico,Pasta di colore giallo uniforme non carico.,8,12985,
Colore della Pasta::avv omogeneo ma intenso,Colore della Pasta,Avv omogeneo ma intenso,Pasta di colore omogeneo ma intenso.,4,6072,
Colore della Pasta::paglierino scarico non omogeneo,Colore della Pasta,Paglierino scarico non omogeneo,Pasta di colore paglierino scarico non omogeneo.,4,18484,
Colore della Pasta::giallo anche meno carico abbastanza omogenea,Colore della Pasta,Giallo anche meno carico abbastanza omogenea,"Pasta di colore giallo, abbastanza omogeneo, anche meno carico.",2,46696,
Colore della Pasta::colorazione carica al centro,Colore della Pasta,Colorazione carica al centro,Pasta con colorazione carica al centro.,4,32348,
Colore della Pasta::omogeneo ma un poco' carico,Colore della Pasta,Omogeneo ma un poco' carico,Pasta di colore omogeneo ma leggermente carico.,4,37296,
Colore della Pasta::colore leggermente carico e alone centrale chiazza tende al rosato in centro,Colore della Pasta,Colore leggermente carico e alone centrale chiazza tende al rosato in centro,Pasta di colore leggermente carico con alone centrale e chiazza tendente al rosato in centro.,4,18859,
Colore della Pasta::colore tendenzialmente chiaro e omogeneo,Colore della Pasta,Colore tendenzialmente chiaro e omogeneo,Pasta di colore tendenzialmente chiaro e omogeneo.,4,14249,
Colore della Pasta::per lo più giallo chiaro un quarto laterale più saturo,Colore della Pasta,Per lo più giallo chiaro. Un quarto laterale più saturo.,"Pasta per lo più di colore giallo chiaro, con una zona laterale più satura.",4,1337,
Colore della Pasta::tante e vistose fessure da 1 e 2 cm soprattutto in corrispondenza di un piatto e suoi scalzi una grande fessura longitudinale lunga più di 8 cm,Colore della Pasta,"Tante e vistose fessure da 1 e 2 cm, soprattutto in corrispondenza di un piatto e suoi scalzi, Una grande fessura longitudinale lunga più di 8 cm",NON_DESCRITTO,7,50934,
Colore della Pasta::non molto omogeneo carico al centro,Colore della Pasta,"Non molto omogeneo, carico al centro",Pasta con colore carico al centro e non molto omogeneo.,4,35857,
Colore della Pasta::alone lievissimo o ossidazione,Colore della Pasta,Alone lievissimo o ossidazione,Pasta con alone lievissimo.,4,1146,
Colore della Pasta::alone carico quasi nocciola al centro,Colore della Pasta,Alone carico quasi nocciola al centro,Pasta con alone carico di tonalità quasi nocciola al centro.,4,30614,
Colore della Pasta::omogenea paglierino chiaro con alone verdastro,Colore della Pasta,"Omogenea Paglierino chiaro, con alone verdastro","Pasta di colore paglierino chiaro omogeneo, con alone verdastro.",4,24287,
Colore della Pasta::un poco' saturo come giallo,Colore della Pasta,Un poco' saturo come giallo,Pasta di colore giallo poco saturo.,4,1007,
Colore della Pasta::intenso più marcato al centro,Colore della Pasta,"Intenso, più marcato al centro","Pasta di colore intenso, più marcato al centro.",4,20415,
Colore della Pasta::chiara abbastanza uniforme,Colore della Pasta,Chiara abbastanza uniforme,Pasta di colore chiaro e abbastanza uniforme.,4,5909,
Colore della Pasta::abbastanza omogeneo tonalità chiara anche se non paglierina,Colore della Pasta,"Abbastanza omogeneo, tonalità chiara, anche se non paglierina","Pasta di colore abbastanza omogeneo, tonalità chiara, non paglierina.",4,18937,
Colore della Pasta::alone leggero,Colore della Pasta,Alone leggero,Pasta con leggero alone.,18,470,
Colore della Pasta::colore chiaro e abbastanza unif,Colore della Pasta,Colore chiaro e abbastanza unif,Pasta di colore chiaro e abbastanza uniforme.,4,7450,
Colore della Pasta::co ore un poco' carico ma omogeneo positivo,Colore della Pasta,Co!ore un poco' carico ma omogeneo. Positivo,Pasta di colore poco carico e omogeneo.,4,5837,
Colore della Pasta::omogeneo ma carico,Colore della Pasta,Omogeneo ma carico,Pasta di colore omogeneo ma carico.,10,24146,
Colore della Pasta::colore paglierino chiaro omogeneo,Colore della Pasta,Colore paglierino chiaro omogeneo,Pasta di colore paglierino chiaro omogeneo.,4,47460,
Colore della Pasta::chiara ma macchie rosa,Colore della Pasta,Chiara ma macchie rosa,Pasta di colore chiara con macchie rosa.,4,9233,
Colore della Pasta::carico uniforme,Colore della Pasta,Carico uniforme,Pasta di colore carico uniforme.,6,23863,
Colore della Pasta::giallo abbastanza chiaro lieve sfumatura vicino al piatto,Colore della Pasta,"Giallo abbastanza chiaro ,lieve sfumatura vicino al piatto",Pasta di colore giallo abbastanza chiaro con lieve sfumatura vicino al piatto.,4,35615,
Colore della Pasta::intenso e con alone in centro e verso un piatto,Colore della Pasta,Intenso e con alone in centro e verso un piatto,Pasta di colore intenso con alone centrale e verso un lato.,4,15480,
Colore della Pasta::leggerissima macchia rosata,Colore della Pasta,Leggerissima macchia rosata,Pasta con leggerissima macchia rosata.,4,5072,
Colore della Pasta::alone centrale arancio rosato,Colore della Pasta,Alone centrale arancio rosato,Pasta con alone centrale arancio rosato.,4,27417,
Colore della Pasta::a zone paglierino lieve carico di giallo in più al centro buona comunque,Colore della Pasta,A zone paglierino. Lieve carico di giallo in più al centro. Buona comunque,Pasta paglierina a zone con lieve carico di giallo al centro.,2,46874,
Colore della Pasta::colore carico sotto uno scalzo e sfumate rosate al bordo dell’ alone,Colore della Pasta,Colore carico sotto uno scalzo E sfumate rosate al bordo dell’ alone,Pasta con colore carico sottocrosta e sfumature rosate al bordo dell'alone.,4,50651,
Colore della Pasta::alone centrale molto evidente,Colore della Pasta,Alone centrale molto evidente,Pasta con alone centrale molto evidente.,4,25722,
Colore della Pasta::molto chiara con leggero alone centrale,Colore della Pasta,Molto chiara con leggero alone centrale,Pasta molto chiara con leggero alone centrale.,4,24138,
Colore della Pasta::omogenea paglierino,Colore della Pasta,Omogenea paglierino,Pasta di colore paglierino omogeneo.,4,6073,
Colore della Pasta::più carico al centro una banda rosaata di 25x3 cm,Colore della Pasta,Più carico al centro. Una banda rosaata di 25x3 cm,Pasta con colore più carico al centro e banda rosata.,4,47232,
Colore della Pasta::carico grigiastro,Colore della Pasta,Carico grigiastro,Pasta di colore carico grigiastro.,4,20409,
Colore della Pasta::colore chiaro uniforme,Colore della Pasta,Colore chiaro uniforme,Pasta di colore chiaro uniforme.,4,13198,
Colore della Pasta::molto troppo carico,Colore della Pasta,Molto troppo carico,Pasta di colore molto carico.,4,5135,
Colore della Pasta::più chiaro verso 1 piatto e i 2 scalzi,Colore della Pasta,Più chiaro verso 1 piatto e i 2 scalzi,Pasta più chiara verso il piatto e gli scalzi.,4,20600,
Colore della Pasta::paglierino chiaro omogeneo,Colore della Pasta,Paglierino chiaro omogeneo,Pasta di colore paglierino chiaro omogeneo.,8,24143,
Colore della Pasta::su colore chiaro lieve carico al centro,Colore della Pasta,"Su colore chiaro, lieve carico al centro",Pasta di colore chiaro con lieve carico al centro.,4,47176,
Colore della Pasta::carico grigiastro più scuro verso in piatto,Colore della Pasta,Carico grigiastro più scuro verso in piatto,"Pasta di colore carico grigiastro, più scuro verso il piatto.",4,47511,
Colore della Pasta::medio con zone verdi e centro più scuro,Colore della Pasta,Medio con zone verdi e centro più scuro,Pasta di colore medio con zone verdi e centro più scuro.,4,32280,
Colore della Pasta::giallo omogeneo ma carico,Colore della Pasta,Giallo omogeneo ma carico,Pasta di colore giallo carico e omogeneo.,4,5994,
Colore della Pasta::abbastanza omogeneo ma carico zona più scura verso un piatto,Colore della Pasta,"Abbastanza omogeneo ma carico, zona più scura verso un piatto","Pasta abbastanza omogenea ma di colore carico, con zona più scura verso un piatto.",4,6071,
Colore della Pasta::giallo omogeneo abbastanza carico,Colore della Pasta,Giallo omogeneo abbastanza carico,Pasta di colore giallo omogeneo abbastanza carico.,4,40306,
Colore della Pasta::sporca una parte,Colore della Pasta,Sporca una parte,Pasta con una parte di colore sporco.,4,48988,
Colore della Pasta::leggero alone arancio dato dalla crosta,Colore della Pasta,Leggero alone arancio dato dalla crosta,Pasta con leggero alone arancio in prossimità della crosta.,10,2141,
Colore della Pasta::un angolo più chiaro,Colore della Pasta,Un angolo più chiaro,Pasta con un angolo più chiaro.,2,46198,
Colore della Pasta::al centro ci sono aree più scure,Colore della Pasta,Al centro ci sono aree più scure,Pasta con aree più scure al centro.,4,33816,
Colore della Pasta::colore carico con alone centrale e qualche leggera macchia rosa,Colore della Pasta,Colore carico con alone centrale e qualche leggera macchia rosa,Pasta di colore carico con alone centrale e qualche leggera macchia rosa.,4,41187,
Colore della Pasta::abbastanza omogeneo ma saturo verso il giallo,Colore della Pasta,Abbastanza omogeneo ma saturo verso il giallo,"Pasta di colore abbastanza omogeneo, tendente al giallo saturo.",4,15476,
Colore della Pasta::il sottocrosta è tendente al rosato e colora anche parte della pasta circostante,Colore della Pasta,Il sottocrosta è tendente al rosato e colora anche parte della pasta circostante,Pasta con zona sottocrosta tendente al rosato che colora anche parte della pasta circostante.,4,49502,
Colore della Pasta::giallo chiaro omogeneo tendente a chiaro,Colore della Pasta,Giallo chiaro omogeneo tendente a chiaro,Pasta di colore giallo chiaro omogeneo.,4,37466,
Colore della Pasta::carico con alone centrale,Colore della Pasta,Carico con alone centrale,Pasta di colore carico con alone centrale.,4,23865,
Colore della Pasta::sicura sotto piatto,Colore della Pasta,Sicura sotto piatto,NON_DESCRITTO,4,50811,
Colore della Pasta::leggero alone ma chiaro il resto,Colore della Pasta,Leggero alone ma chiaro il resto,"Pasta con leggero alone, resto di colore chiaro.",4,18865,
Colore della Pasta::chiara con alone centrale leggero,Colore della Pasta,Chiara con alone centrale leggero,Pasta di colore chiara con leggero alone centrale.,4,37043,
Colore della Pasta::chiaro abbastanza unif,Colore della Pasta,Chiaro abbastanza unif,Pasta di colore chiaro e abbastanza uniforme.,4,20164,
Colore della Pasta::zona esterna più chiara,Colore della Pasta,Zona esterna più chiara,Pasta più chiara nella zona esterna.,4,17401,
Colore della Pasta::giallo paglierino uniforme,Colore della Pasta,Giallo paglierino uniforme,Pasta di colore giallo paglierino uniforme.,4,42839,
Colore della Pasta::zone con una tonalità rosata,Colore della Pasta,Zone con una tonalità rosata,Pasta con zone di tonalità rosata.,4,37461,
Colore della Pasta::un grande occhio al centro della forma di almeno 6mm cristalli di hiroshima bianchi omogeneamente diffusi su tutta la superficie il sottoposta di un piatto è più carico,Colore della Pasta,Un grande occhio al centro della forma di almeno 6mm. Cristalli di Hiroshima bianchi omogeneamente diffusi su tutta la superficie. Il sottoposta di un piatto è più carico,Pasta con cristalli bianchi omogeneamente diffusi e sottopasta più carico.,4,21795,
Colore della Pasta::colore carico al centro,Colore della Pasta,Colore carico al centro,Pasta di colore carico al centro.,4,23858,
Colore della Pasta::non paglierino,Colore della Pasta,Non paglierino,Pasta non paglierina.,16,2380,
Colore della Pasta::chiaro uniforme,Colore della Pasta,Chiaro uniforme,Pasta di colore chiaro uniforme.,4,33974,
Colore della Pasta::alone centrale accentuatondalla frattura,Colore della Pasta,Alone centrale accentuatondalla frattura,Pasta con alone centrale accentuato dalla frattura.,4,32349,
Colore della Pasta::fascia centrale,Colore della Pasta,Fascia centrale,Pasta con fascia centrale.,4,51321,
Colore della Pasta::più chiaro vicino scalzi,Colore della Pasta,Più chiaro vicino scalzi,Pasta più chiara nelle zone vicino agli scalzi.,2,46280,
Colore della Pasta::c'è una fascia non alone centrale appena più sarura,Colore della Pasta,"C'è una fascia, non alone centrale, appena più sarura",Pasta con fascia appena più satura.,4,5296,
Colore della Pasta::i bordi sono completamente rosa,Colore della Pasta,I bordi sono completamente rosa,Pasta con bordi completamente rosati.,4,1765,
Colore della Pasta::abbastanza uniforme tende a chiaro,Colore della Pasta,Abbastanza uniforme tende a chiaro,"Pasta di colore abbastanza uniforme, tendente al chiaro.",4,11379,
Colore della Pasta::pessima,Colore della Pasta,Pessima!,NON_DESCRITTO,4,1737,
Colore della Pasta::carico al centro macchie rosa,Colore della Pasta,Carico al centro macchie rosa,Pasta con colore carico al centro e macchie rosate.,4,9394,
Colore della Pasta::omogeneo anche se saturo,Colore della Pasta,Omogeneo anche se saturo,Pasta di colore omogeneo e saturo.,4,20474,
Colore della Pasta::leggero,Colore della Pasta,Leggero,Pasta di colore leggero.,4,4235,
Colore della Pasta::chiaro con zona bianca sotto lo scalzo alone centrale,Colore della Pasta,Chiaro con zona bianca sotto lo scalzo alone centrale,Pasta di colore chiaro con zona bianca sotto lo scalzo e alone centrale.,4,25646,
Colore della Pasta::mediamente carico più al centro con alone rosa,Colore della Pasta,"Mediamente carico, più al centro, con alone rosa",Pasta di colore mediamente carico al centro con alone rosato.,4,27488,
Colore della Pasta::giallo carico con fascia sotto un piatto più chiara,Colore della Pasta,Giallo carico con fascia sotto un piatto più chiara,Pasta di colore giallo carico con fascia sottocrostale più chiara.,4,9983,
Colore della Pasta::fascia più chiara vs un piatto,Colore della Pasta,Fascia più chiara vs un piatto,Pasta con fascia più chiara rispetto al piatto.,8,33666,
Colore della Pasta::giallo grigio intenso,Colore della Pasta,Giallo grigio intenso,Pasta di colore giallo grigio intenso.,2,46362,
Colore della Pasta::alone più scuro e macchie rosa,Colore della Pasta,Alone più scuro e macchie rosa,Pasta con alone più scuro e macchie rosa.,4,14179,
Colore della Pasta::un poco' carico leggermente più scuro al centro,Colore della Pasta,"Un poco' carico, leggermente più scuro al centro","Pasta di colore poco carico, leggermente più scura al centro.",4,27905,
Colore della Pasta::chiara alone centrale più scuro,Colore della Pasta,Chiara alone centrale più scuro,Pasta con colore chiaro e alone centrale più scuro.,4,12918,
Colore della Pasta::abbastanza omogeneo in prossimità della crosta tendente al rossiccio,Colore della Pasta,"Abbastanza Omogeneo, in prossimità della crosta tendente al rossiccio","Pasta tendenzialmente omogenea, tendente al rossiccio in prossimità della crosta.",4,35617,
Colore della Pasta::alone centrale molto carico,Colore della Pasta,Alone centrale molto carico,Pasta con alone centrale molto carico.,4,50064,
