dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Spessore della Crosta::christine sugli scalzi,Spessore della Crosta,Christine sugli scalzi,NON_DESCRITTO,4,18384,
Spessore della Crosta::spessore dispari media 9mm,Spessore della Crosta,Spessore dispari Media 9mm,Crosta con spessore dispari e zone mediamente spesse.,4,24118,
Spessore della Crosta::spessore medio 8mm,Spessore della Crosta,Spessore medio 8mm,"Crosta con spessore medio, sottile.",8,9202,
Spessore della Crosta::1 scalzo più brutto problemi di sottocrosta,Spessore della Crosta,1 scalzo più brutto. Problemi di sottocrosta,Crosta con scalzo irregolare e sottocrosta poco definita.,4,1298,
Spessore della Crosta::spigoli dai 15 ai 22mm piatti dai 8 ai 11mm crosta di spessore non omogeneo media 12mm il colore della crosta è evidente e con note verdi,Spessore della Crosta,Spigoli dai 15 ai 22mm Piatti dai 8 ai 11mm Crosta di spessore non omogeneo Media 12mm Il colore della crosta è evidente e con note verdi,"Crosta con spigoli pronunciati, parte piatta sottile e spessore medio non omogeneo.",2,46251,
Spessore della Crosta::mediamente minore di 10,Spessore della Crosta,Mediamente minore di 10,Crosta sottile.,4,14228,
Spessore della Crosta::grossa,Spessore della Crosta,Grossa,Crosta spessa.,8,27819,
Spessore della Crosta::colore rosato sottocrosta,Spessore della Crosta,Colore rosato sottocrosta,Crosta con sottocrosta rosata.,4,48765,
Spessore della Crosta::media 8mn,Spessore della Crosta,Media 8mn,Crosta sottile.,4,13730,
Spessore della Crosta::crosta sfumata media 8mm,Spessore della Crosta,Crosta sfumata Media 8mm,Crosta sfumata e sottile.,8,11490,
Spessore della Crosta::micro occhiatura nella zona centrale anche grossa 2 3 km frattura discreta grana presente,Spessore della Crosta,"Micro occhiatura nella zona centrale, anche grossa, 2,3 km. Frattura discreta, grana presente",NON_DESCRITTO,2,46338,
Spessore della Crosta::molto spessa soprattutto sugli scalzi quasi 2cm,Spessore della Crosta,Molto spessa soprattutto sugli scalzi quasi 2cm,"Crosta molto spessa, accentuata soprattutto sugli scalzi.",4,18847,
Spessore della Crosta::dispari media 11mm,Spessore della Crosta,Dispari Media 11mm,Crosta irregolare con spessore mediamente spesso.,4,23909,
Spessore della Crosta::bassa,Spessore della Crosta,Bassa,Crosta sottile.,4,32258,
Spessore della Crosta::disomogeneo,Spessore della Crosta,Disomogeneo,Crosta disomogenea.,8,3330,
Spessore della Crosta::8 9 e chiaro,Spessore della Crosta,8 9 e chiaro,"Crosta sottile, di colore chiaro.",4,37019,
Spessore della Crosta::colore sfondo molto carico,Spessore della Crosta,Colore sfondo molto carico,Crosta con sfondo molto carico.,4,30694,
Spessore della Crosta::8 o meno molto chiara,Spessore della Crosta,8 o meno molto chiara,"Crosta molto sottile, molto chiara.",4,15968,
Spessore della Crosta::molto spessa su un lato,Spessore della Crosta,Molto spessa su un lato,Crosta molto spessa su un lato.,4,18459,
Spessore della Crosta::9 10 chiaro,Spessore della Crosta,9 10 chiaro,"Crosta sottile, di colore chiaro.",4,7358,
Spessore della Crosta::colore carico solo su un piatto,Spessore della Crosta,Colore carico solo su un piatto,Crosta con colore carico solo su un piatto.,4,4258,
Spessore della Crosta::crosta fine con unghia,Spessore della Crosta,Crosta fine con unghia,Crosta sottile con unghia marcata.,4,7432,
Spessore della Crosta::abbondante lateralmente,Spessore della Crosta,Abbondante lateralmente,Crosta abbastanza spessa lateralmente.,4,25549,
Spessore della Crosta::0 8 cm molto fine su i piatti spessa sugli scalzi,Spessore della Crosta,"0,8 cm molto fine su I piatti. Spessa sugli scalzi","Crosta sottile e molto fine sulla parte piatta, spessa sugli scalzi.",4,5584,
Spessore della Crosta::molto spessa,Spessore della Crosta,Molto spessa,Crosta molto spessa.,8,12968,
Spessore della Crosta::1 colorazione che sfuma gradualmente più evidenti angoli e scalzo,Spessore della Crosta,1 colorazione che sfuma gradualmente più evidenti angoli e scalzo,"Crosta con colorazione che sfuma gradualmente, angoli e scalzo più evidenti.",4,40350,
Spessore della Crosta::spigoli molto pronunciati in uno anche con fine occhiatura,Spessore della Crosta,"Spigoli molto pronunciati, in uno anche con fine occhiatura","Crosta con spigoli molto pronunciati, in uno con fine occhiatura.",4,16998,
Spessore della Crosta::sugli scalzi più grossa che su i piatti ma mediamente 8 mm,Spessore della Crosta,"Sugli scalzi più grossa che su i piatti,ma mediamente 8 mm","Crosta con spessore variabile, più spessa sugli scalzi e sottile sulle parti piatte, mediamente sottile.",4,22314,
Spessore della Crosta::non uniforme uno scalzo molto più grosso media 1,Spessore della Crosta,Non uniforme uno scalzo molto più grosso media 1,"Crosta non uniforme, con scalzo molto più spesso rispetto alla parte piatta mediamente spessa.",4,44162,
Spessore della Crosta::evidente parte nera,Spessore della Crosta,Evidente parte nera,Crosta con evidente parte nera.,4,9373,
Spessore della Crosta::superiore a 11,Spessore della Crosta,Superiore a 11,Crosta mediamente spessa.,8,36937,
Spessore della Crosta::ne grossa ne fine,Spessore della Crosta,Ne grossa ne fine,Crosta di spessore medio.,4,41510,
Spessore della Crosta::non cosi evidente dato lo sfondo molto carico,Spessore della Crosta,Non cosi evidente dato lo sfondo molto carico,Crosta poco evidente per via dello sfondo intenso.,4,24329,
Spessore della Crosta::chiaro e regolare,Spessore della Crosta,Chiaro e regolare,Crosta regolare e di colore chiaro.,4,26092,
Spessore della Crosta::crosta fine ma con molta unghia (media 1 2 cm),Spessore della Crosta,"Crosta fine ma con molta unghia (media 1,2 cm)",Crosta sottile con unghia pronunciata e spessore medio.,4,23914,
Spessore della Crosta::piatto a cavallo del cm scalzi spessi,Spessore della Crosta,Piatto a cavallo del cm. Scalzi spessi,Crosta con parte piatta mediamente spessa e scalzi pronunciati.,4,11352,
Spessore della Crosta::non considero la muffa,Spessore della Crosta,Non considero la muffa,NON_DESCRITTO,4,48976,
Spessore della Crosta::diverso tra piatti e scalzi più fini,Spessore della Crosta,Diverso tra piatti e scalzi più fini!,Crosta con spessore diverso tra le parti piatte e gli scalzi più sottili.,4,18768,
Spessore della Crosta::9 10 mm chiaro,Spessore della Crosta,9 10 mm chiaro,"Crosta sottile, di colore chiaro.",2,46343,
Spessore della Crosta::tanta unghia soprattutto sugli spigoli,Spessore della Crosta,Tanta unghia soprattutto sugli spigoli,Crosta con unghia pronunciata soprattutto sugli spigoli.,4,47164,
Spessore della Crosta::più evidente su un lato,Spessore della Crosta,Più evidente su un lato,Crosta con spessore più marcato su un lato.,8,18305,
Spessore della Crosta::1 piatto molto bello l'altro più spesso ottimo angoli,Spessore della Crosta,1 piatto molto bello. L'altro più spesso. Ottimo angoli,"Crosta con parte piatta sottile e altro lato più spesso, spigoli pronunciati.",4,4441,
Spessore della Crosta::fine,Spessore della Crosta,Fine!,Crosta sottile.,12,1143,
Spessore della Crosta::evidente minimo 10mm,Spessore della Crosta,Evidente Minimo 10mm,"Crosta mediamente spessa, evidente.",4,25700,
Spessore della Crosta::0 9 cm più spessa sugli scalzi,Spessore della Crosta,"0,9 cm più spessa sugli scalzi","Crosta sottile, più spessa sugli scalzi.",4,18919,
Spessore della Crosta::sfumata spigoli accentuati media 7mm,Spessore della Crosta,Sfumata Spigoli accentuati Media 7mm,Crosta sfumata con spigoli accentuati e spessore molto sottile.,4,31864,
Spessore della Crosta::dal colore marcato meno spessa su un lato,Spessore della Crosta,"Dal colore marcato, meno spessa su un lato",Crosta meno spessa su un lato.,4,5818,
Spessore della Crosta::alta con disomogeneità verso le aree,Spessore della Crosta,Alta con disomogeneità verso le aree..,Crosta spessa con disomogeneità nelle aree.,4,9883,
Spessore della Crosta::alta,Spessore della Crosta,Alta,Crosta spessa.,4,13808,
Spessore della Crosta::uno scalzo bruttissimo il resto buona,Spessore della Crosta,Uno scalzo bruttissimo. Il resto buona,Crosta con scalzo irregolare e resto regolare.,4,51103,
Spessore della Crosta::12 mm ahfumata,Spessore della Crosta,12 mm ahfumata,Crosta mediamente spessa e sfumata.,4,27811,
Spessore della Crosta::piatti e scalzo circa 10mm spigoli circa 20mm,Spessore della Crosta,Piatti e scalzo circa 10mm Spigoli circa 20mm,"Crosta con parte piatta e scalzo mediamente spessi, spigoli pronunciati.",4,7966,
Spessore della Crosta::spessore medio scalzo e piatto 8mm spigoli 18mm minimo,Spessore della Crosta,Spessore medio scalzo e piatto 8mm Spigoli 18mm minimo,"Crosta con spessore medio su scalzo e parte piatta sottile, spigoli molto spessi.",4,40279,
Spessore della Crosta::decisamente più spesso sugli scalzo uno in particolare,Spessore della Crosta,"Decisamente più spesso sugli scalzo,uno in particolare","Crosta con spessore pronunciato sugli scalzi, in particolare su uno.",4,24265,
Spessore della Crosta::spessa su un lato,Spessore della Crosta,Spessa su un lato,Crosta spessa su un lato.,4,31949,
Spessore della Crosta::poco evidente perché il colore di fondo è carico più evidente negli angoli,Spessore della Crosta,Poco evidente perché il colore di fondo è carico più evidente negli angoli,"Crosta con spessore poco evidente negli angoli, sfumato nel resto.",4,27741,
Spessore della Crosta::non uniforme ma sui piatti molto sottile,Spessore della Crosta,Non uniforme ma sui piatti molto sottile,"Crosta non uniforme, molto sottile sulle parti piatte.",4,30699,
Spessore della Crosta::medio,Spessore della Crosta,Medio..,Crosta mediamente spessa.,8,11218,
Spessore della Crosta::1 1 con sottocrosta marcato,Spessore della Crosta,"1,1 con sottocrosta marcato",Crosta mediamente spessa con sottocrosta marcato.,4,35713,
Spessore della Crosta::spessore uniforme e nella media,Spessore della Crosta,Spessore uniforme e nella media,Crosta con spessore medio e uniforme.,4,35594,
Spessore della Crosta::crosta fine ma unghia spessa anche se non marcata di colore,Spessore della Crosta,Crosta fine ma unghia spessa anche se non marcata di colore,"Crosta sottile, con unghia spessa e colore non marcato.",4,47444,
Spessore della Crosta::molto sottile a tratti,Spessore della Crosta,Molto sottile a tratti,Crosta molto sottile a tratti.,4,42884,
Spessore della Crosta::abbastanza spesso,Spessore della Crosta,Abbastanza spesso,Crosta abbastanza spessa.,4,22224,
Spessore della Crosta::variabile ma nel complesso 8 mm,Spessore della Crosta,Variabile ma nel complesso 8 mm,"Crosta variabile, spessore nel complesso sottile.",4,44833,
Spessore della Crosta::ben distinta 5mm,Spessore della Crosta,Ben distinta 5mm,Crosta molto sottile e ben distinta.,4,20516,
Spessore della Crosta::intorno ai 10 mm i piatti scalzi più spessi,Spessore della Crosta,"Intorno ai 10 mm i piatti, scalzi più spessi","Crosta mediamente spessa nella parte piatta, scalzo più pronunciato.",4,21669,
Spessore della Crosta::12 km sottoscritta aranciato,Spessore della Crosta,12 km sottoscritta aranciato,"Crosta mediamente spessa, aranciata e sottoscritta.",4,37263,
Spessore della Crosta::a tratti molto fine,Spessore della Crosta,A tratti molto fine,Crosta a tratti molto sottile.,4,17376,
Spessore della Crosta::più marcata su un lato,Spessore della Crosta,Più marcata su un lato,Crosta con spessore più marcato su un lato.,4,35657,
Spessore della Crosta::non molto spessa,Spessore della Crosta,Non molto spessa,Crosta non molto spessa.,4,37020,
Spessore della Crosta::13 più evidente su un piatto e angoli,Spessore della Crosta,13 più evidente su un piatto e angoli,"Crosta mediamente spessa, più marcata su parte piatta e spigoli.",4,22213,
Spessore della Crosta::0 9 cm più spessa su un piatto,Spessore della Crosta,"0,9 cm Più spessa su un piatto","Crosta sottile, più spessa sulla parte piatta.",4,16841,
Spessore della Crosta::più intenso sotto uno scalzo e un piatto,Spessore della Crosta,Più intenso sotto uno scalzo e un piatto,Crosta con spessore variabile: più marcato sotto lo scalzo e la parte piatta.,4,25630,
Spessore della Crosta::1 cm ma di colore molto contrastato,Spessore della Crosta,1 cm ma di colore molto contrastato,"Crosta mediamente spessa, di colore molto contrastato.",4,5810,
Spessore della Crosta::molto più spessa sugli scalzi 1 5 mm che qui piatti 0 9,Spessore della Crosta,"Molto più spessa sugli scalzi 1,5 mm che qui piatti 0.9","Crosta con spessore disomogeneo: spessa sugli scalzi, sottile sulle parti piatte.",4,9880,
Spessore della Crosta::alone disidratato sotto crosta confonde,Spessore della Crosta,Alone disidratato Sotto crosta confonde,Crosta con alone disidratato e sottocrosta poco distinguibile.,4,45,
Spessore della Crosta::colore tranciato sottocrosta più netta sotto 1 piatto,Spessore della Crosta,Colore tranciato sottocrosta più netta sotto 1 piatto,Crosta con sottocrosta marcata e parte piatta mediamente spessa.,4,34406,
Spessore della Crosta::non omogeneo,Spessore della Crosta,Non omogeneo,Crosta disomogenea.,4,3281,
Spessore della Crosta::sottile,Spessore della Crosta,Sottile,Crosta sottile.,396,5509,
Spessore della Crosta::molto spessa sugli scalzi,Spessore della Crosta,"Molto spessa sugli scalzi,",Crosta molto spessa sugli scalzi.,4,27816,
Spessore della Crosta::abbastanza irregolare con media maggiore di 1 1 cm,Spessore della Crosta,Abbastanza irregolare con media maggiore di 1.1 cm,"Crosta abbastanza irregolare, con spessore mediamente superiore allo standard.",2,46261,
Spessore della Crosta::1 cm ma è disomogenea più marcata su un piatto con sottocrosta evidente,Spessore della Crosta,1 cm ma è disomogenea. Più marcata su un piatto con sottocrosta evidente,"Crosta mediamente spessa, disomogenea, con marcatura più accentuata su una faccia e sottocrosta evidente.",4,15631,
Spessore della Crosta::su due lati ella ma sugli altri e negli angoli elevata media pari a 1,Spessore della Crosta,Su due lati ella ma sugli altri e negli angoli elevata media pari a 1,"Crosta con spessore variabile: mediamente spessa su due lati, elevata negli angoli e sugli altri lati.",2,46849,
Spessore della Crosta::2 brutti angoli,Spessore della Crosta,2 brutti angoli,Crosta con angoli irregolari.,4,4750,
Spessore della Crosta::colore arancio marrone sotto un piatto,Spessore della Crosta,Colore arancio marrone sotto un piatto,Crosta piatta con colore arancio marrone.,4,9371,
Spessore della Crosta::più spessa su un piatto,Spessore della Crosta,Più spessa su un piatto,Crosta con spessore più marcato sulla parte piatta.,8,42609,
Spessore della Crosta::sottile sui piatti,Spessore della Crosta,Sottile sui piatti,Crosta sottile sulla parte piatta.,4,22315,
Spessore della Crosta::poco regolare,Spessore della Crosta,Poco regolare,Crosta poco regolare.,4,35831,
Spessore della Crosta::netta su un piatto sfumata e spessa sull'altro,Spessore della Crosta,Netta su un piatto. Sfumata e spessa sull'altro,"Crosta netta e sottile su una faccia, sfumata e spessa sull'altra.",4,30744,
Spessore della Crosta::molto sottile su una faccia,Spessore della Crosta,Molto sottile su una faccia,Crosta molto sottile sulla faccia superiore.,4,5587,
Spessore della Crosta::un poco spessa 11mm,Spessore della Crosta,"Un Poco spessa, 11mm",Crosta mediamente spessa.,2,46260,
Spessore della Crosta::sfumata scalzo e piatto medio 9mm spigoli 15mm,Spessore della Crosta,Sfumata Scalzo e piatto medio 9mm Spigoli 15mm,"Crosta sfumata con scalzo e parte piatta di spessore sottile, spigoli spessi.",4,27460,
Spessore della Crosta::sottocrosta con microocchiatura,Spessore della Crosta,Sottocrosta con microocchiatura,Crosta con sottocrosta caratterizzata da microocchiatura.,14,2197,
Spessore della Crosta::colori diversi,Spessore della Crosta,Colori diversi,Crosta di colori diversi.,4,51746,
Spessore della Crosta::circa 1 cm ma di colore poco contrastato,Spessore della Crosta,Circa 1 cm ma di colore poco contrastato,"Crosta mediamente spessa, di colore poco contrastato.",4,6041,
Spessore della Crosta::sfumata media 8mm,Spessore della Crosta,Sfumata Media 8mm,Crosta sfumata e sottile.,4,13170,
Spessore della Crosta::piatti sottili,Spessore della Crosta,Piatti sottili,Crosta con parti piatte sottili.,2,46172,
Spessore della Crosta::molto grossa oltre 15mm negli scalzo spigoli pronunciati,Spessore della Crosta,Molto grossa oltre 15mm negli scalzo spigoli pronunciati,Crosta molto spessa negli scalzi con spigoli pronunciati.,4,27749,
Spessore della Crosta::almeno la crosta non é male,Spessore della Crosta,Almeno la crosta non é male,NON_DESCRITTO,4,7891,
Spessore della Crosta::colore sottocrosta aranciato,Spessore della Crosta,Colore sottocrosta aranciato,Crosta con sottocrosta aranciata.,4,44320,
Spessore della Crosta::più pronunciato sui piatti,Spessore della Crosta,Più pronunciato sui piatti,Crosta con spessore più pronunciato sulla parte piatta.,4,51547,
Spessore della Crosta::sottocrosta marcato,Spessore della Crosta,Sottocrosta marcato,Crosta con sottocrosta marcata.,4,7509,
Spessore della Crosta::sotto scalzo zona disidratata e ammuffita,Spessore della Crosta,Sotto scalzo zona disidratata e ammuffita,Crosta con scalzo disidratato e ammuffito.,4,48974,
Spessore della Crosta::molto spessa su un piatto,Spessore della Crosta,Molto spessa su un piatto,Crosta molto spessa sulla parte piatta.,4,13874,
Spessore della Crosta::mediamente attorno a 11 12 mm,Spessore della Crosta,Mediamente attorno a 11 12 mm,Crosta mediamente spessa.,4,21859,
Spessore della Crosta::1 1 cm crosta marcata con unghia di colore ocra,Spessore della Crosta,"1,1 cm crosta marcata con unghia di colore ocra","Crosta mediamente spessa, marcata, con unghia di colore ocra.",12,29579,
Spessore della Crosta::colore sottocrosta,Spessore della Crosta,Colore sottocrosta,NON_DESCRITTO,8,7428,
Spessore della Crosta::colori diversi fra i piatti,Spessore della Crosta,Colori diversi fra i piatti,Crosta di colori diversi tra i piatti.,4,4752,
Spessore della Crosta::ovunque spessa,Spessore della Crosta,Ovunque spessa,Crosta spessa.,4,15460,
Spessore della Crosta::disomogenea sfumata su un lato media 8mm,Spessore della Crosta,Disomogenea sfumata su un lato Media 8mm,"Crosta disomogenea e sfumata su un lato, con spessore sottile.",4,41335,
Spessore della Crosta::colore rosa sottocrosta,Spessore della Crosta,Colore rosa sottocrosta,Crosta con sottocrosta rosa.,4,48772,
Spessore della Crosta::unghia marcata,Spessore della Crosta,Unghia marcata,Crosta unghia marcata.,4,47500,
Spessore della Crosta::1 piatto molto sottile l'altro più spesso nella parte centrale,Spessore della Crosta,"1 piatto molto sottile, l'altro più spesso nella parte centrale","Crosta disomogenea, con una faccia molto sottile e l'altra più spessa nella parte centrale.",4,47384,
Spessore della Crosta::1 piatto sul 12 mm o più l'altro più sottile,Spessore della Crosta,"1 piatto sul 12 mm o più, l'altro più sottile","Crosta irregolare, con parte piatta mediamente spessa e l'altro lato più sottile.",4,5811,
Spessore della Crosta::abbastanza regolare,Spessore della Crosta,Abbastanza regolare,Crosta abbastanza regolare.,2,46844,
Spessore della Crosta::nella norma,Spessore della Crosta,Nella norma,Crosta nella norma.,8,6047,
Spessore della Crosta::10 mm in media,Spessore della Crosta,10 mm in media,Crosta mediamente spessa.,4,13878,
Spessore della Crosta::bella 10mm,Spessore della Crosta,"Bella, 10mm",Crosta mediamente spessa.,2,46680,
Spessore della Crosta::crosta molto sottile sui piatti,Spessore della Crosta,Crosta molto sottile sui piatti,Crosta molto sottile sulla parte piatta.,4,21860,
Spessore della Crosta::piatti senza crosta,Spessore della Crosta,Piatti senza crosta,Crosta assente sui piatti.,2,46928,
Spessore della Crosta::9 10 più deciso su un piatto,Spessore della Crosta,9 10 più deciso su un piatto,"Crosta con spessore sottile, più marcato sulla parte piatta.",4,21766,
Spessore della Crosta::15 più su 1 lato angoli,Spessore della Crosta,15 più su 1 lato angoli,Crosta spessa sui lati e negli angoli.,4,35470,
Spessore della Crosta::sfumata media 9mm,Spessore della Crosta,Sfumata Media 9mm,Crosta sfumata con spessore sottile.,8,16835,
Spessore della Crosta::un piatto è il doppio dell' altro,Spessore della Crosta,Un piatto è il doppio dell' altro,"Crosta irregolare, con spessore disomogeneo tra le diverse zone.",4,50153,
Spessore della Crosta::molto fine 7 mm,Spessore della Crosta,Molto fine.. 7 mm,Crosta molto sottile.,4,9211,
Spessore della Crosta::crosta ben distinta dalla pasta media 8mm,Spessore della Crosta,Crosta ben distinta dalla pasta Media 8mm,"Crosta sottile, ben distinta dalla pasta.",4,44823,
Spessore della Crosta::crosta piatto e scalzo sfumata spessore indefinito media indicativa 9mm spigoli accentuati,Spessore della Crosta,Crosta piatto e scalzo sfumata spessore indefinito media indicativa 9mm Spigoli accentuati,"Crosta con parte piatta e scalzo sfumati, spigoli accentuati e spessore sottile.",4,9874,
Spessore della Crosta::1 1 cm unghia spessa,Spessore della Crosta,"1,1 cm Unghia spessa","Crosta mediamente spessa, unghia marcata.",4,11355,
Spessore della Crosta::colore sfumato su base scura difficile vedere dove finisce,Spessore della Crosta,Colore sfumato su base scura difficile vedere dove finisce,Crosta dal colore sfumato su base scura.,4,50549,
Spessore della Crosta::chiara ma spessa,Spessore della Crosta,Chiara ma spessa,"Crosta spessa, ben marcata.",4,51064,
Spessore della Crosta::scalzo e piatti circa 10mm spigoli circa 18mm media 10mm,Spessore della Crosta,Scalzo e piatti circa 10mm Spigoli circa 18mm Media 10mm,"Crosta con scalzo e parti piatte mediamente spesse, spigoli molto spessi e spessore medio.",4,15962,
Spessore della Crosta::8 9 km,Spessore della Crosta,8 9 km,NON_DESCRITTO,2,46679,
Spessore della Crosta::crosta sempre superiore al cm su uno scalzi molto spessa,Spessore della Crosta,Crosta sempre superiore al cm. Su uno scalzi molto spessa,"Crosta mediamente spessa, con scalzo molto spesso.",4,15572,
Spessore della Crosta::1 piatto particolarmente fine,Spessore della Crosta,1 piatto particolarmente fine,Crosta con parte piatta molto sottile.,4,24120,
Spessore della Crosta::9 10 mm decisi,Spessore della Crosta,9 10 mm decisi,"Crosta sottile, con spessore deciso.",4,15408,
Spessore della Crosta::unghia marcata sugli scalzi,Spessore della Crosta,Unghia marcata sugli scalzi,Crosta con unghia marcata sugli scalzi.,4,7971,
Spessore della Crosta::crosta netta non presente sottocrosta,Spessore della Crosta,Crosta netta. Non presente sottocrosta,Crosta netta senza sottocrosta distinguibile.,4,49637,
Spessore della Crosta::disomogenea in zone anche inferiore a 7 km in altre fino a 14 mm,Spessore della Crosta,Disomogenea. In zone anche inferiore a 7 km. In altre fino a 14 mm,"Crosta disomogenea, con zone molto sottili e altre spesse.",2,46926,
Spessore della Crosta::colore di fondo carico si nota meno il sottocrosta,Spessore della Crosta,Colore di fondo carico si nota meno il sottocrosta,Crosta di colore carico con sottocrosta poco distinguibile.,4,4,
Spessore della Crosta::decisamente più intenso su un piatto,Spessore della Crosta,Decisamente più intenso su un piatto,"Crosta con spessore irregolare, più marcato sulla parte piatta.",4,34413,
Spessore della Crosta::sempre sopra al cm,Spessore della Crosta,Sempre sopra al cm,Crosta spessa.,4,42464,
Spessore della Crosta::grossa ed evidente,Spessore della Crosta,Grossa ed evidente,Crosta spessa ed evidente.,4,30797,
Spessore della Crosta::sempre sopra al cm su 1 piatto molto spessa,Spessore della Crosta,Sempre sopra al cm. Su 1 piatto molto spessa,"Crosta sempre mediamente spessa, con parte piatta molto spessa.",4,18376,
Spessore della Crosta::medio alto,Spessore della Crosta,Medio alto,Crosta spessa.,4,9379,
Spessore della Crosta::molto basso omogeneo,Spessore della Crosta,Molto basso omogeneo..,Crosta molto sottile e omogenea.,2,46681,
Spessore della Crosta::difficile da distinguere circa 12mm spigoli mo ti accentuati,Spessore della Crosta,Difficile da distinguere Circa 12mm Spigoli mo!ti accentuati,"Crosta mediamente spessa con spigoli molto accentuati, limite con la pasta poco distinguibile.",4,20390,
Spessore della Crosta::fine nei patti e grossa negli scalzi,Spessore della Crosta,Fine nei patti e grossa negli scalzi...,Crosta fine nella parte piatta e spessa negli scalzi.,4,11428,
Spessore della Crosta::pulita,Spessore della Crosta,Pulita,Crosta pulita.,8,49860,
Spessore della Crosta::su un lato 6 mm sull'altro 8 sullo scalzo 12,Spessore della Crosta,Su un lato 6 mm sull'altro 8 sullo scalzo 12,"Crosta molto sottile su un lato, sottile sull'altro e mediamente spessa sullo scalzo.",4,12891,
Spessore della Crosta::1 piatto molto buono l'altro disastroso,Spessore della Crosta,"1 piatto molto buono, l'altro disastroso",Crosta con spessore disomogeneo tra i due lati.,4,31866,
Spessore della Crosta::piatto circa 12mm scalzo circa 15mm spigoli circa 22mm media 13mm,Spessore della Crosta,Piatto circa 12mm Scalzo circa 15mm Spigoli circa 22mm Media 13mm,"Crosta con parte piatta mediamente spessa, scalzo spesso, spigoli pronunciati e spessore medio.",4,35769,
Spessore della Crosta::limite sfumato crostone,Spessore della Crosta,Limite sfumato. Crostone,Crosta spessa con limite sfumato.,4,47496,
Spessore della Crosta::abbastanza omogenea una faccia la crosta piú sottile,Spessore della Crosta,"Abbastanza omogenea, una faccia la crosta piú sottile","Crosta abbastanza omogenea, con una faccia più sottile.",4,15521,
Spessore della Crosta::più su un lato,Spessore della Crosta,Più su un lato,Crosta con spessore variabile da un lato all'altro.,4,16990,
Spessore della Crosta::0 8 ma su un lato il colore e scuro ed è netto il passaggio,Spessore della Crosta,"0,8 ma su un lato il colore e scuro ed è netto il passaggio","Crosta sottile, con passaggio netto tra il colore scuro su un lato e la parte rimanente.",4,40280,
Spessore della Crosta::12 m,Spessore della Crosta,12 m,Crosta mediamente spessa.,4,7351,
Spessore della Crosta::negli scalzi grossa molto fine nei piatti,Spessore della Crosta,Negli scalzi grossa molto fine nei piatti,"Crosta grossa negli scalzi, molto sottile nella parte piatta.",4,5588,
Spessore della Crosta::spessa e con macchia scura,Spessore della Crosta,Spessa e con macchia scura,Crosta spessa con macchia scura.,4,9376,
Spessore della Crosta::tutta abbastanza spessa,Spessore della Crosta,Tutta abbastanza spessa,Crosta abbastanza spessa.,4,21760,
Spessore della Crosta::1 e 1 2 su un lato scalzo e angoli,Spessore della Crosta,"1 e 1,2 su un lato scalzo e angoli",Crosta mediamente spessa sullo scalzo e agli angoli.,4,20454,
Spessore della Crosta::sottocrosta poco evidente,Spessore della Crosta,Sottocrosta poco evidente,Crosta con sottocrosta poco evidente.,8,32407,
Spessore della Crosta::leggero sottocrosta carico,Spessore della Crosta,Leggero sottocrosta carico,Crosta con sottocrosta carico.,8,4427,
Spessore della Crosta::colore sottocrosta di colore diverso tra piatti,Spessore della Crosta,Colore sottocrosta di colore diverso tra piatti,Crosta con sottocrosta di colore diverso tra piatti.,4,49655,
Spessore della Crosta::colore sganciato del sotto crosta più evidente su 1 lato,Spessore della Crosta,Colore sganciato del sotto crosta più evidente su 1 lato,Crosta con sottocrosta più evidente su un lato.,4,11421,
Spessore della Crosta::uniforme 1 spigoli fini,Spessore della Crosta,Uniforme 1 spigoli fini,"Crosta mediamente spessa e uniforme, con spigoli fini.",4,40288,
Spessore della Crosta::inferiore al cm in un piatto nell'altro più spessa,Spessore della Crosta,"Inferiore al cm in un piatto, nell'altro più spessa","Crosta di spessore variabile: sottile nella parte piatta, più spessa nell'altro lato.",4,20204,
Spessore della Crosta::sottile ai piatti,Spessore della Crosta,Sottile ai piatti,Crosta sottile sulla parte piatta.,4,13871,
Spessore della Crosta::più evidente sullo scalzo e angoli,Spessore della Crosta,Più evidente sullo scalzo e angoli,Crosta con spessore più marcato sullo scalzo e agli angoli.,4,7890,
Spessore della Crosta::modellatura nel sotto crosta,Spessore della Crosta,Modellatura nel sotto crosta,Crosta con modellatura nel sottocrosta.,4,3490,
Spessore della Crosta::11 valore medio,Spessore della Crosta,11 valore medio,Crosta mediamente spessa.,4,35778,
Spessore della Crosta::media 1 spigoli pronunciati,Spessore della Crosta,Media 1 spigoli pronunciati,Crosta mediamente spessa con spigoli pronunciati.,4,24336,
Spessore della Crosta::disomogenea su un piatto finissima spigoli pronunciati,Spessore della Crosta,Disomogenea su un piatto finissima spigoli pronunciati,"Crosta disomogenea, con parte piatta molto sottile e spigoli pronunciati.",4,6050,
Spessore della Crosta::intenso difetto che dall'esterno entra nellunghia,Spessore della Crosta,"Intenso, difetto che dall'esterno entra nellunghia",Crosta con difetto che dall'esterno entra nell'unghia.,4,25707,
Spessore della Crosta::spessore regolare nella media,Spessore della Crosta,Spessore regolare nella media,Crosta regolare con spessore medio.,4,22220,
Spessore della Crosta::sfumata e dispari media 10mm,Spessore della Crosta,Sfumata e dispari Media 10mm,"Crosta sfumata, irregolare e mediamente spessa.",4,16989,
Spessore della Crosta::buoni angoli,Spessore della Crosta,Buoni angoli,Crosta con spigoli pronunciati.,8,3816,
