image_path,image_path_flat,image_filename,view,year_folder,session_date,session_num,bimester,panel_slot,panel_replicate,dairy_id,product_code,panelist,attribute,score,comment,production_date,comment_source_file
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_A.bmp,P1_TN302_623_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_04,Colore della Pasta,,Appena più  ossidato al centro,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_04,Profumo,,"Alla prima occasione percepito un odore non gradevole, poi scomparso. Non so definirlo, quindi non penalizzo",MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_04,Sapore,,Solo salato e acido,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_19,Sapore,,Allappante,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_24,Sapore,,Medio,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_24,Texture,,Leggermente  poco solubile e faticoso?,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_13,Struttura della Pasta,,Innumerevoli spacchi,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_35,Struttura della Pasta,,Presenti piccolissime fessure sul lato destro,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_A.bmp,P6_TN326_231_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_28,Colore della Pasta,,Leggero alone arancio dato dalla crosta,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_20,Profumo,,Lettiera note animali,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_24,Profumo,,Difettato? Odori strani...,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_04,Sapore,,"Incompleto, scarno",MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_24,Sapore,,Anonimo però!,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_24,Aroma,,Non piacevole,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_24,Texture,,Non ok,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_04,Struttura della Pasta,,"Vedo microcchiature ma pochissimo estese, non penalizza  troppo",MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P1_TN302_623_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P1_TN302_623_FETTA_B.bmp,P1_TN302_623_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_302,C0A,TG_04,Colore della Pasta,,Appena più  ossidato al centro,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_04,Profumo,,"Alla prima occasione percepito un odore non gradevole, poi scomparso. Non so definirlo, quindi non penalizzo",MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_04,Sapore,,Solo salato e acido,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_19,Sapore,,Allappante,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_24,Sapore,,Medio,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_24,Texture,,Leggermente  poco solubile e faticoso?,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_13,Struttura della Pasta,,Innumerevoli spacchi,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_35,Struttura della Pasta,,Presenti piccolissime fessure sul lato destro,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P6_TN326_231_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P6_TN326_231_FETTA_B.bmp,P6_TN326_231_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_326,C0O,TG_28,Colore della Pasta,,Leggero alone arancio dato dalla crosta,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_19,Profumo,,Crauti,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_19,Sapore,,Allappante,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_04,Spessore della Crosta,,1 piatto nettamente  più  spesso,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_04,Struttura della Pasta,,"Comunque bella grana, ma più  grossolana all'esterno",MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_04,Colore della Pasta,,Più  concezione sembrano due zone di colore,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_12,Colore della Pasta,,Una macchia poco visibile,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_13,Colore della Pasta,,Una piccola macchia rossa,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_A.bmp,P2_TN311_441_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_20,Colore della Pasta,,Presenza di una macchia rosata,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P3_TN314_267_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P3_TN314_267_FETTA_B.bmp,P3_TN314_267_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_314,C0I,TG_04,Profumo,,Bella intensità,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P3_TN314_267_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P3_TN314_267_FETTA_B.bmp,P3_TN314_267_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_314,C0I,TG_04,Sapore,,Amaro esaltato prevalenti,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P3_TN314_267_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P3_TN314_267_FETTA_B.bmp,P3_TN314_267_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_314,C0I,TG_24,Struttura della Pasta,,Forse frattura non perfettamente  regolare,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_19,Profumo,,Crauti,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_19,Sapore,,Allappante,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_04,Spessore della Crosta,,1 piatto nettamente  più  spesso,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_04,Struttura della Pasta,,"Comunque bella grana, ma più  grossolana all'esterno",MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_04,Colore della Pasta,,Più  concezione sembrano due zone di colore,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_12,Colore della Pasta,,Una macchia poco visibile,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_13,Colore della Pasta,,Una piccola macchia rossa,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P2_TN311_441_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P2_TN311_441_FETTA_B.bmp,P2_TN311_441_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_311,C0G,TG_20,Colore della Pasta,,Presenza di una macchia rosata,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P3_TN314_267_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P3_TN314_267_FETTA_A.bmp,P3_TN314_267_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_314,C0I,TG_04,Profumo,,Bella intensità,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P3_TN314_267_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P3_TN314_267_FETTA_A.bmp,P3_TN314_267_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_314,C0I,TG_04,Sapore,,Amaro esaltato prevalenti,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P3_TN314_267_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P3_TN314_267_FETTA_A.bmp,P3_TN314_267_FETTA_A.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_314,C0I,TG_24,Struttura della Pasta,,Forse frattura non perfettamente  regolare,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_04,Profumo,,Moderata intensità,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_20,Profumo,,Burro cotto,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_24,Profumo,,Kiwi e mela,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_24,Sapore,,Anche qua contrasto ma piacevole,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_20,Aroma,,Burro cotto,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_19,Texture,,Compatto,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_24,Texture,,Contrasto umidità e untuosita..,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_24,Struttura della Pasta,,Troppe microocchiature anche grandi e disidratata,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_28,Struttura della Pasta,,Microocchiatura fino a 5 mm,MAG-GIU,Commenti liberi_QTG_2020.xlsx
data/TrentinGrana/2020-2021_Trentingrana/IV bimestre/20° Seduta_03-02-2021/P4_TN316_885_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__P4_TN316_885_FETTA_B.bmp,P4_TN316_885_FETTA_B.bmp,Fetta,2020-2021_Trentingrana,2021-02-03,20,IV,,,TN_316,C0L,TG_35,Struttura della Pasta,,Numerosi Occhi di circa 4 mm,MAG-GIU,Commenti liberi_QTG_2020.xlsx
