sample_id,attribute,caption,caption_sentence,panelist,dairy_id,product_code,year,session_date,fetta_path,grana_path,has_fetta,has_grana,has_both_views,weight,classe
TN_316__2021-02-17__P,Struttura della Pasta,Pasta con microocchiatura molto diffusa.,La pasta del formaggio presenta una microocchiatura molto diffusa.,TG_12,TN_316,C0L,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_GRANA_B.bmp,True,True,True,1.0,OK
TN_316__2021-02-17__P,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.,TG_19,TN_316,C0L,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_GRANA_B.bmp,True,True,True,1.0,OK
TN_316__2021-02-17__P,Colore della Pasta,Pasta di colore più saturo al centro.,La pasta del formaggio è di colore più saturo al centro.,TG_04,TN_316,C0L,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_GRANA_B.bmp,True,True,True,1.0,OK
TN_302__2021-02-17__P,Profumo,Profumo di crauti.,Il formaggio ha un profumo di crauti.,TG_19,TN_302,C0A,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-17__P,Texture,Texture astringente.,Il formaggio presenta una texture astringente.,TG_13,TN_302,C0A,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-17__P,Texture,Texture compatta.,Il formaggio presenta una texture compatta.,TG_19,TN_302,C0A,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-17__P,Struttura della Pasta,Pasta con effetto radiale.,La pasta del formaggio presenta effetto radiale.,Q_09,TN_302,C0A,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-17__P,Struttura della Pasta,Pasta tendente alla stiratura.,La pasta del formaggio è tendente alla stiratura.,TG_04,TN_302,C0A,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P1_TN302_784_GRANA_A.bmp,True,True,True,1.0,OK
TN_330__2021-02-17__P,Sapore,Sapore bruciante.,Il formaggio ha un sapore bruciante.,TG_13,TN_330,C0Q,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_GRANA_B.bmp,True,True,True,1.0,OK
TN_330__2021-02-17__P,Aroma,Aroma molto poco percepibile.,Il formaggio ha un aroma molto poco percepibile.,TG_28,TN_330,C0Q,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_GRANA_B.bmp,True,True,True,1.0,OK
TN_330__2021-02-17__P,Texture,Texture discretamente granulosa e asciutta.,Il formaggio presenta una texture discretamente granulosa e asciutta.,TG_04,TN_330,C0Q,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_GRANA_B.bmp,True,True,True,1.0,OK
TN_330__2021-02-17__P,Struttura della Pasta,Pasta con microocchiatura a zone.,La pasta del formaggio presenta una microocchiatura a zone.,TG_19,TN_330,C0Q,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_GRANA_B.bmp,True,True,True,1.0,OK
TN_330__2021-02-17__P,Struttura della Pasta,Pasta con microocchiatura e disidratazione.,La pasta del formaggio presenta una microocchiatura e disidratazione.,TG_24,TN_330,C0Q,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_GRANA_B.bmp,True,True,True,1.0,OK
TN_330__2021-02-17__P,Struttura della Pasta,Pasta fine con microocchiatura diffusa su quasi tutta la superficie.,La pasta del formaggio è fine con microocchiatura diffusa su quasi tutta la superficie.,TG_35,TN_330,C0Q,2020-2021_Trentingrana,2021-02-17,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P5_TN330_413_GRANA_B.bmp,True,True,True,1.0,OK
TN_302__2021-02-24__P,Profumo,Profumo stagnante all'apertura.,Il formaggio ha un profumo stagnante all'apertura.,Q_09,TN_302,C0A,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-24__P,Sapore,"Sapore saporito, salato e piccante.","Il formaggio ha un sapore saporito, salato e piccante.",Q_10,TN_302,C0A,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-24__P,Sapore,Sapore equilibrato tra i gusti.,Il formaggio ha un sapore equilibrato tra i gusti.,TG_24,TN_302,C0A,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-24__P,Texture,Texture con grana giovane.,Il formaggio presenta una texture con grana giovane.,TG_14,TN_302,C0A,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_GRANA_A.bmp,True,True,True,1.0,OK
TN_302__2021-02-24__P,Struttura della Pasta,Pasta con frattura radiale e serratura a piccole scaglie.,La pasta del formaggio presenta una frattura radiale e serratura a piccole scaglie.,Q_09,TN_302,C0A,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_GRANA_A.bmp,True,True,True,1.0,OK
TN_319__2021-02-24__P,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.,TG_24,TN_319,C0M,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,True,True,True,1.0,OK
TN_319__2021-02-24__P,Sapore,Sapore allappante.,Il formaggio ha un sapore allappante.,TG_19,TN_319,C0M,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,True,True,True,1.0,OK
TN_319__2021-02-24__P,Aroma,Aroma non piacevole e persistente.,Il formaggio ha un aroma non piacevole e persistente.,TG_24,TN_319,C0M,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,True,True,True,1.0,OK
TN_319__2021-02-24__P,Texture,Texture compatta.,Il formaggio presenta una texture compatta.,TG_19,TN_319,C0M,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,True,True,True,1.0,OK
TN_319__2021-02-24__P,Texture,Texture adesiva.,Il formaggio presenta una texture adesiva.,TG_24,TN_319,C0M,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,True,True,True,1.0,OK
TN_319__2021-02-24__P,Spessore della Crosta,Crosta con sottocrosta grigiastra.,La crosta del formaggio presenta una sottocrosta grigiastra.,Q_09,TN_319,C0M,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,True,True,True,1.0,OK
TN_319__2021-02-24__P,Spessore della Crosta,Crosta con modellatura nel sottocrosta.,La crosta del formaggio presenta modellatura nel sottocrosta.,TG_28,TN_319,C0M,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,True,True,True,1.0,OK
TN_311__2021-02-24__P,Profumo,Profumo di burro intenso.,Il formaggio ha un profumo di burro intenso.,TG_04,TN_311,C0G,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P5_TN311_735_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P5_TN311_735_GRANA_B.bmp,True,True,True,1.0,OK
TN_311__2021-02-24__P,Sapore,Sapore saporito ed equilibrato.,Il formaggio ha un sapore saporito ed equilibrato.,Q_10,TN_311,C0G,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P5_TN311_735_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P5_TN311_735_GRANA_B.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Profumo,Profumo percepibile solo all'apertura.,Il formaggio ha un profumo percepibile solo all'apertura.,Q_09,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Profumo,Profumo con nota bruciata.,Il formaggio ha un profumo con nota bruciata.,TG_24,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Sapore,Sapore medio.,Il formaggio ha un sapore medio.,TG_24,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Texture,Texture discretamente solubile.,Il formaggio presenta una texture discretamente solubile.,TG_04,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Texture,Texture compatta.,Il formaggio presenta una texture compatta.,TG_19,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Texture,Texture che lega la bocca.,Il formaggio ha una texture che lega la bocca.,TG_24,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Struttura della Pasta,Pasta con fascia sottoposta priva di grana e stirata.,La pasta del formaggio presenta una fascia sottoposta priva di grana e stirata.,Q_02,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Struttura della Pasta,Pasta con frattura irregolare e abbastanza omogenea.,La pasta del formaggio presenta una frattura irregolare e abbastanza omogenea.,TG_04,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Struttura della Pasta,Pasta dall'aspetto disidratato.,La pasta del formaggio è dall'aspetto disidratato.,TG_19,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.,TG_24,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_304__2021-02-24__P,Colore della Pasta,Pasta con fascia centrale di colore più carico.,La pasta del formaggio presenta una fascia centrale di colore più carico.,TG_04,TN_304,C0B,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Aroma,Aroma di brodo vegetale dominante.,Il formaggio ha un aroma di brodo vegetale dominante.,TG_20,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.,TG_24,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Struttura della Pasta,Pasta con un grande strappo.,La pasta del formaggio presenta un grande strappo.,Q_09,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Struttura della Pasta,Pasta con taglio pronunciato e struttura centrale diversa.,La pasta del formaggio presenta un taglio pronunciato e struttura centrale diversa.,TG_04,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Struttura della Pasta,Pasta con fessura pronunciata.,La pasta del formaggio presenta una fessura pronunciata.,TG_12,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Struttura della Pasta,Pasta con spacco enorme.,La pasta del formaggio presenta uno spacco enorme.,TG_13,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Struttura della Pasta,Pasta con una fessura pronunciata.,La pasta del formaggio presenta una fessura pronunciata.,TG_14,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_305__2021-02-24__P,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.,TG_24,TN_305,C0C,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_FETTA_A.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P3_TN305_101_GRANA_A.bmp,True,True,True,1.0,OK
TN_307__2021-02-24__P,Profumo,"Profumo di brodo di carne e pane tostato, con sentore nostrano molto intenso.","Il formaggio ha un profumo di brodo di carne e pane tostato, con sentore nostrano molto intenso.",Q_02,TN_307,C0E,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_GRANA_B.bmp,True,True,True,1.0,OK
TN_307__2021-02-24__P,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.,TG_04,TN_307,C0E,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_GRANA_B.bmp,True,True,True,1.0,OK
TN_307__2021-02-24__P,Aroma,"Aroma giovane, poco evoluto.","Il formaggio ha un aroma giovane, poco evoluto.",TG_20,TN_307,C0E,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_GRANA_B.bmp,True,True,True,1.0,OK
TN_307__2021-02-24__P,Texture,Texture leggermente pastosa.,Il formaggio presenta una texture leggermente pastosa.,TG_24,TN_307,C0E,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_GRANA_B.bmp,True,True,True,1.0,OK
TN_307__2021-02-24__P,Struttura della Pasta,"Pasta con microocchiatura evidente, non particolarmente fine.","La pasta del formaggio presenta una microocchiatura evidente, non particolarmente fine.",Q_10,TN_307,C0E,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_GRANA_B.bmp,True,True,True,1.0,OK
TN_307__2021-02-24__P,Struttura della Pasta,Pasta con una metà disomogenea e una metà più regolare.,La pasta del formaggio presenta una metà disomogenea e una metà più regolare.,TG_19,TN_307,C0E,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_GRANA_B.bmp,True,True,True,1.0,OK
TN_307__2021-02-24__P,Struttura della Pasta,Pasta con microocchiatura abbondante.,La pasta del formaggio presenta una microocchiatura abbondante.,TG_24,TN_307,C0E,2020-2021_Trentingrana,2021-02-24,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_FETTA_B.bmp,data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P4_TN307_213_GRANA_B.bmp,True,True,True,1.0,OK
TN_316__2020-09-16__P4b,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.,TG_04,TN_316,C0L,2020-2021_Trentingrana,2020-09-16,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,True,True,True,1.0,OK
TN_316__2020-09-16__P4b,Profumo,Profumo con nota leggera di stalla.,Il formaggio ha un profumo con nota leggera di stalla.,TG_24,TN_316,C0L,2020-2021_Trentingrana,2020-09-16,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,True,True,True,1.0,OK
TN_316__2020-09-16__P4b,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.,TG_04,TN_316,C0L,2020-2021_Trentingrana,2020-09-16,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,True,True,True,1.0,OK
TN_316__2020-09-16__P4b,Struttura della Pasta,Pasta con uno strappo al centro.,La pasta del formaggio presenta uno strappo al centro.,Q_09,TN_316,C0L,2020-2021_Trentingrana,2020-09-16,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,True,True,True,1.0,OK
TN_316__2020-09-16__P4b,Struttura della Pasta,Pasta leggermente grossolana con taglio al centro.,La pasta del formaggio è leggermente grossolana con taglio al centro.,TG_04,TN_316,C0L,2020-2021_Trentingrana,2020-09-16,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,True,True,True,1.0,OK
TN_316__2020-09-16__P4b,Struttura della Pasta,Pasta con alone centrale.,La pasta del formaggio presenta un alone centrale.,TG_19,TN_316,C0L,2020-2021_Trentingrana,2020-09-16,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,True,True,True,1.0,OK
TN_316__2020-09-16__P4b,Struttura della Pasta,Pasta con una leggera fessura.,La pasta del formaggio presenta una leggera fessura.,TG_24,TN_316,C0L,2020-2021_Trentingrana,2020-09-16,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,True,True,True,1.0,OK
