dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Profumo::principalmente panna e fruttato segue il burro il latte cotto e un leggero tostato,Profumo,"Principalmente panna e fruttato, segue il burro, il latte cotto e un leggero tostato","Profumo principalmente di panna e fruttato, seguiti da burro, latte cotto e leggero tostato.",4,9832,
Profumo::odore di formaggio vecchio,Profumo,odore di formaggio vecchio,Profumo di formaggio maturo.,4,9238,
Profumo::latte fresco muschio,Profumo,latte fresco;muschio,Profumo di latte fresco e muschio.,4,20484,
Profumo::frutta fermentata,Profumo,frutta fermentata,Profumo di frutta fermentata.,16,7850,
Profumo::nota bruciata poco intenso,Profumo,"Nota bruciata, poco intenso","Profumo con nota bruciata, poco intenso.",4,49310,
Profumo::abbastanza equilibrato note caratteristiche presenti,Profumo,"abbastanza equilibrato, note caratteristiche presenti",Profumo abbastanza equilibrato con note caratteristiche.,4,7383,
Profumo::burro mfuso latte cotto fruttato tostato e verdure cotte,Profumo,"burro mfuso latte cotto fruttato, tostato e verdure cotte","Profumo di burro fuso, latte cotto, fruttato, tostato e verdure cotte.",4,18418,
Profumo::burro fuso leggera crosta,Profumo,"burro fuso, leggera crosta",Profumo di burro fuso.,4,24153,
Profumo::fieno burro fuso,Profumo,"fieno, burro fuso",Profumo di fieno e burro fuso.,4,44104,
Profumo::insilato negativo,Profumo,insilato negativo,Profumo di insilato negativo.,4,44782,
Profumo::su un pezzo nota animale di cuoio cavallo sui restanti pezzi odore un poco scarico e poco complesso,Profumo,"su un pezzo nota animale di cuoio, cavallo, sui restanti pezzi odore un poco scarico e poco complesso","Profumo di cuoio e cavallo su alcuni pezzi, poco intenso e poco complesso sui rimanenti.",4,37467,
Profumo::intenso all'apertura panna e anche vegetale fresco floreale,Profumo,"Intenso all'apertura, panna e anche vegetale fresco, floreale","Profumo intenso all'apertura, di panna e vegetale fresco con note floreali.",4,18876,
Profumo::fruttato muschio,Profumo,fruttato;muschio,Profumo fruttato con note di muschio.,4,40312,
Profumo::poca panna latte e burro non crudi un fondo animale\stalla fieno,Profumo,"poca panna, latte e burro non crudi. un fondo animale\stalla. fieno","Profumo di panna e latte con burro cotto, fondo animale di stalla e note di fieno.",4,31745,
Profumo::vegetale cotto,Profumo,vegetale cotto,Profumo vegetale cotto.,4,9325,
Profumo::moderato note lattee pane tostato,Profumo,moderato. note lattee. pane. tostato,"Profumo di moderata intensità con note lattiche, pane e tostato.",4,41081,
Profumo::panna leggermente cotto,Profumo,panna leggermente cotto,Profumo di panna leggermente cotto.,2,46204,
Profumo::inizialmente burro fresco alla frattura note di bruciato,Profumo,"inizialmente burro fresco, alla frattura note di bruciato","Profumo di burro fresco all'apertura, con note di bruciato alla frattura.",4,11386,
Profumo::lattici cotti e tostati anche troppo decisi (caffè),Profumo,lattici cotti e tostati anche troppo decisi (caffè),"Profumo di lattici cotti e tostati, con note di caffè piuttosto decise.",4,41140,
Profumo::ossidato,Profumo,ossidato,Profumo ossidato.,20,9324,
Profumo::intensità al più moderata,Profumo,Intensità al più moderata,Profumo di intensità moderata.,4,11522,
Profumo::solo all'apertura poi no l'ho sento,Profumo,Solo all'apertura poi no l'ho sento,Profumo percepibile solo all'apertura.,8,3494,
Profumo::latte panna ma tostato,Profumo,"latte, panna ma tostato...",Profumo di latte e panna con note di tostato.,4,18878,
Profumo::erba,Profumo,erba,Profumo di erba.,8,29417,
Profumo::fiori frutta panna fresca,Profumo,"fiori, frutta, panna fresca","Profumo di fiori, frutta e panna fresca.",4,16722,
Profumo::prima olfazione>odore sgradevole verso animale il resto e' sfondo,Profumo,prima olfazione>odore sgradevole verso animale. il resto e' sfondo,Profumo con nota animale all'apertura.,4,40241,
Profumo::vegetale balsamico,Profumo,vegetale balsamico,Profumo vegetale balsamico.,32,29415,
Profumo::latte e panna cotta forte fieno forte,Profumo,latte e panna cotta forte;fieno forte,Profumo forte di latte e panna cotta con note di fieno.,4,11380,
Profumo::debole,Profumo,debole,Profumo debole.,12,11595,
Profumo::intenso abbastanza equilibrato nota di latte cotto dominante su un pezzo vira verso il bruciato,Profumo,"intenso, abbastanza equilibrato, nota di latte cotto dominante, su un pezzo vira verso il bruciato","Profumo intenso e abbastanza equilibrato con nota di latte cotto dominante, che vira verso il bruciato su un pezzo.",4,25964,
Profumo::fieno yogurth e tostatura,Profumo,"fieno, yogurth e tostatura","Profumo di fieno, yogurt e tostatura.",4,18416,
Profumo::burro sciolto,Profumo,burro sciolto,Profumo di burro sciolto.,8,16795,
Profumo::latte cotto e brodo di carne cipolla,Profumo,"latte cotto e brodo di carne, cipolla",Profumo di latte cotto e brodo di carne con cipolla.,4,44114,
Profumo::poco intenso e complesso nota quasi floreale burro sciolto,Profumo,"poco intenso e complesso, nota quasi floreale, burro sciolto","Profumo poco intenso e complesso, con nota quasi floreale e burro sciolto.",4,31828,
Profumo::chiuso poco intenso,Profumo,chiuso poco intenso,Profumo chiuso e poco intenso.,4,36967,
Profumo::crosta e stantio,Profumo,crosta e stantio,Profumo di crosta e stantio.,4,14252,
Profumo::vegetale acre,Profumo,vegetale acre,Profumo vegetale e acre.,4,26120,
Profumo::vegetale buono,Profumo,Vegetale buono,Profumo vegetale.,4,48500,
Profumo::poco intenso e complesso lattico cotto e brodo,Profumo,"poco intenso e complesso, lattico cotto e brodo","Profumo poco intenso e complesso, lattico cotto e brodo.",4,32213,
Profumo::nota animale alla prima olfazione poi si allegerisce non punisco pane burro latte cotto,Profumo,"nota animale alla prima olfazione, poi si allegerisce, non punisco. pane, burro. latte cotto","Profumo animale all'apertura che si allegerisce, con note di pane, burro e latte cotto.",4,20483,
Profumo::latte crudo delicato,Profumo,latte crudo delicato,Profumo di latte crudo delicato.,4,9159,
Profumo::sa di grasso di prosciutto crudo,Profumo,Sa di grasso di prosciutto crudo,Profumo di grasso di prosciutto crudo.,4,4248,
Profumo::funghi freschi,Profumo,Funghi freschi,Profumo di funghi freschi.,8,51849,
Profumo::leggero sentore di corsta di fromaggio e cotto più' burro,Profumo,"leggero sentore di corsta di fromaggio e cotto, più' burro","Profumo leggero di crosta di formaggio e cotto, con prevalenza di burro.",4,42709,
Profumo::poco pulito note pungenti al naso sentori di pozzo e acqua stagnante,Profumo,"poco pulito, note pungenti al naso, sentori di pozzo e acqua stagnante,","Profumo poco pulito con note pungenti, sentori di pozzo e acqua stagnante.",4,7306,
Profumo::quasi disturba,Profumo,Quasi disturba!,NON_DESCRITTO,4,1727,
Profumo::latte cotto burro fruttato,Profumo,latte cotto;burro;fruttato,"Profumo di latte cotto, burro e fruttato.",4,47356,
Profumo::panna e brodo vegetale,Profumo,panna e brodo vegetale,Profumo di panna e brodo vegetale.,4,5929,
Profumo::un solo pezzo aveva un pessimo odore,Profumo,Un solo pezzo aveva un pessimo odore,NON_DESCRITTO,4,48611,
Profumo::latte acido tostato con leggero vegetale secco,Profumo,"Latte acido, tostato con leggero vegetale secco",Profumo di latte acido e tostato con leggero sentore vegetale secco.,4,5998,
Profumo::caramello latte cotto,Profumo,"caramello, latte cotto",Profumo di caramello e latte cotto.,4,44702,
Profumo::panna vaniglia frutta farina,Profumo,"panna, vaniglia, frutta, farina","Profumo di panna, vaniglia, frutta e farina.",4,25661,
Profumo::intenso con note florali kiwi e panna,Profumo,"intenso con note florali, kiwi e panna","Profumo intenso con note floreali, kiwi e panna.",4,11178,
Profumo::leggermente bruciato,Profumo,Leggermente bruciato,Profumo leggermente bruciato.,8,3240,
Profumo::mediamente intenso panna burro fuso brodo congetto lieve nota ossidata e pungente,Profumo,"mediamente intenso, panna, burro fuso, brodo, congetto, lieve nota ossidata e pungente","Profumo mediamente intenso di panna, burro fuso e brodo, con lieve nota ossidata e pungente.",4,27420,
Profumo::leggermente odore anomalo che non riconsoco,Profumo,leggermente odore anomalo che non riconsoco,Profumo leggermente anomalo.,4,15483,
Profumo::odore pungente all'apertura ma che poi non trovo nei pezzi,Profumo,"odore pungente all'apertura, ma che poi non trovo nei pezzi","Profumo pungente all'apertura, non rilevabile nei pezzi.",4,27706,
Profumo::tende negativo forte sedano,Profumo,tende negativo forte sedano,"Profumo tendente al negativo, forte, di sedano.",4,13766,
Profumo::peccato per sfumatura bruciata,Profumo,Peccato per sfumatura bruciata!,Profumo con sfumatura bruciata.,4,2318,
Profumo::peccato per leggero sentore di alcool,Profumo,Peccato per leggero sentore di alcool,Profumo con leggero sentore di alcol.,4,1332,
Profumo::all'apertura ottimo panna e lattici alla rottura di un pezzo odore un poco' sgradevole tendente allo stantio,Profumo,"All'apertura, ottimo panna e lattici; alla rottura di un pezzo odore un poco' sgradevole, tendente allo stantio","Profumo di panna e note lattiche all'apertura, con sentore leggermente stantio alla rottura.",4,11597,
Profumo::acido,Profumo,acido,Profumo acido.,12,11173,
Profumo::sentore di urina,Profumo,Sentore di urina...,Profumo con sentore di urina.,4,1121,
Profumo::intensità moderata pane tostato cuoio sentori lattei cotti,Profumo,intensità moderata. pane tostato. . cuoio. sentori lattei cotti,"Profumo di pane tostato e cuoio con sentori lattei cotti, intensità moderata.",4,16716,
Profumo::latte e burro leggero animale,Profumo,"latte e burro, leggero animale",Profumo di latte e burro con leggero sentore animale.,4,16720,
Profumo::leggero su note lattee delicate rinvengo sentori vegetali di brodo vegetale,Profumo,"leggero. su note lattee delicate rinvengo sentori vegetali, di brodo vegetale",Profumo leggero su note lattee delicate con sentori di brodo vegetale.,4,27428,
Profumo::intensità limitata,Profumo,Intensità limitata,Profumo poco intenso.,4,3278,
Profumo::intensità contenuta su note lattee rinvengo anche un sentore floreale,Profumo,intensità contenuta. su note lattee rinvengo anche un sentore floreale,Profumo di intensità contenuta con note lattee e sentore floreale.,4,30814,
Profumo::miele intenso,Profumo,"Miele,intenso",Profumo intenso di miele.,8,49753,
Profumo::positivo no difetti poco intenso,Profumo,positivo no difetti poco intenso,"Profumo poco intenso, privo di difetti.",4,37387,
Profumo::delicato crosta di formaggio burro cotto lieve nota di nostrano,Profumo,"delicato, crosta di formaggio, burro cotto, lieve nota di nostrano",Profumo delicato di crosta di formaggio e burro cotto con lieve nota di nostrano.,4,30719,
Profumo::burro panna pozzo di ascarico latte acido,Profumo,"burro, panna, pozzo di ascarico, latte acido","Profumo di burro, panna e latte acido.",4,27630,
Profumo::fruttato e floreale all'apertura del barattolo,Profumo,fruttato e floreale all'apertura del barattolo,Profumo fruttato e floreale all'apertura.,4,20487,
Profumo::intensità elevata con grana tipico burro e leggera tostatura,Profumo,"intensità elevata con grana tipico, burro e leggera tostatura",Profumo di intensità elevata con burro e leggera tostatura.,4,9248,
Profumo::tenue senza particolari note negative,Profumo,Tenue senza particolari note negative,Profumo tenue senza particolari note negative.,4,51742,
Profumo::poco intenso panna burro sciolto lieve nota proprionica poco intenso crosta di formaggio,Profumo,"poco intenso, panna, burro sciolto, lieve nota proprionica, poco intenso, crosta di formaggio",Profumo poco intenso di panna e burro sciolto con lieve nota proprionica e sentore di crosta di formaggio.,4,41421,
Profumo::erbacea alo apertura della vaschetta ossidato e crosta dominanti su frattura fresca,Profumo,"Erbacea alo, apertura della vaschetta, ossidato e crosta dominanti su frattura fresca","Profumo erbaceo all'apertura della vaschetta, con ossidato e crosta dominanti su frattura fresca.",4,50085,
Profumo::intensità medio forte latte intero panna brodo di carne burr ofresco,Profumo,"Intensità medio-forte. Latte intero, panna. Brodo di carne. burr ofresco","Profumo di intensità medio-forte con note di latte intero, panna, brodo di carne e burro fresco.",4,16870,
Profumo::leggero sentore di fermentato,Profumo,leggero sentore di fermentato,Profumo con leggero sentore di fermentato.,4,7386,
Profumo::molto fruttato con note lattiche freche,Profumo,molto fruttato con note lattiche freche,Profumo molto fruttato con note lattiche fresche.,4,16878,
Profumo::note leggermente tostate che prevalgono,Profumo,note leggermente tostate che prevalgono,Profumo leggermente tostato prevalente.,4,7851,
Profumo::lattico di burro fuso ma con note lievemente pungenti quasi fermentate brodo evidente,Profumo,"lattico di burro fuso ma con note lievemente pungenti, quasi fermentate, brodo evidente","Profumo lattico di burro fuso con note lievemente pungenti e fermentate, brodo evidente.",4,22251,
Profumo::in positivo intensità burro fuso medio alta,Profumo,in positivo intensità burro fuso medio alta,Profumo di burro fuso con intensità medio-alta.,4,9833,
Profumo::gomma,Profumo,gomma,Profumo di gomma.,4,466,
Profumo::intensità' buona latte intero panna burro sciolto poco brodo di carne,Profumo,"intensità' buona. latte intero, panna, burro sciolto. poco brodo di carne","Profumo di latte intero, panna e burro sciolto con poco brodo di carne, buona intensità.",4,27778,
Profumo::frutta secca intensità media,Profumo,frutta secca intensità media,Profumo di frutta secca a intensità moderata.,4,9917,
Profumo::poco intenso fermentato,Profumo,"poco intenso, fermentato","Profumo poco intenso, fermentato.",2,46294,
Profumo::animale e stalla intensità alta,Profumo,animale e stalla intensità alta,"Profumo animale e di stalla, intensità alta.",4,41471,
Profumo::forte persistente formaggio stagionato,Profumo,forte persistente formaggio stagionato....,Profumo forte e persistente di formaggio stagionato.,2,46287,
Profumo::poco intenso sentore di cotto,Profumo,"poco intenso, sentore di cotto",Profumo poco intenso con sentore di cotto.,4,35802,
Profumo::leggero sentore di cotto profumo poco marcato,Profumo,"leggero sentore di cotto, profumo poco marcato","Profumo leggero di cotto, poco marcato.",4,20423,
Profumo::soprattutto all'apertura,Profumo,Soprattutto all'apertura,NON_DESCRITTO,4,5050,
Profumo::panna burro latte fresco,Profumo,panna;burro;latte fresco,"Profumo di panna, burro e latte fresco.",4,14250,
Profumo::debole poco percettibile,Profumo,debole. poco percettibile,"Profumo debole, poco percettibile.",4,18798,
Profumo::all'apertura una cerrta pungenza poi anche in 3 pezzi odore negativo di putrido,Profumo,"all'apertura una cerrta pungenza, poi anche in 3 pezzi odore negativo, di putrido","Profumo pungente all'apertura, odore negativo di putrido anche nei pezzi interni.",4,18722,
Profumo::panna e burro fuso molto presenti segue il tostatofruttato e il brodo di carne,Profumo,"Panna e burro fuso molto presenti, segue il tostatofruttato e il brodo di carne","Profumo di panna e burro fuso molto presenti, seguito da note di tostato e fruttato con brodo di carne.",2,46214,
Profumo::poco intenso note lattiche deboli stantio,Profumo,"poco intenso, note lattiche deboli, stantio",Profumo poco intenso con note lattiche deboli e stantio.,4,42570,
Profumo::ammoniaca iniziale un poco' di stantio crosta di grana,Profumo,"Ammoniaca iniziale, un poco' di stantio, crosta di grana","Profumo di ammoniaca iniziale, leggermente stantio, con note di crosta di grana.",4,32366,
Profumo::intenso ma con note da tostatura e leggerm insilati,Profumo,intenso ma con note da tostatura e leggerm. insilati,Profumo intenso con note di tostatura e leggermente insilati.,4,22165,
Profumo::all'apertura anche fruttato dolce quasi banana poi solo lattici anche formaggio cotto,Profumo,"all'apertura anche fruttato dolce, quasi banana, poi solo lattici, anche formaggio cotto","Profumo di frutta dolce con note di banana all'apertura, seguito da note lattiche e formaggio cotto.",4,41420,
Profumo::poco intenso burro fuso nota fermentata brodo,Profumo,"poco intenso, burro fuso, nota fermentata, brodo",Profumo poco intenso di burro fuso con nota fermentata e brodo.,4,5766,
Profumo::panna latte cotto tostato con un poco di fruttato,Profumo,"Panna, latte cotto, tostato, con un poco di fruttato","Profumo di panna e latte cotto, tostato, con poco fruttato.",4,5844,
Profumo::intenso quasi pungente nota di frutta fermentata oltre alle caratteristiche note lattiche,Profumo,"intenso, quasi pungente, nota di frutta fermentata oltre alle caratteristiche note lattiche","Profumo intenso, quasi pungente, con note di frutta fermentata e note lattiche.",4,40316,
Profumo::burro freasco e verdure cotte brodo di carne leggera nota di fermentazione,Profumo,"burro freasco e verdure cotte, brodo di carne, leggera nota di fermentazione","Profumo di burro fresco e verdure cotte, con brodo di carne e leggera nota di fermentazione.",4,9328,
Profumo::mediamente buono ma con punte dolciastre e mature,Profumo,"mediamente buono, ma con punte dolciastre e mature",Profumo mediamente complesso con note dolciastre e mature.,4,37307,
Profumo::fermentazione leggera crosta di formaggio e panna acida,Profumo,"fermentazione leggera, crosta di formaggio e panna acida","Profumo di fermentazione leggera, crosta di formaggio e panna acida.",4,18726,
Profumo::buona intensità sentori maturi brodo crosta burro cotto,Profumo,"Buona intensità. Sentori maturi. brodo, crosta, burro cotto","Profumo con buona intensità, sentori maturi di brodo, crosta e burro cotto.",4,22350,
Profumo::grana floreale frutta intenso,Profumo,"grana, floreale, frutta... intenso","Profumo intenso di grana, floreale e frutta.",4,9164,
Profumo::molto tenue,Profumo,Molto tenue,Profumo molto tenue.,4,51126,
Profumo::note di fermentato,Profumo,note di fermentato,Profumo di fermentato.,4,35440,
Profumo::latte e brodo vegetale,Profumo,latte e brodo vegetale,Profumo di latte e brodo vegetale.,8,9410,
Profumo::leggero ma non difetti,Profumo,leggero ma non difetti,Profumo leggero senza difetti.,8,16715,
Profumo::frutta secca crosta/formaggio stagionato,Profumo,frutta secca;crosta/formaggio stagionato,Profumo di frutta secca e crosta di formaggio stagionato.,4,33904,
Profumo::forse uno dei più\ interessanti della batteria,Profumo,forse uno dei più\ interessanti della batteria...,NON_DESCRITTO,4,22256,
Profumo::leggero cotto burro fuso e crosta,Profumo,"leggero cotto, burro fuso e crosta",Profumo leggermente cotto di burro fuso e crosta.,4,12925,
Profumo::sentori tostato cotto,Profumo,"Sentori tostato, cotto",Profumo di tostato e cotto.,4,49504,
Profumo::lieve e iniziale,Profumo,Lieve e iniziale,Profumo lieve e iniziale.,4,49653,
Profumo::all'apertura teli sporchi e poi brodo vegetale,Profumo,all'apertura teli sporchi e poi brodo vegetale,"Profumo di teli sporchi all'apertura, seguito da brodo vegetale.",4,17331,
Profumo::difetto biscotto tostato,Profumo,"difetto, biscotto tostato",Profumo di biscotto tostato con nota di difetto.,4,25508,
Profumo::leggero crosta e formaggio cotto,Profumo,leggero crosta e formaggio cotto,Profumo leggero di crosta e formaggio cotto.,4,13832,
Profumo::lievito,Profumo,Lievito ?,Note olfattive di lievito.,4,49111,
Profumo::brodo vegetale panna,Profumo,brodo vegetale panna,Profumo di brodo vegetale e panna.,4,15371,
Profumo::burro e burro fuso intenso,Profumo,burro e burro fuso intenso,Profumo di burro e burro fuso intenso.,4,22344,
Profumo::peccato presenza nota polverosa,Profumo,Peccato presenza nota polverosa,Profumo con nota polverosa.,4,499,
Profumo::latte bruciato forse caramello vanilgia mah,Profumo,latte bruciato forse caramello vanilgia mah,Profumo di latte bruciato con note di caramello e vaniglia.,4,44694,
Profumo::leggermente propionico insilato difettoso,Profumo,"leggermente propionico, insilato, difettoso","Profumo leggermente propionico con note di insilato, difettoso.",4,11599,
Profumo::buona intensità' latte fresco panna burro sciolto sentori dolci e lattei,Profumo,"buona intensità'. latte fresco, panna, burro sciolto. Sentori dolci e lattei","Profumo di latte fresco, panna e burro sciolto con sentori dolci e lattei, buona intensità.",4,40381,
Profumo::tanto burro,Profumo,Tanto burro,Profumo di burro intenso.,4,3491,
Profumo::leggero vegetale cotto allo spezzare,Profumo,leggero vegetale cotto allo spezzare,Profumo leggero di vegetale cotto all'apertura.,4,44616,
Profumo::siero latte cotto brodo e leggera crosta di formaggio,Profumo,"siero, latte cotto, brodo e leggera crosta di formaggio","Profumo di siero, latte cotto, brodo e leggera nota di crosta di formaggio.",4,15598,
Profumo::scarico,Profumo,Scarico,Profumo scarico.,4,48499,
Profumo::latte cotto burro umami verdure lesse e una legger crosta di formaggio,Profumo,"Latte cotto, burro , umami, verdure lesse e una legger crosta di formaggio","Profumo di latte cotto, burro, verdure lesse e leggermente di crosta di formaggio.",4,15374,
Profumo::leggero fermentato odore debole,Profumo,leggero fermentato. odore debole,Profumo leggermente fermentato e debole.,4,18875,
Profumo::grana tipico medio intenso,Profumo,grana tipico medio intenso..,Profumo di grana a intensità media.,4,37224,
Profumo::grana burro floreale,Profumo,"grana, burro, floreale","Profumo di grana, burro e note floreali.",4,14181,
Profumo::molto diversi i 4 pezzi e all'apertura,Profumo,Molto diversi i 4 pezzi e all'apertura,NON_DESCRITTO,4,5067,
Profumo::crosta e ossidato,Profumo,crosta e ossidato,Profumo di crosta e ossidato.,4,9240,
Profumo::profumi maturi o cotti crosta note vegetali e leggermente animali/cuoio non difetti,Profumo,"Profumi maturi o cotti, crosta. note vegetali e leggermente animali/cuoio. Non difetti","Profumo maturo e cotto con note vegetali e leggermente animali, sentore di cuoio dalla crosta.",4,15373,
Profumo::yogurth formaggio floreale,Profumo,"yogurth, formaggio..., floreale...","Profumo di yogurt, formaggio e note floreali.",4,13761,
Profumo::leggermente fermentato frutta matura,Profumo,"leggermente fermentato, frutta matura",Profumo leggermente fermentato con nota di frutta matura.,4,40385,
Profumo::putrido trremendo,Profumo,"Putrido, trremendo",Profumo putrido.,4,21715,
Profumo::grana tostato fieno panna,Profumo,"grana, tostato, fieno, panna","Profumo di grana, tostato, fieno e panna.",4,11458,
Profumo::sedano troppo vegetale cotto abbasso voto altrimenti molto intenso,Profumo,"Sedano. Troppo vegetale cotto, abbasso voto. Altrimenti molto intenso","Profumo di sedano e vegetale cotto, molto intenso.",10,1951,
Profumo::latte cotto burro fuso brodo di carne e leggero tostato e fruttato,Profumo,"latte cotto, burro fuso brodo di carne e leggero tostato e fruttato","Profumo di latte cotto, burro fuso, brodo di carne, con sentori leggeri di tostato e fruttato.",4,9160,
Profumo::un poco cotto,Profumo,un poco cotto,Profumo poco cotto.,4,33829,
Profumo::crosta di formaggio e brodo,Profumo,crosta di formaggio e brodo,Profumo di crosta di formaggio e brodo.,4,42426,
Profumo::poco complesso ma pulito panna latte cotto burro fuso mancano le note evolute,Profumo,"poco complesso ma pulito, panna, latte cotto, burro fuso, mancano le note evolute","Profumo poco complesso ma pulito, di panna, latte cotto e burro fuso.",2,46128,
Profumo::inizialmente si percepisce una leggera fermentazione segue panna fresca burro fresco e fruttato,Profumo,"Inizialmente si percepisce una leggera fermentazione, segue panna fresca, burro fresco e fruttato","Profumo inizialmente di leggera fermentazione, seguito da panna fresca, burro fresco e note fruttate.",4,41086,
Profumo::molto intenso burro e grana,Profumo,"molto intenso, burro e grana .......",Profumo molto intenso di burro e grana.,4,44105,
Profumo::leggero formaggio cotto,Profumo,leggero formaggio cotto,Profumo leggero di formaggio cotto.,4,27701,
Profumo::intensità lieve poca complessità latte e poco più,Profumo,intensità lieve. poca complessità. Latte e poco più,Profumo lieve di latte con poca complessità.,4,18717,
Profumo::leggero e sa di emmental,Profumo,leggero e sa di emmental,Profumo leggero con note di emmental.,4,30765,
Profumo::caratteristico ma con lieve nota pungente,Profumo,caratteristico ma con lieve nota pungente,Profumo caratteristico con lieve nota pungente.,8,29165,
Profumo::elegante molta nocciola e kiwi,Profumo,"Elegante,,,molta nocciola e kiwi",Profumo di nocciola e kiwi.,4,1430,
Profumo::abbastanza blano privo di aromi se non leggeremte burro cotto,Profumo,"abbastanza blano, privo di aromi, se non leggeremte burro cotto","Profumo abbastanza blando, con leggerissime note di burro cotto.",4,30767,
Profumo::poco intenso latte e floreale,Profumo,Poco intenso. Latte e floreale,Profumo poco intenso di latte e floreale.,4,49137,
Profumo::brodo,Profumo,brodo,Profumo di brodo.,44,6006,
Profumo::leggermente crosta,Profumo,leggermente crosta,Profumo leggermente di crosta.,12,29546,
Profumo::panna yogurt,Profumo,panna yogurt,Profumo di panna e yogurt.,4,9157,
Profumo::crosta di formaggio,Profumo,crosta di formaggio,Profumo di crosta di formaggio.,4,11174,
Profumo::burro panna leggermente ossidato,Profumo,"burro, panna, leggermente ossidato","Profumo di burro e panna, leggermente ossidato.",4,9408,
Profumo::eucalipto,Profumo,Eucalipto?,Note olfattive di eucalipto.,4,51280,
Profumo::ossidato fermentato non piacevole,Profumo,"ossidato, fermentato. non piacevole",Profumo ossidato e fermentato.,4,23873,
Profumo::proprio aggressivo non piacevole,Profumo,Proprio aggressivo non piacevole,Profumo aggressivo.,4,4039,
Profumo::latte acido panna yogurt,Profumo,latte acido panna yogurt,"Profumo di latte acido, panna e yogurt.",4,13139,
Profumo::buona intensità burro latte cotto panna crosta,Profumo,"buona intensità. Burro, latte cotto, panna. crosta","Profumo di burro, latte cotto e panna con buona intensità.",4,18409,
Profumo::leggero sentore di bruciato e stalla all'inizio,Profumo,Leggero sentore di bruciato e stalla all'inizio!,Profumo leggero di bruciato e stalla all'inizio.,4,1148,
Profumo::strano a tratti sentiva di pesce perplesso,Profumo,Strano. A tratti sentiva di pesce. Perplesso,"Profumo strano, di pesce a tratti.",4,4958,
Profumo::positivo molto intenso,Profumo,positivo molto intenso,Profumo molto intenso.,4,30573,
Profumo::predominante il lattico cotto e il brodo,Profumo,predominante il lattico cotto e il brodo,Profumo di lattico cotto e brodo predominanti.,4,33677,
Profumo::burro fuso dominante forse leggera nota pungente che ricorda il latte fermentato,Profumo,"burro fuso dominante, forse leggera nota pungente che ricorda il latte fermentato",Profumo di burro fuso dominante con leggera nota pungente di latte fermentato.,4,26041,
Profumo::non molto intenso ma abbastanza caratteristico poco complesso note di lattico cotto prevalenti,Profumo,"non molto intenso ma abbastanza caratteristico, poco complesso, note di lattico cotto prevalenti","Profumo poco intenso ma abbastanza caratteristico, con note di lattico cotto prevalenti e poco complesso.",8,29485,
Profumo::leggero odore verdura lessa,Profumo,leggero odore verdura lessa,Profumo leggero di verdura lessa.,4,30816,
Profumo::latte cotto crosta di formaggio,Profumo,latte cotto;crosta di formaggio,Profumo di latte cotto e crosta di formaggio.,4,9333,
Profumo::note poco tipiche e caratteristiche,Profumo,note poco tipiche e caratteristiche,Profumo poco tipico.,2,46800,
Profumo::verdura lessa e formaggio cotto e burro,Profumo,verdura lessa e formaggio cotto e burro,"Profumo di verdura lessa, formaggio cotto e burro.",4,11456,
Profumo::leggermente,Profumo,leggermente,Profumo leggermente intenso.,4,15931,
Profumo::burro fuso,Profumo,burro fuso,Profumo di burro fuso.,20,7925,
Profumo::formaggio cotto,Profumo,formaggio cotto,Profumo di formaggio cotto.,16,18334,
Profumo::note vegetali lesse cipolla passata latte cotto,Profumo,"note vegetali lesse, cipolla passata, latte cotto","Profumo di note vegetali lesse, cipolla passata e latte cotto.",8,29548,
Profumo::latte burro burro fuso,Profumo,"latte, burro, burro fuso","Profumo di latte, burro e burro fuso.",4,22162,
Profumo::dado glutammato molto forte e spiacevole,Profumo,"Dado, glutammato molto forte e spiacevole",Profumo di dado con sentori di glutammato molto intenso e spiacevole.,4,1434,
Profumo::siero acido intensità medio alta,Profumo,siero acido intensità medio alta,Profumo di siero acido con intensità medio-alta.,4,9245,
Profumo::fruttato panna e burro fresco,Profumo,Fruttato panna e burro fresco,Profumo fruttato con note di panna e burro fresco.,4,18264,
Profumo::teli sporchi,Profumo,Teli sporchi,Profumo di stalla.,4,50449,
Profumo::fruttato mela( crosta,Profumo,"fruttato mela(, crosta",Profumo fruttato di mela.,4,21618,
Profumo::note forti tostate e emmenthal/grana,Profumo,note forti tostate e emmenthal/grana,Profumo con note forti tostate e di grana.,4,40247,
Profumo::mela e pesca forti,Profumo,Mela e pesca forti!,Profumo intenso di mela e pesca.,10,1952,
Profumo::banana,Profumo,Banana,Profumo di banana.,4,51688,
Profumo::difettoso cipolla sgradevole,Profumo,difettoso cipolla sgradevole,Profumo di cipolla sgradevole.,4,27773,
Profumo::burro fuso panna burro,Profumo,"burro fuso,panna, burro",Profumo di burro fuso e panna.,4,40243,
Profumo::panna&burro,Profumo,panna&burro,Profumo di panna e burro.,4,18719,
Profumo::elegante kiwi,Profumo,Elegante... Kiwi,Note olfattive di kiwi.,4,989,
Profumo::leggero odore di stalla,Profumo,leggero odore di stalla,Profumo leggero di stalla.,4,25586,
Profumo::peccato lieve nota bruciara,Profumo,Peccato lieve nota bruciara,Profumo con lieve nota bruciata.,4,4249,
Profumo::in qualche pezzo note aspre di fermentato negative in altri no,Profumo,"in qualche pezzo note aspre, di fermentato, negative, in altri no",Profumo con note aspre e di fermentato in alcuni punti.,4,20109,
