dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Sapore::escuilibrato poco persistente,Sapore,escuilibrato poco persistente,Sapore non equilibrato e poco persistente.,4,42792,
Sapore::medio equilibrio con amarognolo finale,Sapore,medio equilibrio con amarognolo finale...,Sapore medio equilibrato con finale amarognolo.,4,44621,
Sapore::amaro tollerabile,Sapore,amaro. tollerabile,Sapore amaro e tollerabile.,4,30576,
Sapore::sapidità' bassa dolcezza elevata piccantezza bassa umami basso nel complesso un poco scarico,Sapore,"sapidità' bassa, dolcezza elevata, piccantezza bassa, umami basso, nel complesso un poco scarico","Sapore con sapidità bassa, dolcezza elevata, piccantezza bassa, umami basso e nel complesso scarico.",4,5931,
Sapore::amaro e piccante non dolce poco acido,Sapore,amaro e piccante. non dolce. poco acido,"Sapore amaro e piccante, poco acido, senza dolcezza.",4,41145,
Sapore::un poco' di acido iniziale poi dolciastro alla fine esce anche un poco' di amaro,Sapore,"un poco' di acido iniziale, poi dolciastro, alla fine esce anche un poco' di amaro","Sapore leggermente acido all'inizio, dolciastro nel mezzo, con una punta di amaro nel finale.",4,5476,
Sapore::equilibrato con nota piccante finale,Sapore,equilibrato con nota piccante finale,Sapore equilibrato con nota piccante finale.,4,9172,
Sapore::salato,Sapore,salato,Sapore salato.,248,5780,
Sapore::amarognolo finale umami,Sapore,"amarognolo finale, umami",Sapore amarognolo nel finale con umami.,4,15609,
Sapore::difficile da giudicare perché immangiabile,Sapore,Difficile da giudicare perché immangiabile,NON_DESCRITTO,4,50283,
Sapore::amaro e salato prevalgono,Sapore,Amaro e salato prevalgono,Sapore amaro e salato prevalente.,4,4040,
Sapore::acido intensità leggera piccante intensità leggera,Sapore,acido intensità leggera;piccante intensità leggera,Sapore leggermente acido e leggermente piccante.,4,16802,
Sapore::molto salato con punta di amaro,Sapore,molto salato con punta di amaro,Sapore molto salato con punta di amaro.,4,11396,
Sapore::piccante acido,Sapore,piccante;acido;,Sapore piccante e acido.,16,7398,
Sapore::sapore non pieno scarno manca quasi di sale,Sapore,Sapore non pieno. Scarno. Manca quasi di sale,"Sapore scarno, privo di pienezza e con scarsa salata.",4,49128,
Sapore::piccante forte,Sapore,piccante forte,Sapore piccante e forte.,16,11530,
Sapore::piccantezza troppo umami,Sapore,"piccantezza , troppo umami",Sapore piccante con eccessiva umami.,4,44294,
Sapore::gusti equilibrati piccante moderato,Sapore,gusti equilibrati;piccante moderato,Sapore equilibrato con piccantezza moderata.,4,11390,
Sapore::molto amaro acido,Sapore,molto amaro;acido,Sapore molto amaro e acido.,4,15492,
Sapore::bella sapidità' umami ok piccantezza media forse leggera acidità' metallico,Sapore,"bella sapidità', umami ok, piccantezza media, forse leggera acidità', metallico","Sapore sapido con umami, piccantezza media e leggera acidità, nota metallica.",4,37311,
Sapore::lieve piccantezza finale,Sapore,lieve piccantezza finale,Sapore con lieve piccantezza finale.,4,34380,
Sapore::panna,Sapore,panna,Sapore di panna.,4,6017,
Sapore::dolce sapido umami medio poco piccante abbastanza equilibrato,Sapore,"dolce sapido, umami medio, poco piccante, abbastanza equilibrato","Sapore dolce sapido con umami medio, poco piccante e abbastanza equilibrato.",4,12867,
Sapore::solo salato e acido,Sapore,Solo salato e acido,Sapore salato e acido.,10,2135,
Sapore::acido piccante persistente,Sapore,acido piccante persistente,"Sapore acido, piccante e persistente.",4,15380,
Sapore::marcatamente sapido con nota piccante eccessiva lieve acidità,Sapore,"marcatamente sapido con nota piccante eccessiva, lieve acidità",Sapore marcatamente sapido con nota piccante eccessiva e lieve acidità.,4,30628,
Sapore::gusti equilibrati con dolce forte,Sapore,gusti equilibrati con dolce forte,Sapore equilibrato con dolcezza marcata.,4,11180,
Sapore::crosta di formaggio,Sapore,crosta di formaggio,Sapore di crosta di formaggio.,8,40254,
Sapore::poco stagionato sembra fresco buono da passeggio nessuna nota sgradevole,Sapore,"Poco stagionato, sembra fresco. Buono da passeggio, nessuna nota sgradevole",Sapore fresco con nessuna nota sgradevole.,4,4253,
Sapore::umami intenso e leggera punta piccante,Sapore,umami intenso e leggera punta piccante,Sapore umami intenso con leggera punta piccante.,4,11606,
Sapore::molti sapori anche dolce appena un poco' salato,Sapore,"Molti sapori, anche dolce. Appena un poco' salato",Sapore complesso con note dolci e leggermente salato.,4,49132,
Sapore::pungente sulla lingua anche se non salato o piccante nettamente sembra quasi una pungenza da acido,Sapore,"Pungente sulla lingua, anche se non salato o piccante nettamente. Sembra quasi una pungenza da acido","Sapore pungente sulla lingua, con nota acidula, non salato né piccante.",4,4959,
Sapore::salato pungente,Sapore,salato pungente,Sapore salato e pungente.,4,44206,
Sapore::un poco troppo dolce,Sapore,un poco- troppo dolce,Sapore leggermente eccessivamente dolce.,4,9423,
Sapore::sapido e dolce assenza del piccante,Sapore,"sapido e dolce, assenza del piccante","Sapore sapido e dolce, senza piccantezza.",4,17351,
Sapore::non piccante né dolce amaro,Sapore,"Non piccante, né dolce. Amaro","Sapore non piccante, non dolce, amaro.",4,3840,
Sapore::punta di amaro,Sapore,punta di amaro,Sapore con punta di amaro.,4,44199,
Sapore::equilibrato ma poco persistente,Sapore,Equilibrato ma poco persistente,Sapore equilibrato ma poco persistente.,4,1467,
Sapore::nota iniziale acida nel complesso abastanza equilibrato assenza del piccante,Sapore,"nota iniziale acida, nel complesso abastanza equilibrato assenza del piccante","Sapore con nota iniziale acida, nel complesso abbastanza equilibrato e senza piccantezza.",4,42442,
Sapore::motlo umami,Sapore,motlo umami,Sapore molto umami.,4,7327,
Sapore::ecqulibrato,Sapore,ecqulibrato,NON_DESCRITTO,4,18891,
Sapore::piccante un poco bruciante salato,Sapore,"piccante, un poco bruciante. salato",Sapore piccante e leggermente bruciante con nota salata.,8,29555,
Sapore::leggermente piccante e acre in gola,Sapore,leggermente piccante e acre in gola,Sapore leggermente piccante e acre in gola.,4,47471,
Sapore::negativo amaro intensità media piccante intensità media,Sapore,negativo amaro intensità media;piccante intensità media,Sapore amaro e piccante a intensità media.,4,23808,
Sapore::peccato per la punta di amaro finale,Sapore,peccato per la punta di amaro finale,Sapore con punta di amaro finale.,4,22365,
Sapore::abbastanza equilibrato con finale leggermente sapido,Sapore,"abbastanza equilibrato, con finale leggermente sapido...",Sapore abbastanza equilibrato con finale leggermente sapido.,4,11468,
Sapore::salato eccessivo vuoto di umami non dolce pure amaro,Sapore,salato eccessivo. vuoto di umami. non dolce. pure amaro,"Sapore eccessivamente salato, vuoto di umami, con note amare e senza dolcezza.",4,33916,
Sapore::umami poco dolce,Sapore,"umami, poco dolce",Sapore umami con poco dolce.,4,31761,
Sapore::amaro acido non in eccesso,Sapore,"amaro, acido. non in eccesso.","Sapore amaro e acido, non in eccesso.",4,16727,
Sapore::delicato in tutto quasi scarno pochissimo umami l non percepisco dolce,Sapore,"delicato in tutto. quasi scarno, pochissimo umami.l non percepisco dolce",Sapore delicato e scarno con pochissimo umami e assenza di dolce.,4,44123,
Sapore::piccante acre in gola,Sapore,piccante acre in gola,Sapore piccante e acre in gola.,6,42643,
Sapore::equilibrato con sapidità,Sapore,Equilibrato con sapidità,Sapore equilibrato con sapidità.,10,2006,
Sapore::salato umami untuoso leggermente disarticolati ma non del tutto negativi,Sapore,"Salato, umami, untuoso, leggermente disarticolati, ma non del tutto negativi","Sapore salato con note umami, leggermente disarticolati.",4,16734,
Sapore::pungente per sale,Sapore,pungente per sale,Sapore pungente per il sale.,8,9931,
Sapore::troppo amaro,Sapore,Troppo amaro,Sapore eccessivamente amaro.,4,2349,
Sapore::amaro amaro acidulo pure,Sapore,"amaro, amaro....acidulo pure",Sapore amaro e acidulo.,4,44789,
Sapore::solo legermente piccante,Sapore,solo legermente piccante,Sapore solo leggermente piccante.,4,27711,
Sapore::un poco piccante e acido,Sapore,un poco piccante e acido,Sapore poco piccante e acido.,2,46641,
Sapore::solo leggero acido,Sapore,Solo leggero acido,Sapore solo leggermente acido.,4,4435,
Sapore::molto equilibrata,Sapore,molto equilibrata,Sapore molto equilibrato.,4,21811,
Sapore::difforme positivo a zone meno in altre,Sapore,"difforme, positivo a zone meno in altre",NON_DESCRITTO,4,36977,
Sapore::acido amaro,Sapore,acido amaro,Sapore acido e amaro.,44,7325,
Sapore::non dolce,Sapore,Non dolce,Sapore non dolce.,32,828,
Sapore::amaro salato e dolciastro,Sapore,amaro salato e dolciastro,"Sapore amaro, salato e dolciastro.",2,46134,
Sapore::equilibrato spicca la dolcezza,Sapore,equilibrato spicca la dolcezza,Sapore equilibrato con prevalente dolcezza.,4,12939,
Sapore::amaro leggerm percepito nel complesso equilibrato appena un poco' salato,Sapore,"amaro leggerm. percepito. nel complesso equilibrato, appena un poco' salato","Sapore leggermente amaro e equilibrato, con una leggera nota salata.",4,40391,
Sapore::amaro e dolce,Sapore,amaro e dolce,Sapore amaro e dolce.,4,23885,
Sapore::inizialmente dolce ma dopo non equilibrato il salato e il piccante,Sapore,inizialmente dolce ma dopo non equilibrato il salato e il piccante,"Sapore inizialmente dolce, successivamente non equilibrato tra salato e piccante.",4,27713,
Sapore::pieno,Sapore,Pieno,Sapore pieno.,4,3323,
Sapore::dolce quasi poco sapido,Sapore,"dolce, quasi poco sapido",Sapore dolce e poco sapido.,4,33764,
Sapore::prevale ma di poco l'acidita' nel complesso abbastanza equilibrato,Sapore,"Prevale, ma di poco l'acidita', nel complesso abbastanza equilibrato",Sapore abbastanza equilibrato con lieve prevalenza di acidità.,4,15438,
Sapore::salato anche un poco' acido punta di amaro finale,Sapore,"salato, anche un poco' acido, punta di amaro finale",Sapore salato con leggera acidità e punta di amaro finale.,4,41092,
Sapore::dolcezza medio bassa sapidità' medio alta umami medio alto piccantezza media non molto equilibrato,Sapore,"dolcezza medio bassa, sapidità' medio alta, umami medio alto, piccantezza media, non molto equilibrato","Sapore con dolcezza medio bassa, sapidità e umami medio alti, piccantezza media, non molto equilibrato.",4,42720,
Sapore::un certo equilibrio regna anche dolce nel finale amaro presente,Sapore,"un certo equilibrio regna, anche dolce nel finale. amaro presente",Sapore equilibrato con note dolci nel finale e amaro presente.,4,20492,
Sapore::sale eccessivo,Sapore,sale eccessivo,Sapore eccessivamente salato.,4,47475,
Sapore::dolce e poco salato,Sapore,dolce e poco salato,Sapore dolce e poco salato.,4,35752,
Sapore::abbastanza equilibrato dolce,Sapore,abbastanza equilibrato dolce,Sapore abbastanza equilibrato con note dolci.,4,18428,
Sapore::punta di piccante salato,Sapore,"punta di piccante, SALATO",Sapore salato con punta di piccante.,12,26056,
Sapore::salato e leggermente pungente,Sapore,salato e leggermente pungente,Sapore salato e leggermente pungente.,4,16806,
Sapore::dolce poco salato non piccante,Sapore,"dolce, poco salato. non piccante","Sapore dolce, poco salato, non piccante.",4,18886,
Sapore::sapido,Sapore,sapido...,Sapore sapido.,4,7862,
Sapore::quasi carente di sale ma piccante squilibrio totale,Sapore,"quasi carente di sale, ma piccante. squilibrio totale","Sapore quasi carente di sale e piccante, con squilibrio complessivo.",4,7942,
Sapore::sapore di nostrano,Sapore,Sapore di nostrano,Sapore nostrano.,4,4738,
Sapore::equilibrio strano poco carattere,Sapore,"Equilibrio strano, poco carattere",Sapore poco caratterizzato e non equilibrato.,4,325,
Sapore::pungente sulla lingua amaro e acido presenti,Sapore,pungente sulla lingua. Amaro e acido presenti,"Sapore pungente sulla lingua, con note di amaro e acido.",4,47420,
Sapore::ammmmmaro acido e salatino squilibrio,Sapore,"ammmmmaro, acido e salatino. squilibrio","Sapore amaro, acido e leggermente salato, non equilibrato.",4,44795,
Sapore::leggermente piccante un poco' salato,Sapore,"leggermente piccante, un poco' salato",Sapore leggermente piccante e poco salato.,4,9930,
Sapore::molto cotto,Sapore,molto cotto,Sapore molto cotto.,4,14199,
Sapore::leggermente piccante salato,Sapore,"leggermente piccante, salato.",Sapore leggermente piccante e salato.,8,7782,
Sapore::deciso umami un poco salato e leggero piccantino finale,Sapore,"deciso umami, un poco salato e leggero piccantino finale","Sapore deciso umami, leggermente salato con lieve piccantezza al finale.",4,21637,
Sapore::senza salinit' e piccante un p di umami,Sapore,"senza salinit' e piccante, un p; di umami","Sapore senza salinità e piccantezza, con poco umami.",4,40393,
Sapore::molto sbilanciato sull umami,Sapore,molto sbilanciato sull-umami,Sapore molto sbilanciato sull'umami.,4,35450,
Sapore::seppur amaro nessuna nota prevale anche dolce intensità' leggera,Sapore,"seppur amaro, nessuna nota prevale. anche dolce . intensità' leggera","Sapore leggermente amaro e dolce, equilibrato e di bassa intensità.",4,27648,
Sapore::sapido ma piacevole,Sapore,Sapido ma piacevole!,Sapore sapido.,4,50647,
Sapore::pungente amaro il tutto non in eccesso,Sapore,pungente. amaro. il tutto non in eccesso,"Sapore pungente e amaro, non in eccesso.",4,30723,
Sapore::equilibrato con piccante leggerissimo,Sapore,Equilibrato con piccante leggerissimo,Sapore equilibrato con piccante leggerissimo.,4,4210,
Sapore::leggermente piccante in finale,Sapore,leggermente piccante in finale,Sapore leggermente piccante in finale.,4,44208,
Sapore::un pochetto amaro umami latitante,Sapore,Un pochetto amaro. Umami latitante,Sapore leggermente amaro con umami scarso.,4,454,
Sapore::piccante non persistente,Sapore,piccante non persistente,Sapore piccante non persistente.,4,42784,
Sapore::amati e sale evidenti,Sapore,Amati e sale evidenti,Sapore amaro e salato marcato.,4,4758,
Sapore::dolce sapido umami marcato poca piccantezza,Sapore,"dolce sapido, umami marcato, poca piccantezza",Sapore dolce sapido con umami marcato e poca piccantezza.,2,46635,
Sapore::incompleto scarno,Sapore,"Incompleto, scarno",Sapore scarno e incompleto.,14,2128,
Sapore::amaro e acido dominano non dolce non salato non umami,Sapore,"Amaro e acido dominano. Non dolce, non salato,non umami","Sapore dominato da amaro e acido, senza dolcezza, salinità né umami.",4,48989,
Sapore::acido salato,Sapore,acido;salato,Sapore acido e salato.,4,37233,
Sapore::dolce ma equilibrato con una nota piccante,Sapore,dolce ma equilibrato con una nota piccante,Sapore dolce ma equilibrato con nota piccante.,4,7784,
Sapore::leggermente contrastante,Sapore,Leggermente contrastante,NON_DESCRITTO,4,50520,
Sapore::dolciastro umami,Sapore,"dolciastro, umami,",Sapore dolciastro con note umami.,4,7399,
Sapore::amaro salato e piccante bassi ma povero poco pieno non dolce,Sapore,"Amaro. salato e piccante bassi, ma povero , poco pieno, non dolce","Sapore amaro con salato e piccante contenuti, povero e poco pieno, senza dolcezza.",4,33685,
Sapore::grasso,Sapore,Grasso,Sapore grasso.,22,1962,
Sapore::amaro leggero il resto bilanciato,Sapore,"amaro leggero, il resto bilanciato","Sapore leggermente amaro, il resto equilibrato.",4,16729,
Sapore::abbastanza equilibrato il finale leggermente acido,Sapore,"abbastanza equilibrato, il finale leggermente acido",Sapore abbastanza equilibrato con finale leggermente acido.,4,23887,
Sapore::cotto,Sapore,cotto,Sapore di cotto.,4,13709,
Sapore::panna e burro,Sapore,panna e burro,Sapore di panna e burro.,4,5863,
Sapore::leggera piccantezza e il resto è ecquilivrato,Sapore,leggera piccantezza e il resto è ecquilivrato,Sapore con leggera piccantezza e resto equilibrato.,4,18429,
Sapore::piatto al palato una punta di piccante alla fine,Sapore,Piatto al palato. Una punta di piccante alla fine,Sapore piatto con una punta di piccante al finale.,4,4624,
Sapore::nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,Sapore,Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,Sapore tipico di formaggio stagionato.,4,49114,
Sapore::salato umami,Sapore,"salato, umami",Sapore salato con note umami.,24,11327,
Sapore::dolce scarsa sapidità' scarsa piccantezza basso umami,Sapore,"dolce, scarsa sapidità', scarsa piccantezza, basso umami","Sapore dolce con scarsa sapidità, scarsa piccantezza e basso umami.",4,5854,
Sapore::salato troppo prevalente,Sapore,salato troppo prevalente,Sapore eccessivamente salato e prevalente.,2,46220,
Sapore::tendende all'acido,Sapore,tendende all'acido,Sapore tendente all'acido.,4,40389,
Sapore::acido poco amaro giusto sale piccante evanescente dolce percepito,Sapore,"Acido, poco amaro, giusto sale. piccante evanescente. dolce percepito","Sapore acido, poco amaro, salato, leggermente piccante e dolce.",4,18343,
Sapore::peccato per la evidente nota amara e lievemente acida,Sapore,peccato per la evidente nota amara e lievemente acida,Sapore con evidente nota amara e leggermente acido.,4,22264,
Sapore::poco intenso,Sapore,Poco intenso...,Sapore poco intenso.,8,348,
Sapore::c'è tutto anche il piccantino,Sapore,c'è tutto anche il piccantino,Sapore complesso con nota piccante.,4,24090,
Sapore::dolce equilibrato leggermente piccante,Sapore,dolce equilibrato leggermente piccante,"Sapore dolce e equilibrato, leggermente piccante.",4,24236,
Sapore::bassa intensità di sapore ma equilibrato,Sapore,"Bassa intensità di sapore, ma equilibrato",Sapore a bassa intensità ma equilibrato.,4,3304,
Sapore::qualche punta piccante,Sapore,qualche punta piccante,Sapore con qualche punta piccante.,4,18422,
Sapore::amaro domina,Sapore,Amaro domina,Sapore amaro prevalente.,4,1296,
Sapore::prevale un poco il salato leggera punta di piccante,Sapore,"PREVALE UN Poco- IL SALATO, LEGGERA PUNTA DI PICCANTE",Sapore prevalentemente salato con leggera punta di piccante.,4,37228,
Sapore::formaggio maturo tendente alla sovramaturazione grasso/dolce/amaro,Sapore,formaggio maturo tendente alla sovramaturazione;grasso/dolce/amaro,"Sapore grasso, dolce e amaro, da formaggio maturo tendente alla sovramaturazione.",4,44792,
Sapore::trovo anche del dolce,Sapore,trovo anche del dolce,Sapore con note dolci.,4,21817,
Sapore::equilibrato con note anche dolci,Sapore,Equilibrato con note anche dolci,Sapore equilibrato con note dolci.,8,990,
Sapore::sapidità' medio alta umami marcato piccantezza medio alta non cosi armonico,Sapore,"sapidità' medio alta, umami marcato, piccantezza medio alta, non cosi armonico","Sapore con sapidità medio-alta, umami marcato e piccantezza medio-alta, non del tutto armonico.",4,26052,
Sapore::salato e piccante alla fine,Sapore,salato e piccante alla fine,Sapore salato e leggermente piccante al finale.,4,37319,
Sapore::molto piccante ma sparisce subito dopo aver ingoiato,Sapore,Molto piccante ma sparisce subito dopo aver ingoiato,Sapore molto piccante con scarsa persistenza.,4,5316,
Sapore::i gusti sono ben percettibili ma il piccante e acre non sono equilibrati e sono persistenti,Sapore,I gusti sono ben percettibili ma il piccante e acre non sono equilibrati e sono persistenti,"Sapore con gusti ben percettibili, piccante e acre non equilibrati e persistenti.",4,4053,
Sapore::forse troppo sapido ma anche note dolci,Sapore,forse troppo sapido....ma anche note dolci,Sapore eccessivamente sapido con note dolci.,4,37488,
Sapore::molto saporito deciso leggermente tendente al piccante con una punta di acido che non da fastidio,Sapore,"Molto saporito, deciso, Leggermente tendente al piccante con una punta di acido che non da fastidio","Sapore molto saporito e deciso, leggermente piccante con una punta di acido equilibrata.",7,50931,
Sapore::sapidità e piccantezza elevata,Sapore,sapidità e piccantezza elevata,Sapore con elevata sapidità e piccantezza.,4,9928,
Sapore::nessuna prevalenza non proprio dolce ma equilibrato non piccante non salato,Sapore,"Nessuna prevalenza, non proprio dolce ma equilibrato. non piccante, non salato","Sapore equilibrato, privo di prevalenza piccante e salata, senza dolcezza marcata.",4,36898,
Sapore::sapido prevalente segue il dolce e il piccante persistente (non sembra grana),Sapore,"sapido prevalente, segue il dolce e il piccante persistente (non sembra grana)","Sapore sapido prevalente, seguito da dolce e piccante persistente.",4,47139,
Sapore::equilibrato piacevole,Sapore,"equilibrato, piacevole",Sapore equilibrato.,4,22360,
Sapore::medio ma non intenso il sapore,Sapore,Medio ma non intenso il sapore,Sapore medio e non intenso.,4,50638,
Sapore::equilibrato con forse leggera sapidità,Sapore,equilibrato con forse leggera sapidità,Sapore equilibrato con leggera sapidità.,4,22178,
Sapore::amaro piuttosto evidente piccante leggero,Sapore,"amaro piuttosto evidente, piccante leggero",Sapore amaro piuttosto marcato e leggermente piccante.,4,35757,
Sapore::equilibrato con note dolci,Sapore,equilibrato con note dolci ...,Sapore equilibrato con note dolci.,4,7785,
Sapore::non da grana di 18 20 mesi,Sapore,Non da grana di 18 20 mesi,Sapore non tipico di un grana stagionato.,8,4423,
Sapore::amaro il resto presente e tutto equilibrato,Sapore,amaro. il resto presente e tutto equilibrato,"Sapore amaro, resto presente e equilibrato.",4,41089,
Sapore::leggermente salato e amaro,Sapore,leggermente salato e amaro,Sapore leggermente salato e amaro.,4,37484,
Sapore::anche dolce,Sapore,anche dolce,Sapore anche dolce.,4,25521,
Sapore::amaro percepibile nessun sapore sovrastante non dolce,Sapore,Amaro percepibile. Nessun sapore sovrastante. non dolce,"Sapore amaro percepibile, equilibrato e non dolce.",4,47532,
Sapore::amaro prevalente il resto equilibrato poco umami,Sapore,Amaro prevalente. il resto equilibrato. poco umami,"Sapore amaro prevalente, resto equilibrato con poco umami.",4,47195,
Sapore::un poco troppo sapido,Sapore,un poco- troppo sapido,Sapore eccessivamente sapido.,4,33843,
Sapore::poco umano e sale,Sapore,Poco umano e sale,Sapore poco umami e salato.,4,49505,
Sapore::amara e piccante,Sapore,amara e piccante,Sapore amaro e piccante.,4,11536,
Sapore::non equilibrato salato e piccante,Sapore,non equilibrato salato e piccante,"Sapore non equilibrato, salato e piccante.",4,5862,
Sapore::un poco' salato e leggermente piccante alla fine ma non esagerati,Sapore,"un poco' salato e leggermente piccante alla fine, ma non esagerati","Sapore leggermente salato e piccante al finale, non eccessivo.",4,11607,
Sapore::non piccante leggermente amaro,Sapore,non piccante leggermente amaro,Sapore non piccante e leggermente amaro.,4,32376,
Sapore::un poco' piccante,Sapore,un poco' piccante,Sapore leggermente piccante.,8,7789,
Sapore::salato non equilibrato,Sapore,"salato, non equilibrato",Sapore salato e non equilibrato.,4,35452,
Sapore::amaro umami soprattutto in un paio di pezzi,Sapore,"amaro, umami, soprattutto in un paio di pezzi","Sapore amaro e umami, prevalente in alcune zone.",4,22274,
Sapore::piccante amaro finali,Sapore,"piccante, amaro finali",Sapore piccante con finali amari.,2,46898,
Sapore::leggermente piccante e salato umami,Sapore,"leggermente piccante e salato, umami",Sapore leggermente piccante e salato con umami.,2,46646,
Sapore::non sembra grana,Sapore,Non sembra grana,NON_DESCRITTO,4,50542,
Sapore::solo un poco' sapido,Sapore,Solo un poco' sapido.,Sapore poco sapido.,4,733,
Sapore::sapidità eccessiva,Sapore,sapidità eccessiva,Sapore con sapidità eccessiva.,4,11538,
Sapore::appena percepiti e non sovrastanti,Sapore,Appena percepiti e non sovrastanti,Sapore appena percettibile e non sovrastante.,4,5312,
Sapore::dolce leggermente salato legermente piccante in finale,Sapore,dolce;leggermente salato;legermente piccante in finale;,"Sapore dolce, leggermente salato e leggermente piccante in finale.",4,9177,
Sapore::appena una punta di amarognolo,Sapore,Appena una punta di amarognolo,Sapore con lieve punta di amarognolo.,4,51281,
Sapore::leggermente acido e piccante,Sapore,leggermente acido e piccante,Sapore leggermente acido e piccante.,20,14260,
Sapore::ddpiccante,Sapore,ddpiccante,NON_DESCRITTO,4,18806,
Sapore::tendente all'amaro acido piccante,Sapore,tendente all'amaro acido piccante,"Sapore tendente all'amaro, acido e piccante.",8,21636,
Sapore::tendente all amaro,Sapore,tendente all-amaro,Sapore tendente all'amaro.,6,15436,
Sapore::astringente,Sapore,Astringente,Sapore astringente.,8,50305,
Sapore::amaro non dolce,Sapore,amaro. non dolce,"Sapore amaro, non dolce.",16,7865,
Sapore::persistente con sapidità importante,Sapore,Persistente con sapidità importante!!,Sapore persistente con sapidità marcata.,4,2359,
Sapore::assenza di piccante non amaro non dolce buon equilibrio,Sapore,"assenza di piccante, non amaro , non dolce. buon equilibrio","Sapore equilibrato, senza piccante, amaro o dolce.",4,25983,
Sapore::appena troppo sale amaro scarno del resto,Sapore,Appena troppo sale. Amaro. Scarno del resto,"Sapore eccessivamente salato e amaro, scarno nel resto.",4,5315,
Sapore::acida,Sapore,acida,Sapore acido.,4,33834,
Sapore::leggera punta di acido,Sapore,leggera punta di acido,Sapore con leggera punta di acido.,4,47530,
Sapore::leggermente amaro leggermente acido e piccante (lascia leggero acre in gola),Sapore,leggermente amaro leggermente acido e piccante (lascia leggero acre in gola),"Sapore leggermente amaro, leggermente acido e piccante con leggera nota acre in gola.",4,12931,
Sapore::dolce non troppo salato,Sapore,"dolce, non troppo salato",Sapore dolce e non eccessivamente salato.,4,15546,
Sapore::dolce medio sapidità' media umami medio alto piccantezza medio bassa equilibrato,Sapore,"dolce medio, sapidità' media, umami medio alto, piccantezza medio bassa, equilibrato","Sapore dolce e sapido con umami medio-alto, piccantezza moderata e buon equilibrio.",4,42790,
Sapore::delicato ma equilibrato,Sapore,Delicato ma equilibrato,Sapore delicato ma equilibrato.,8,4422,
Sapore::povero poco umami poco sale non dolce manca di sapore,Sapore,"Povero. Poco umami, poco sale. Non dolce. Manca di sapore","Sapore povero, poco umami e poco salato, senza dolcezza.",4,49115,
Sapore::sale,Sapore,sale,Sapore salato.,2,46306,
Sapore::abbastanza piatto,Sapore,abbastanza piatto,Sapore abbastanza piatto.,4,47197,
Sapore::tanto amaro non piccante non salato,Sapore,"tanto amaro, non piccante non salato","Sapore molto amaro, non piccante né salato.",4,20177,
Sapore::pungente di sale e o piccantino l insieme eccede dolce non percepito,Sapore,"pungente di sale e o piccantino, l-insieme eccede. dolce non percepito","Sapore pungente di sale e piccante, con eccesso d'insieme; dolcezza non percepita.",4,12932,
Sapore::acido intensità medio alta,Sapore,acido intensità medio alta,Sapore acido con intensità da media a elevata.,4,41367,
Sapore::leggero amaro non persistente,Sapore,leggero amaro non persistente,Sapore leggermente amaro e non persistente.,4,27716,
Sapore::c'è dell'amaro piccante leggerissimo non dolce poco umami o nulla scarno,Sapore,c'è dell'amaro. piccante leggerissimo. non dolce. poco umami o nulla. scarno,"Sapore amaro, leggermente piccante, scarno, con poco umami.",4,18728,
Sapore::poco sapido,Sapore,Poco sapido,Sapore poco sapido.,8,49023,
Sapore::leggero piccante,Sapore,leggero piccante,Sapore leggermente piccante e leggero.,4,18804,
Sapore::piccante ben percepibile nota leggermente amara,Sapore,"piccante ben percepibile, nota leggermente amara",Sapore piccante ben percepibile con nota leggermente amara.,4,16887,
Sapore::abbastanza ecqulibrato piccante leggermente percettibile,Sapore,abbastanza ecqulibrato piccante leggermente percettibile,Sapore abbastanza equilibrato con piccantezza leggermente percettibile.,4,16812,
Sapore::dolce sapido con buon umami piccantezza media equilibrato,Sapore,"dolce sapido con buon umami, piccantezza media, equilibrato","Sapore dolce sapido con buon umami, piccantezza media e equilibrato.",4,18888,
Sapore::leggermente amaro,Sapore,leggermente amaro,Sapore leggermente amaro.,68,7396,
Sapore::sapido leggermente piccante,Sapore,"sapido, leggermente piccante",Sapore sapido e leggermente piccante.,4,33920,
Sapore::acerbo,Sapore,Acerbo,Sapore acerbo.,4,1782,
Sapore::tendente all'amaro,Sapore,tendente all'amaro,Sapore tendente all'amaro.,4,13775,
Sapore::anche se finale amarognolo,Sapore,Anche se finale amarognolo...,Sapore con finale amarognolo.,4,2523,
Sapore::tanto umami non dolce,Sapore,Tanto umami. Non dolce,"Sapore con marcata umami, non dolce.",4,1431,
Sapore::salato piccante,Sapore,salato;piccante,Sapore salato e piccante.,20,14190,
Sapore::salato acido e alla fine anche un poco' amaro,Sapore,"salato, acido e alla fine anche un poco' amaro",Sapore salato e acido con una lieve nota amara al finale.,4,27366,
Sapore::inizia molto dolce poi diventa salato leggermente amarognolo,Sapore,inizia molto dolce poi diventa salato leggermente amarognolo,Sapore dolce iniziale che evolve in salato e leggermente amarognolo.,4,13846,
Sapore::dolce e umami,Sapore,dolce e umami,Sapore dolce e umami.,4,26057,
